en_ar_TRANSFORMERS	VerCoop
وفي حين أنه قد يكون من غير العملي أن يؤذن لجميع الوحدات بالقيام بعمليات هجومية محددة الهدف لتحييد الجماعات المسلحة، فإنه يلزم اتخاذ تدابير عاجلة لضمان مساهمة أكثر فعالية من الألوية الإطارية في الأنشطة المضطلع بها في سياق تحييد الجماعات المسلحة وحماية المدنيين.	0
وعلى سبيل المثال، تولي بوركينا فاسو أهمية لمكافحة التطرف العنيف وتعمل على التصدي لمحاولات تجنيد الإرهابيين.	0
(د) دعم الأعمال أو الأنشطة التي يقوم بها المدرجون في القائمة وغيرهم من الأفراد والجماعات والمؤسسات والكيانات المرتبطة بالطالبان والتي تشكل تهديدا للسلام والاستقرار والأمن في أفغانستان؛	0
ولذلك ترى اللجنة أن هذه الجرائم قد تشكل جرائم ضد الإنسانية.	0
ومنذ التسعينات، اختطف عملاؤها عددا من الأشخاص من الأراضي الصينية، بمن فيهم رعايا الصين وجمهورية كوريا، وفي حالة واحدة على الأقل، مواطن ياباني سابق.	0
”ويكرر مجلس الأمن تأكيد ضرورة زيادة التعاون الجاري بين اللجان المكلفة بولايات في مجال مكافحة الإرهاب والمنشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) وأفرقة الخبراء التابعة لكل منها.	1
(ب) القادة السياسيون والعسكريون للجماعات المسلحة الأجنبية العاملة في جمهورية الكونغو الديمقراطية الذين يعرقلون نزع سلاح المقاتلين المنتمين إلى تلك الجماعات وإعادتهم الطوعية إلى أوطانهم أو إعادة توطينهم؛	0
وعندما يتم تحديد المركز، يتوقع من الاتحاد الأوروبي أن يؤدي دوراً أكثر بروزاً، لا سيما فيما يتعلق بالشرطة والعدالة وفي رصد ودعم عملية المعايير.	1
واجتمعت البعثة المشتركة مع أصحاب المصلحة الوطنيين والدوليين، بمن فيهم ممثلو المجتمع المدني والزعماء التقليديون والدينيون وأحزاب المعارضة والجيش.	1
ووفقا لمصادر رسمية أردنية، صنع تنظيم القاعدة هذه السترات المتفجرة في العراق، مستخدما متفجرات وقنابل يدوية مأخوذة من مخزونات الجيش العراقي السابق ومهربة إلى الأردن.	0
حث المنظمات الإنسانية والإنمائية على اتخاذ الإجراءات المناسبة لمنع موظفي تلك المنظمات من استخدام البحار، بما في ذلك التدريب السابق للنشر والتدريب على التوعية في الميدان، وفي حالة الجهات الفاعلة التابعة للأمم المتحدة، تعزيز وكفالة الامتثال، بما في ذلك من جانب الموظفين المدنيين في بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة، لنشرة الأمين العام بشأن التدابير الخاصة للحماية من الاستغلال والانتهاك الجنسيين (ST/SGB/2003/13).	1
تتفق أحكام القانون رقم 656/2002 المتعلق بمنع ومكافحة غسل الأموال مع أحكام التوجيه رقم 2001/97/EC الصادر عن البرلمان الأوروبي والمجلس الأوروبي المؤرخ 4 كانون الأول/ديسمبر 2001، الذي يعدل التوجيه رقم 91/308/EEC الصادر عن المجلس الأوروبي بشأن منع استخدام النظام المالي لأغراض غسل الأموال.	1
ويعترف مجلس الأمن بلجنة بناء السلام، في مجال اختصاصها، بوصفها منتدى للتنسيق في مجال ما بعد الصراع بين منظومة الأمم المتحدة والمنظمات الإقليمية ودون الإقليمية، وفقا لقراره 1645 (2005) وقرار الجمعية العامة 60/180.	1
وقد أنشأت خمس دول ولاية قضائية كافية للجرائم ذات الصلة في تشريعاتها.	0
396- ومع ذلك، تمكنت اللجنة، من خلال تحقيقاتها الخاصة، من جمع معلومات أكثر أهمية عن حالات الاختفاء القسري.	0
ومع ذلك، لا يزال يساورني قلق بالغ لأن الأطراف والحركات والميليشيات تواصل استخدام الأطفال كمقاتلين.	0
تكرر تأكيد أهمية الامتثال للأحكام ذات الصلة من القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والقانون الدولي للاجئين وأهمية توفير التدريب المناسب في هذا القانون، بما في ذلك الأحكام المتعلقة بالطفل ونوع الجنس، وكذلك في مهارات التفاوض والاتصالات، والوعي الثقافي، والتنسيق المدني - العسكري، والحساسية في مجال الوقاية من فيروس نقص المناعة البشرية/متلازمة نقص المناعة المكتسب (الإيدز) وغيره من الأمراض المعدية، للموظفين المشاركين في أنشطة صنع السلام وحفظ السلام وبناء السلام، وتطلب إلى الأمين العام أن ينشر التوجيهات المناسبة وأن يكفل حصول موظفي الأمم المتحدة هؤلاء على التدريب المناسب، وتحث الدول الأعضاء المعنية على أن تقوم، حسب الاقتضاء والممكن، بنشر التعليمات المناسبة وأن تكفل إدراج التدريب المناسب في برامجها لفائدة الموظفين المشاركين في أنشطة مماثلة.	1
