en_ar_DEEP	MatCoop
"ويكرر مجلس الأمن دعمه لإنشاء فريق أساسي لمواصلة تعبئة المجتمع الدولي، وزيادة التشاور بين أصحاب المصلحة الرئيسيين لتعزيز تنسيق وفعالية المساعدة المقدمة إلى هايتي، والمساهمة في تحديد خطة عمل استراتيجية إنمائية طويلة الأجل تهدف إلى تعزيز السلام والاستقرار الدائمين في ذلك البلد.	0
وفي هذا الصدد، نود أن نذهب إلى أبعد من ذلك ونقول إننا نعتقد أن السبيل الوحيد لتحسين الأمن والاستقرار في الصومال هو تمكين قوات الأمن الصومالية من إخضاع أشد المتمردين شراسة وتمكين الحكومة من توسيع مناطق سلطتها إلى أبعد الحدود. قدر الإمكان إذا فشلت مفاوضات السلام.	0
وقد يسرت المديرية التنفيذية للجنة مكافحة الإرهاب عقد ورش عمل بشأن إدارة مراقبة الحدود في عدد من المناطق وتخطط لمواصلة هذه الممارسة في المستقبل. 269. وينبغي للدول الأعضاء: (أ) تنفيذ إجراءات أكثر نشاطا للوقاية والتفتيش والكشف، بالاعتماد على تقييمات المخاطر وتبادل وتحليل المعلومات الاستخباراتية والتعاون الدولي عند المعابر الحدودية الرسمية وعلى طول الحدود المفتوحة أو المسامية؛	1
كما يقدم عنصر الشرطة التابع لعملية الأمم المتحدة في كوت ديفوار الدعم التقني والمشورة لمركز القيادة المتكاملة فيما يتعلق بإصلاح قطاع الأمن.	1
إن نقل الصلاحيات في مثل هذه المجالات الحساسة لا يمكن أن ينجح دون وجود سياسة صارمة للرقابة والتدخل والعقوبات.	1
وفي حين دعمت منظمة الصحة العالمية وبعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي عملية التتبع التي أجرتها الحكومة، نشرت المنظمة الدولية للهجرة أفراداً عند نقاط الدخول الحدودية لتعزيز رصد وتتبع المسافرين بين غينيا ومالي، فضلاً عن رفع مستوى الوعي بين السكان المحليين بالمرض. وبناءً على طلب من الرئيس كيتا، أنشأت في الثاني والعشرين من نوفمبر/تشرين الثاني مكتب دعم لبعثة الأمم المتحدة للاستجابة لحالات الطوارئ في مالي، والذي يعمل بالتنسيق مع بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي ويتلقى الدعم منها. كما عززت اليونيسيف، بالتنسيق مع منظمة الصحة العالمية، استجابتها لدعم وزارة الصحة في برامج المياه والصرف الصحي والنظافة الصحية.	1
ومع ذلك، لا يزال الأطفال مرتبطين بالجيش الماوي ولم يتم إحراز أي تقدم في تأمين إطلاق سراحهم رسميًا؛ ولا يزال الأطفال يُقتلون ويُصابون في المظاهرات السياسية وبسبب الأجهزة المتفجرة التي خلفتها الصراعات.	0
7 - ومن أجل تحقيق قدر أكبر من الاتساق والتوافق في الحكم على جميع الوثائق المعدة للجنة، سيتم إنشاء آليات مشتركة بين المجموعات للتركيز على المجالات التقنية المختلفة التي يتناولها القراران 1373 (2001) و 1624 (2005)، وتحسين الجودة. وسيتم إنشاء وحدة مراقبة لمراجعة جميع الوثائق قبل إصدارها.	1
وتشير تقديرات منظمة "محيطات بلا قرصنة"، وهي منظمة غير حكومية، إلى أنه تم إنفاق 3.2 مليار دولار في عام 2013 للتصدي للقرصنة، حيث أنفق المجتمع الدولي نحو 139 مليون دولار على كل هجوم.	1
ويهيب مجلس الأمن بالجماعة الاقتصادية لدول غرب أفريقيا ودولها الأعضاء وكذلك شركائها الدوليين تقديم المزيد من الدعم إلى بعثة الجماعة الاقتصادية لدول غرب أفريقيا في هذا الصدد ومواصلة تنسيق المزيد من الجهود الدولية لدعم السلام والاستقرار وسيادة القانون ومكافحة الإفلات من العقاب في غينيا - بيساو. .	1
269) تمكنت اللجنة من الوصول إلى عدد كبير من التقارير الواردة من مصادر مختلفة والتي توثق عمليات قتل واسعة النطاق للمدنيين في جميع أنحاء دارفور، منذ بداية عام 2003 وحتى وقت نشر هذا التقرير.	0
ويعتقد أن الإرهابيين في المنطقة يعتمدون في الغالب على الأسلحة التقليدية.	0
وبالإضافة إلى ذلك، قدم صندوق النقد الدولي دعما مباشرا للميزانية بمبلغ 60 مليون دولار في عام 2007 في إطار مساعدته الطارئة في مرحلة ما بعد الصراع، وسيقدم نفس المبلغ لعام 2008، بما في ذلك دعم الانتخابات وإعادة التأهيل الاجتماعي.	1
وفي الفترة من 14 إلى 18 تشرين الأول/أكتوبر، شارك مكتب الأمم المتحدة لغرب أفريقيا ومكتب الأمم المتحدة الإقليمي في وسط أفريقيا في حلقة عمل نظمها حوض بحيرة تشاد في ياوندي لوضع استراتيجية إقليمية لمكافحة الإرهاب، فضلا عن إجراء مناقشات بشأن فرقة العمل المشتركة المتعددة الجنسيات.	1
وفي معظم الحالات، ذكر الضحايا أن الجنجويد هم مرتكبو أعمال العنف الجنسي؛ ولكن يُزعم أن عدة حوادث تتعلق بجنود حكوميين يعملون جنباً إلى جنب مع الجنجويد.	0
ومع ذلك، لا يزال العراق يواجه قوى إرهاب تضم عناصر أجنبية تقوم بهجمات مروعة وأعمال إرهابية في محاولة لإحباط التنمية السياسية والاقتصادية في العراق.	0
66 - وقد أُنشئت عدة آليات للتعاون الإقليمي لتعزيز قدرة الدول على القيام بشكل جماعي بمنع التحريض والحرمان من الملاذ الآمن في منطقة أمريكا اللاتينية والبحر الكاريبي.	1
إن التقرير الذي تم الاستشهاد به على نطاق واسع من قبل مجموعة الأزمات الدولية في يونيو 2005 والذي يفيد بأن المروحية التي دمرها الفرنسيون في ياموسوكرو في 6 نوفمبر 2004 كانت غينية، هو تقرير غير صحيح، كما أظهرت المراجعة التي أجرتها المجموعة.	1
وقد تلقت هذه البطاقة المدفوعة مسبقًا مكالمة هاتفية بعد دقيقة واحدة من الانفجار، في الساعة 1257، من كشك هاتف يقع في طرابلس بالقرب من مبنى يضم المخابرات السورية. في 30 كانون الثاني/يناير، تم إجراء مكالمة على الخط الأرضي في منزل السيد أبو عدس من نفس كابينة الهاتف في طرابلس.	0
وقد أنشأت سبع دول اختصاصاً قضائياً كافياً للجرائم ذات الصلة في تشريعاتها، واتخذت خمس دول بعض الخطوات في هذا الصدد، ولا توجد معلومات كافية فيما يتصل بتسع دول.	1
وإذ يكرر دعوته الأطراف ودول المنطقة إلى التعاون بشكل أكمل مع الأمم المتحدة ومع بعضها البعض وتعزيز مشاركتها لإنهاء المأزق الحالي وإحراز تقدم نحو التوصل إلى حل سياسي،	1
"ويرحب مجلس الأمن ترحيبا حارا بقرار الأمين العام جعل الأمم المتحدة تعمل على تعزيز سيادة القانون والعدالة الانتقالية في مجتمعات الصراع ومجتمعات ما بعد الصراع أولوية خلال الفترة المتبقية من ولايته.	0
كما أدان أعضاء مجلس الأمن الهجمات المستمرة ضد قوات الأمن اليمنية في حضرموت في 9 أكتوبر، وكذلك في البيضاء في 8 أكتوبر، والتي كانت تهدف إلى تقويض استقرار اليمن.	0
كانت ثلاث عشرة زنزانة تحتوي كل منها على معتقلين اثنين، بينما كانت سبع زنازين تحتوي كل منها على معتقل واحد فقط.	0
33 - واصلت البعثة توعية الموظفين بقواعد وأنظمة الأمم المتحدة ذات الصلة بمنع الاستغلال والانتهاك الجنسيين.	0
وسوف يعطي صوتاً للشباب من خلال العمل كمنتدى يضمن تماسك السياسات ويعزز اهتمام الشباب بالسياسات الحكومية.	1
163 - ويمكن اعتبار اعتماد النظام الأساسي للمحكمة الجنائية الدولية، الذي أعقبه النظام الأساسي للمحكمة الخاصة لسيراليون، تتويجا لعملية وضع القوانين التي أدت في غضون بضع سنوات إلى بلورة كلا النظامين. مجموعة من القواعد العرفية التي تحكم النزاعات المسلحة الداخلية وتجريم الانتهاكات الجسيمة لهذه القواعد، بمعنى أن المسؤولية الجنائية الفردية قد تنشأ عن الانتهاكات الجسيمة لتلك القواعد.	1
11 - ويظل أحد الأهداف الرئيسية للجنة مكافحة الإرهاب هو تيسير تقديم المساعدة التقنية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب، التي تسعى جاهدة إلى الوفاء بالتزاماتها بتنفيذ أحكام قرار مجلس الأمن 1373 (2001). ولكنها تفتقر إلى القدرة على القيام بذلك.	1
وبالإضافة إلى ذلك، يؤكد المجلس من جديد دعوته إلى تعميم مراعاة المنظور الجنساني على نطاق أوسع في جميع عمليات حفظ السلام، ويرحب بسياسات عمليات الأمم المتحدة لحفظ السلام الرامية إلى تعزيز وحماية حقوق المرأة ومراعاة المنظور الجنساني على النحو المنصوص عليه في القرار 1325 (2000).	0
تم تسليم المركبات إلى Rai Los مع 31 زيًا رسميًا لشرطة URP PNTL في 23 مايو. وفي 24 أيار/مايو، شارك راي لوس ورجاله، الذين كانوا يرتدون زي وحدة الشرطة الاحتياطية، في الهجوم على جنود قوات الدفاع التيمورية الذين كانوا يقومون بدورية.	0
6 - استنادا إلى الاستعراض الشامل لجميع الأسماء المدرجة في القائمة في عام 2010، عملا بالفقرة 25 من القرار 1822 (2008)، قامت اللجنة منذ ذلك الحين بتنفيذ العديد من الآليات لضمان أن القائمة تعكس على أفضل وجه التهديد الذي يشكله تنظيم القاعدة ولضمان ذلك. تتم مراجعة كل إدخال بشكل دوري لتحديد ما إذا كان الإدراج المستمر مناسبًا.	1
39- وظل ضحايا الاتجار الخاضعون لأوامر الترحيل يتلقون المساعدة من خلال برنامج المأوى الخاص بركيزة بناء المؤسسات.	1
وبالإضافة إلى ذلك، فقد أرسى المجلس نفسه سوابق مهمة، بما في ذلك إنشاء لجان تحقيق بشأن البوسنة ورواندا ودارفور التي مهدت الطريق أمام المحكمتين الدوليتين ليوغوسلافيا السابقة ورواندا في عامي 1993 و1994 على التوالي، وإحالة المحكمة الدولية ليوغوسلافيا السابقة ورواندا في عام 1994. الوضع في دارفور إلى المحكمة الجنائية الدولية في عام 2005.	1
47- بذلت الحكومة عدة جهود للوقاية من الأمراض والأمراض ومكافحتها.	1
"وعلى مدى العقد الماضي، اتبعت الحكومة اليمنية سياسة واضحة تهدف إلى استعادة الاستقرار في الصومال، وإنهاء الحرب الأهلية هناك ودعم الحكومة المركزية.	1
