en_ar_GOOGLE	MatCoop
ووفقاً لبعض التقديرات، فقد تم تدمير أكثر من 700 قرية في ولايات دارفور الثلاث كلياً أو جزئياً. وتلقت اللجنة كذلك معلومات تفيد بأن الشرطة أجرت تقييماً للتدمير وسجلت عدد القرى المدمرة بما يزيد على 2000 قرية.	0
وقد أدخلت جميع الدول تقريبا أنظمة وترتيبات للإنذار المبكر لتبادل المعلومات. ولدى جميع الدول تقريبًا أيضًا ترتيبات للمساعدة القانونية المتبادلة في المسائل الجنائية وتسليم المجرمين.	1
وقد استحدثت ثلاث دول أحكاما قانونية لتمكين تسليم المجرمين والمساعدة القانونية المتبادلة وتبادل المعلومات، وأبرمت معاهدات ثنائية ذات صلة أو ترتيبات أخرى مع دول أخرى.	1
أود أن أشير إلى الفقرة 4 من قرار مجلس الأمن 1956 (2010)، التي يطلب فيها أن تقدم حكومة العراق تقريرا مكتوبا إلى المجلس في موعد أقصاه 1 أيار/مايو 2011 عن التقدم المحرز نحو التحول إلى آلية ما بعد صندوق التنمية. . يسعدني أن أحيل إليكم طيه تقرير حكومة العراق الذي يتضمن تدابير تهدف إلى تحقيق انتقال كامل وفعال، بحلول 30 حزيران/يونيه 2011 على أبعد تقدير، إلى آلية ما بعد صندوق التنمية التي ستمكن العراق من الوفاء بالتزاماته. المتطلبات المنصوص عليها في قرار مجلس الأمن 1483 (2003)، الفقرة 21 (انظر الضميمة).	1
ولم يتم توفير العلاج الطبي المناسب أو النظام الغذائي المناسب لبعض أولئك الذين يعانون من مشاكل صحية خطيرة.	0
وحارب موظفو السجن وقوات الأمن في بونتلاند المهاجمين بشجاعة وتمكنوا من منع الاستيلاء على السجن والهروب المحتمل لعناصر حركة الشباب، بما في ذلك خبير في الأجهزة المتفجرة المرتجلة ومنسق القنابل الانتحارية والقراصنة المسجونين وغيرهم.	0
&quot;ويشدد مجلس الأمن على ضرورة أن تقوم الدول الأعضاء في حالات ما بعد النزاع، بالتشاور مع جهات من بينها المجتمع المدني، بما في ذلك المنظمات النسائية، بتلبية الاحتياجات والأولويات المحددة للنساء والفتيات في استراتيجياتها الوطنية الرامية إلى تحسين وضعهن الاجتماعي والاقتصادي. وظروفهم، والمشاركة في الأنشطة المدرة للدخل، وحصولهم على التعليم والخدمات الأساسية.	1
148 - ويكتسي عدد من أحكام تلك المعاهدات أهمية خاصة بالنسبة للنزاع المسلح الدائر حاليا في دارفور. وتشمل هذه (أ) الحق في الحياة وعدم الحرمان منها تعسفاً؛ (ب) الحق في عدم التعرض للتعذيب أو للمعاملة أو العقوبة القاسية أو اللاإنسانية أو المهينة؛ (ج) الحق في عدم التعرض للاعتقال أو الاحتجاز التعسفي؛ (د) حق الأشخاص المحرومين من حريتهم في أن يعاملوا بإنسانية وتحترم كرامتهم المتأصلة؛ (هـ) الحق في حرية التنقل واختيار مكان إقامته وبالتالي عدم التهجير تعسفاً؛ (و) الحق في الملكية والسكن اللائق وليس (ز) الحق في الصحة؛ (ح) الحق في الحصول على الغذاء الكافي والماء؛ (ط) الحق في محاكمة عادلة؛ (ي) الحق في الحصول على تعويض فعال عن أي انتهاكات خطيرة لحقوق الإنسان؛ (ك) الحق في التعويض عن انتهاكات حقوق الإنسان؛ (ل) الالتزام بتقديم مرتكبي انتهاكات حقوق الإنسان إلى العدالة.	1
وينص مشروع القانون، الذي سيعرض على البرلمان، على تخصيص ما لا يقل عن 30 في المائة من مقاعد البرلمان للنساء؛ تخصيص دائرة واحدة في كل دائرة انتخابية على مستوى المجالس المحلية للمرشحات؛ وأن تقوم الأحزاب السياسية بتخصيص مقاعد &quot;آمنة&quot; للمرشحات.	1
30 - وساهمت مبادرة الشرطة المجتمعية التي أطلقتها البعثة في تعزيز العلاقات مع المجتمع المحلي.	1
وبذلك، فإنه يقدم مفهوم العمل من أجل تحقيق نتائج قابلة للقياس الكمي بشأن العلاقة بين الأسلحة الصغيرة والتنمية.	1
&quot;ويكرر مجلس الأمن الإعراب عن قلقه إزاء تزايد الارتباط، في كثير من الحالات، بين الإرهاب والجريمة المنظمة عبر الوطنية، والمخدرات غير المشروعة، وغسل الأموال، والاتجار غير المشروع بالأسلحة، ويشدد على ضرورة تعزيز تنسيق الجهود على الصعيد الوطني ودون الإقليمي، على المستويين الإقليمي والدولي من أجل تعزيز الاستجابة العالمية لهذا التحدي والتهديد الخطير للسلام والأمن الدوليين، ويشجع مكتب الأمم المتحدة المعني بالمخدرات والجريمة على مواصلة عمله في هذا الصدد، بالتعاون مع كيانات الأمم المتحدة الأخرى ذات الصلة.	0
