en_ar_TRANSFORMERS	MatConf
”يشير مجلس الأمن إلى جميع قراراته وبياناته المتعلقة بمكافحة الإرهاب، ويكرر تأكيد إدانته الشديدة للإرهاب بجميع أشكاله ومظاهره، أيا كان مرتكبوه، وأيا كان مكان ارتكابه وأيا كانت أغراضه، ويعرب عن تصميمه على مكافحة الإرهاب بجميع أشكاله ومظاهره بجميع أشكاله ومظاهره، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الدولي المنطبق لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.	0
(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو عبورهم منها، شريطة ألا يكون في هذه الفقرة ما يلزم أي دولة برفض دخول رعاياها إلى أراضيها أو مطالبتهم بمغادرتها، وألا تسري هذه الفقرة عندما يكون الدخول أو المرور العابر ضروريا لتنفيذ عملية قضائية أو عندما تقرر اللجنة المنشأة عملا بالقرار 1267 (1999) (”اللجنة“) على أساس كل حالة على حدة فقط أن الدخول أو العبور مبرر؛	0
11 - يطلب إلى الأمين العام أن يدرج في تقريره المقبل تقييما شاملا لبرنامجي بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لنـزع السلاح والتسريح وإعادة الإدماج والإعادة إلى الوطن، وأن يقدم، بالتنسيق الوثيق مع مبعوثه الخاص لمنطقة البحيرات الكبرى، توصيات بشأن التعديلات التي يمكن إدخالها لزيادة فعاليتهما وتوفير الموارد لهما وتنسيقهما مع العنصر العسكري للبعثة؛	0
وقد يكون هؤلاء الأفراد، حسب الظروف، مسؤولين، بموجب مبدأ العمل الإجرامي المشترك، عن جرائم الحرب المرتكبة أثناء الهجمات، أي قتل المدنيين، وتدمير الأعيان المدنية، والاحتجاز غير المشروع للمدنيين، والنهب.	1
ولا تزال ترد تقارير من مختلف منظمات حقوق الإنسان عن الانتهاكات الخطيرة لحقوق الإنسان وخروقات القانون الإنساني الدولي، بما في ذلك حالات الاحتجاز التعسفي والقتل والاتجار بالأطفال والاغتصاب في جميع أنحاء البلد في المناطق الخاضعة لسيطرة القوات الجديدة والحكومة على السواء.	1
إن محاولات الدول التوصل إلى حل سلمي للصراع هي عملية مستمرة.	0
(ن) التشاور مع دوائر الاستخبارات والأمن التابعة للدول الأعضاء، بوسائل منها المنتديات الإقليمية، من أجل تيسير تبادل المعلومات وتعزيز إنفاذ التدابير؛	0
”ويشدد مجلس الأمن على الحاجة الملحة إلى تعزيز المؤسسات العسكرية ومؤسسات الشرطة في ليبيا.	0
وعلاوة على ذلك، حافظت حركة طالبان على قدرتها على استيراد الأسلحة والعتاد واليد العاملة، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمدادها وحرمانها من المناطق الآمنة التي يمكن لمقاتليها أن يرتقوا فيها بين العمليات وتدريب المجندين الجدد.	1
(أ) كفالة حماية المدنيين، بمن فيهم العاملون في مجال تقديم المساعدة الإنسانية، المعرضين لخطر العنف البدني الوشيك؛	0
وهناك عدة عوامل تعمل ضدها، ولكن إذا نجحت في ذلك، فإن التهديد الإرهابي سيزداد أكثر فأكثر.	1
وفي حين أعرب الضحايا أيضاً في كثير من الأحيان عن عدم ثقتهم بقدرة الحكومة واستعدادها لحمايتهم، كثيراً ما يُشار إلى الشرطة كاستثناء من هذا الاتجاه.	1
8 - ويساورنا قلق بالغ أيضا إزاء تفاقم آفة الإرهاب والتطرف العنيف في منطقة الساحل والصحراء، فضلا عن الصلات الوثيقة التي تقيمها الجماعات الإرهابية المسلحة مع الجريمة المنظمة عبر الوطنية، ولا سيما الاتجار بالمخدرات والبشر وغسل الأموال والاتجار غير المشروع بالأسلحة.	0
ولا يتضمن القانون الجنائي السوداني وقانون الإجراءات الجنائية أحكاما موضوعية وإجرائية يمكن تطبيقها على الحالة الخاصة للجرائم المرتكبة أثناء نزاع مسلح.	0
وعُزز موقع فريق بير لحلو بمراقبين عسكريين إضافيين من موقع فريق تيفاريتي وظل على اتصال وثيق بجبهة البوليساريو.	0
وفيما يتعلق بدور مجلس الأمن في الجبر، لوحظ أنه جرى في عدد من المناسبات تشجيع المجلس على اتخاذ تدابير فيما يتعلق بهذا الجانب من المساءلة، وعلى سبيل المثال، فبالإضافة إلى التوصية بإحالة الحالة إلى المحكمة الجنائية الدولية، أوصت لجنة التحقيق الدولية المعنية بدارفور أيضا بأن ينشئ المجلس لجنة دولية للتعويضات - وهو اقتراح لا يحظى إلا باهتمام ضئيل ولا بمتابعة من المجلس.	0
وتعهد المشاركون بدعم توقيع اتفاق سلام، ودعوا إلى تعزيز قدرات البعثة المتكاملة والتزموا بتعزيز التعاون الأمني الإقليمي لمكافحة الإرهاب.	0
