en_ar_TRANSFORMERS	VerConf
وفي القرار 2122 (2013)، يعرب المجلس عن قلقه إزاء تفاقم ضعف المرأة في حالات النزاع المسلح وما بعد انتهاء النزاع، ولا سيما فيما يتعلق بالتشريد القسري، نتيجة لعدم المساواة في حقوق المواطنة، وتطبيق قوانين اللجوء المتحيزة جنسانيا، والعقبات التي تحول دون تسجيل وثائق الهوية والحصول عليها في العديد من الحالات.	1
وحثت المرشد الأعلى على منع وقمع الجرائم المرتكبة ضد الإنسانية، وضمان مقاضاة مرتكبي هذه الجرائم وتقديمهم إلى العدالة.	1
وفي يوم الأحد الماضي، وبمناسبة الذكرى السنوية الحادية والعشرين لحماس، تحدى زعيم حماس هنية استمرار الرئيس عباس في منصبه ريثما يتم حل الانقسام الداخلي.	1
ويساورنا قلق خاص إزاء الافتقار إلى التدريب لموظفي الخدمة المدنية من المستوى المتوسط وأوجه القصور الرئيسية التي لا تزال قائمة في المجال القضائي.	1
ولهذا السبب أصرت اليونان على ضرورة أن توضح، في الفقرة السادسة من الديباجة - التي يحث فيها المجلس على "التقدم نحو استئناف المفاوضات من أجل تسوية شاملة" - أنه ينبغي التأكيد من جديد على أن تلك المفاوضات يجب أن تجري بين الطائفتين.	1
وإذ يلاحظ مع القلق الطابع المتغير للتهديد الذي يمثله تنظيم القاعدة وأسامة بن لادن وحركة الطالبان وسائر من يرتبط بهم من أفراد وجماعات ومؤسسات وكيانات، ولا سيما الطرق التي يجري بها الترويج للإيديولوجيات الإرهابية،	1
وكما ذكر أعلاه، أكدت مصادر مختلفة أن الأطفال يرتدون الزي الرسمي ويحملون أسلحة.	0
ولا تؤيد أوغندا أي ميليشيا كونغولية كما يدعي الممثل الدائم لجمهورية الكونغو الديمقراطية.	1
ويرى وفدي أنه من أجل منع اندلاع العنف وعدم الاستقرار من جديد في شمال كوسوفو، يظل من الضروري أن تقترن عملية المصالحة بسياسات تهدف إلى ضمان الاستقرار الاجتماعي - الاقتصادي للطوائف بطريقة غير تمييزية.	1
ومما يبعث على القلق الشديد أن الخطاب يتصاعد على كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان.	1
13 - يشجع حكومة بوروندي على مواصلة جهودها الرامية إلى توسيع نطاق احترام حقوق الإنسان وحمايتها، بوسائل منها إنشاء لجنة وطنية مستقلة لحقوق الإنسان، مع مراعاة مبادئ باريس الواردة في قرار الجمعية العامة 48/134، ويشجعها كذلك على وضع حد للإفلات من العقاب واتخاذ التدابير اللازمة لكفالة تمتع مواطنيها تمتعا كاملا بحقوقهم المدنية والسياسية والاجتماعية والاقتصادية والثقافية دون خوف أو تخويف، على النحو المنصوص عليه في دستور بوروندي والمنصوص عليه في الصكوك الدولية لحقوق الإنسان، بما فيها الصكوك التي صدقت عليها بوروندي؛	0
”ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء أنشطة المنظمات الإرهابية في منطقة الساحل، بما فيها تنظيم القاعدة في بلاد المغرب الإسلامي وحركة الوحدة والجهاد في غرب أفريقيا، ويكرر الإعراب عن إدانته الشديدة للهجمات الإرهابية الأخيرة التي ارتكبت في المنطقة.	1
ولا يفوتنا أن نعرب عن القلق إزاء تدهور الحالة الأمنية في المناطق التي كانت هادئة نسبيا في السابق.	1
وإذ تعرب عن قلقها إزاء استمرار ورود تقارير، بما فيها التقارير التي أوردها الأمين العام في [التقرير ذو الصلة]، عن انتهاكات حقوق الإنسان والقانون الإنساني الدولي، بما في ذلك الانتهاكات المرتكبة ضد النساء والأطفال، والتقارير التي تفيد بتزايد حوادث العنف الجنسي، ولا سيما تلك المنسوبة إلى الرجال المسلحين، وإذ تؤكد أهمية التحقيق في الانتهاكات والتجاوزات المزعومة... التي ترتكبها جميع الأطراف، بصرف النظر عن مركزها أو انتماءها السياسي، وإذ تؤكد من جديد ضرورة محاسبة المسؤولين عن هذه الانتهاكات وتقديمهم إلى العدالة بصرف النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين...، وإذ تحث الحكومة على زيادة وتسريع جهودها الرامية إلى مكافحة الإفلات من العقاب،	1
ولن ينطبق البرنامج على الأفراد الذين يعتبرون مجرمين أو إرهابيين دوليين، مثل أعضاء تنظيم القاعدة.	1
" يرحب مجلس الأمن بقرار الجمعية العامة A/RES/64/289 الذي أنشئت بموجبه هيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة (هيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة) التي ستدخل طور التشغيل الكامل في كانون الثاني/يناير 2011.	0
وفي حين دعمت منظمة الصحة العالمية والبعثة المتكاملة عملية التعقب التي قامت بها الحكومة، نشرت المنظمة الدولية للهجرة موظفين في نقاط الدخول الحدودية لتعزيز رصد وتتبع المسافرين بين غينيا ومالي، فضلا عن زيادة وعي السكان المحليين بهذا المرض، وبناء على طلب من الرئيس كيتا، أنشأت في 22 تشرين الثاني/نوفمبر مكتبا لدعم الاستجابة في حالات الطوارئ لفيروس إيبولا تابعا لبعثة الأمم المتحدة في مالي، يعمل بالتنسيق مع البعثة المتكاملة ويحظى بدعمها، وقامت اليونيسيف، بالتنسيق مع منظمة الصحة العالمية، بتوسيع نطاق استجابتها لدعم وزارة الصحة بشأن برامج المياه والصرف الصحي والنظافة الصحية.	0
وقد جُمعت جميع جوانب تثقيف الشرطة في إطار برنامج منفصل في أيار/مايو 2004، وتم الآن التوصل إلى اتفاق بشأن إنشاء نظام تدريب على نطاق البوسنة والهرسك.	0
يعرب الاتحاد الروسي عن بالغ أسفه وقلقه إزاء المعلومات المتعلقة بأعمال العنف الجارية في دارفور.	1
وفي هذا الصدد، نعتقد أن العمل التدميري الرامي إلى الحصول على فوائد سياسية أحادية الجانب ينبغي أن يدان إدانة قاطعة.	1
وإذ يؤكد من جديد ضرورة القيام، بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بمكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية،	1
وأبلغ الرئيس المجلس بأن فريق الرصد قدم، خلال مشاورات اللجنة، موجزا عن النتائج التي توصل إليها فيما يتعلق باسترداد الأصول الصومالية في الخارج، وناقش مسألة حظر القوات البحرية الدولية للفحم والأسلحة في أعالي البحار وداخل المياه الإقليمية للصومال.	0
وأبلغتني الحكومة اللبنانية أيضا بأن القوات المسلحة اللبنانية زادت من وجودها، وأنشأت نقاط تفتيش جديدة، وتشديد الرقابة على مواقع الجماعات المسلحة الفلسطينية التي تتخذ من الجمهورية العربية السورية مقرا لها في جنوب بيروت وفي وادي البقاع، وفي 7 تشرين الأول/أكتوبر، شن الجيش اللبناني غارات على مواقع تسيطر عليها الجماعات المسلحة الفلسطينية السورية التي توجد مقارها في وادي البقاع، وتم خلالها الاستيلاء على أسلحة.	0
(و) رحبت باستعداد المديرية التنفيذية للمشاركة بنشاط في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، المنشأة لكفالة التنسيق والاتساق عموما في الجهود التي تبذلها منظومة الأمم المتحدة في مجال مكافحة الإرهاب، وشددت على أهمية ذلك.	0
وفي 5 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدرسة الهزمة الابتدائية في ريف دمشق، مما أدى إلى إصابة طفل بجروح.	0
وقد قام عدد قليل جدا من الدول بتحديث إطارها القانوني بشكل شامل ليشمل قوانين محددة لمكافحة الإرهاب.	0
وقد أدى ذلك إلى زيادة إمكانية استخدام عمليات حظر الأسلحة كجزء من استراتيجية فعالة لبناء السلام بعد انتهاء الصراع.	0
وكما قلت من قبل، إن تطبيق معايير مزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة هامة أخرى تبعث على القلق البالغ وتقوض بشكل خطير الكفاح الجماعي للمجتمع الدولي ضد الإرهاب.	1
وفي الفترة التي سبقت 20 أيار/مايو 2002، نظم السيد لوباتو ومؤيدوه مسيرات للمحاربين القدماء في ديلي.	0
إن احتفاظ حزب الله بقدرات عسكرية كبيرة ومتطورة خارج سيطرة حكومة لبنان يخلق في الواقع مناخا للتخويف ويمثل تحديا رئيسيا لسلامة المدنيين اللبنانيين واحتكار الحكومة للاستخدام المشروع للقوة.	0
وقد فرض هذا القرار منذ التاريخ المذكور حظرا على العلاقات التجارية والاقتصادية والمالية والمتعلقة بالنقل وغيرها من العلاقات مع أبخازيا على مستوى الدولة.	0
وكان الغرض من الاجتماع الاستثنائي هو اتخاذ الخطوة الأولى في تحسين الوعي الإقليمي بنظام الجزاءات المفروضة على تنظيم القاعدة والتشجيع على زيادة المشاركة بين اللجنة والبلدان الواقعة في منطقتي الساحل والمغرب العربي.	0
واتفقت جميع الوفود على أن التهديد الرئيسي في المنطقة يأتي من الجماعة الإسلامية (QE.J.92.02.02.)، ومجموعة أبو سياف (QE.A.1.01.) ووصول جديد، حركة الراجح سليمان (غير المدرجة في القائمة)، التي تعمل في اتفاق وثيق مع مجموعة أبو سياف*.	1
ولا تزال احتمالات الهجمات الدولية التي يشنها التحالف قائمة، ولكن أثر أنشطة التحالف في الوقت الراهن محسوس أساسا في اليمن.	0
وقد أعرب بلدي مرارا وتكرارا عن قلقه إزاء السكان المدنيين في تلك المنطقة وعن رأيه بأن من المهم أن تنتشر البعثة هناك لحمايتهم.	1
واستُدعي الرجال الذين كانوا محتجزين في كايليك وأطلق عليهم النار أمام الجميع أو بدلاً من ذلك أخذوا بعيداً وأُطلق عليهم النار.	0
ويتفاوت معدل التصديق على الصكوك الدولية لمكافحة الإرهاب تفاوتا كبيرا: فقد صدقت 12 دولة على ما لا يقل عن 10 من هذه الصكوك، بينما صدقت 4 دول على 5 أو أقل.	0
”ويشدد مجلس الأمن على الحاجة الملحة إلى تعزيز المؤسسات العسكرية ومؤسسات الشرطة في ليبيا.	1
ومن غير المقبول محاولات زعزعة استقرار الحالة الداخلية في لبنان عن طريق القيام باغتيالات سياسية.	1
إننا ندين بشدة هذه الممارسات التي تشكل انتهاكا صارخا للقانون الدولي والأعراف الإنسانية، وندعو المجتمع الدولي والمجموعة الرباعية وسائر الجهات الفاعلة إلى التدخل الفوري والحاسم لحث إسرائيل على وضع حد لهذه الأعمال التي تشكل تهديدا خطيرا للسلم والأمن في الشرق الأوسط، والعنف هو العنف، وتقع المنطقة في حلقة مفرغة يصعب عليها الخروج منها.	1
ويجب الآن إيلاء أولوية عالية للتحدي المتمثل في إنشاء إدارات محلية وإقليمية في المناطق المستردة من حركة الشباب.	1
وهذه التحديات مجتمعة تفرض ضغوطا سياسية على الحكومات وتؤثر تأثيرا مباشرا وخطيرا على السلام والأمن والاستقرار في البلدان المعنية.	1
بيد أن التقدم المحرز في مجالات أخرى لم يرق إلى مستوى التوقعات، ولا تزال هناك تحديات كثيرة.	1
وقامت أربع دول بتجريم تجنيد الإرهابيين تجريما كافيا، في حين قامت بقية الدول بذلك جزئيا، أو لم تفعل ذلك على الإطلاق.	0
ويساورنا القلق إزاء انعدام الحريات السياسية هناك.	1
وأشاروا إلى أن عدم سماح إثيوبيا بالمضي قدما في ترسيم الحدود بالكامل، فضلا عن القيود المستمرة والمتزايدة المفروضة على عمل البعثة، يثير تساؤلات خطيرة بشأن قدرة البعثة على الاستمرار في الأجل الطويل.	1
وإذ يدين استمرار التدفق غير المشروع للأسلحة داخل [الدولة المتضررة] وفي داخل [الدولة المتضررة] وفي داخلها، انتهاكا للقرارات [التي تنص على الجزاءات]، وإذ يعلن تصميمه على مواصلة الرصد الدقيق لتنفيذ حظر توريد الأسلحة وغيره من التدابير المنصوص عليها في قراراته المتعلقة بـ [الدولة المتضررة]،	1
ولم تصبح خمس دول بعد أطرافا في بروتوكول الأسلحة النارية، غير أن جميع الدول تقريبا استحدثت تشريعات لمنظمة الدول الأمريكية تجرم صنع الأسلحة الصغيرة والأسلحة الخفيفة والذخيرة والمتفجرات وحيازتها والاتجار بها بصورة غير مشروعة.	1
وفي أيلول/سبتمبر 2005، وبعد ضغط عام ودولي شديد، حوكم ثلاثة من ضباط الجيش النيبالي عسكريا وحكم عليهم بالسجن لمدة ستة أشهر لعدم اتباعهم الإجراءات السليمة عند التصرف في جثة ماينا سونوار.	0
وقال نائب وزير خارجية أفغانستان إنه كان عاما حافلا بالمعالم الهامة، ولكن الإنجازات تحققت بثمن، وأكد أن الإرهاب لا يزال يشكل تهديدا قويا.	1
ومع ذلك، ما زلنا نشعر بالقلق إزاء التركيز المفرط على زيارات البلدان النامية.	1
وبغية التعجيل بعملية الموافقة، قد تُشجَّع الدول على تزويد اللجنة بأي أدلة أو وثائق داعمة متاحة، مثل أوامر القبض، أو الإشعارات الحالية للإنتربول، أو لوائح الاتهام، أو القرارات أو المحاضر القضائية.	0
ومع ذلك، لم يشرع الكثيرون إلا في تطوير قدرات مكرسة لمكافحة الإرهاب.	0
وأفاد الجيش الملكي المغربي أيضاً بأن جهوده أعاقتها الموارد المحدودة ونقص المعلومات المتعلقة بالمناطق الملوثة بالألغام.	1
112 - يعد التنسيق بين كيانات الأمم المتحدة في تقديم المساعدة في مجال مكافحة الإرهاب أمرا بالغ الأهمية لتفادي الازدواجية، وتعزيز الفعالية في تقديم المساعدة، وكفالة تخصيص الموارد على نحو أكثر ترشيدا.	0
- ضرورة التعجيل بتعزيز التدابير الرامية إلى الكشف عن تدفق الأموال والأموال لأغراض إرهابية ووقفه؛	1
:: التوصية بخيارات ملموسة لتعزيز استخدام المجلس لأدوات مختلفة للحد من الآثار السلبية لمشاركة الإرهابيين في الجريمة العابرة للحدود على الجهود التي يبذلها لحل النزاعات ولدعم الدول في جهودها الرامية إلى تعزيز ضوابط الحدود والجهود الرامية إلى مكافحة الجريمة العابرة للحدود.	0
28 - رابعا، يشكل تهديدا مباشرا لسلامة أفراد البعثة وأمنهم.	1
13 - وفي الفترة من 13 إلى 17 أيلول/سبتمبر، أجرى برنامج الأغذية العالمي، بالتعاون مع مفوضية الأمم المتحدة لشؤون اللاجئين، استعراضا لمنتصف المدة لبرنامجه للتغذية في مخيمات اللاجئين في منطقة تندوف، شاركت فيه بصفة مراقب حكومة الولايات المتحدة ومكتب المعونة الإنسانية التابع للمفوضية الأوروبية.	0
(ب) المشاركة بنشاط في فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب المنشأة لمساعدة الدول الأعضاء في تنفيذها للاستراتيجية العالمية.	0
27- عانت القوات المسلحة التيمورية من رد فعل عام واسع النطاق، لا سيما من منظمات المحاربين القدماء التي نشأت في عام 2001.	1
إدانة أعمال العنف الجنسي المرتكبة في سياق النزاعات المسلحة والمرتبطة بها والدعوة إلى وقفها فورا.	1
ولذلك، ينبغي لهيئات الأمم المتحدة المعنية بمكافحة الإرهاب أن تعالج أوجه القصور هذه بجدية أكبر وتفان أكبر.	1
وفي حين قدم معظم أصحاب المصلحة الإيفواريين، بمن فيهم الرئيس غباغبو ورئيس الوزراء سورو، تعليقات إيجابية بشأن عمليات المحاكم المتنقلة، اشتكى حزب حزب المعارضة التجمع الجمهوري من أن العديد من الإيفواريين لم يتمكنوا من الوصول إلى المحاكم المتنقلة، ولا سيما في الغرب بسبب وجود الميليشيات، حتى وإن كانت تلك المحاكم خاملة.	1
وينسق الفريق بصورة روتينية خطط سفره مع المديرية التنفيذية للجنة مكافحة الإرهاب، وقد قدم إحاطات للمديرية التنفيذية للجنة مكافحة الإرهاب وللخبراء الذين يدعمون اللجنة المنشأة عملا بالقرار 1540 (2004) بشأن زياراتها للدول الأعضاء والمنظمات الدولية ويتطلع الفريق إلى زيارته المشتركة الأولى إلى دولة عضو مع المديرية التنفيذية للجنة مكافحة الإرهاب في شباط/فبراير 2006، ويتوقع أن يصبح ذلك حدثا شائعا على نحو متزايد.	0
غير أن العملية بينت أيضا مدى أهمية التحديات التي لا تزال تواجه قطاع الأمن في ليبريا، ولا سيما فيما يتعلق بقدرات اللوجستيات والاتصالات والتنقل للشرطة ودائرة الهجرة.	1
وهذا أمر هام لتعزيز قدرة البعثة على توفير حماية حقيقية للسكان المدنيين الكونغوليين، الذين وقعوا ضحية كارثة إنسانية واضحة، كما أكد السيد دوس، وللانتهاكات الجماعية لحقوق الإنسان، ولا سيما أعمال العنف الموجهة ضد النساء والأطفال.	1
ولذلك ترى اللجنة أن هذه الجرائم قد تشكل جرائم ضد الإنسانية.	1
واستمع المجلس والبلدان المساهمة بقوات وبأفراد شرطة إلى إحاطات قدمها الأمين العام المساعد لعمليات حفظ السلام، إدموند موليه، ونائب المستشار العسكري أبهيجيت غوها، ومستشار الشرطة بالنيابة أندرو كاربنتر.	0
وتحقيقا لهذه الغاية، فإن أحد الأدوات التي تحت تصرف الدول الأعضاء هو سجل الأمم المتحدة للأسلحة التقليدية، الذي يتضمن بيانات تقدمها الدول عن عمليات نقل الأسلحة على الصعيد الدولي، فضلا عن معلومات عن المقتنيات العسكرية، والمشتريات من الإنتاج الوطني، والسياسات ذات الصلة.	0
ثم قيل لي لاحقا ان ابي وأخي الاصغر قتلا ، كما قتل اربعة اشخاص آخرين.	0
وأشارت إحدى الدول إلى أنها أنشأت مركزا دوليا للحوار بين الأديان ونظمت واستضافت العديد من المناسبات ذات الصلة.	0
7 - اتفاقية قمع الأعمال غير المشروعة الموجهة ضد سلامة الطيران المدني، الموقعة في مونتريال في 23 أيلول/سبتمبر 1971؛ والمصدق عليها في 10 آب/أغسطس 1973، دخلت حيز النفاذ في جمهورية تشيكوسلوفاكيا الاشتراكية في 9 أيلول/سبتمبر 1973؛	0
وقدمت الدول الأعضاء خلال الاستعراض معلومات ستؤدي إلى ما مجموعه 465 تعديلا مقترحا على القائمة (وتغييرات في 217 موجزا سرديا لأسباب الإدراج في القائمة).	0
15 - وبصفة عامة، فإن الجماعات السياسية لصرب كوسوفو، بتركيزها على بلغراد، لم تضع سياسة واضحة بشأن عدد من المسائل الحاسمة، بما في ذلك مشاركة صرب كوسوفو مستقبلا في الفريق الاستشاري المشترك.	1
حث البلدان المساهمة بقوات وبأفراد شرطة على كفالة المساءلة الكاملة في حالات البحار البحرية البحرية التي يشارك فيها موظفوها، وتقديم تقرير إلى الأمين العام عن الإجراءات المتخذة.	0
54 - واقترحت الدول ”المتشابهة في الرأي“ أن تغير اللجنة إجراءاتها المتعلقة باتخاذ القرارات للسماح لأغلبية الأصوات، بدلا من العمل بتوافق الآراء، عند النظر في شطب قيد من القائمة بعد فترة استعراض، تقترح اللجنة تخفيضه إلى سنتين.	0
"تلقي الخصومات بين القوى السياسية المتعارضة بظلالها على النجاح الديمقراطي الذي حققه البلد مؤخرا وتهدد تقدمه نحو الاستقرار الدائم" (S/2011/540، الفقرة 55).	1
