en_ar_DEEPL	VerCoop
وقد اعتمدت قوة الاتحاد الأوروبي موقف "بعيدًا عن الأنظار ولكن ليس في الأفق"، مع الاستعداد للتدخل إذا تدهور الوضع، وتم وضع خطط طوارئ لنشر قوات احتياطية إذا لزم الأمر.	0
ويتطلع المجلس إلى النظر في التقرير السنوي للأمين العام عن تنفيذ قراره 1820 (2008).	1
يشرفني، باسم لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، أن أقدم إلى مجلس الأمن تقرير اللجنة عن نظره الشامل في أعمال اللجنة ومديريتها التنفيذية في الفترة من عام 2011 إلى عام 2013 (انظر المرفق).	0
53. وعلى الرغم من أن الحماية المادية للمدنيين من العنف لا تزال مهمة، فإنه ينبغي زيادة التركيز على الحماية من خلال العمليات السياسية والمدنية، وجهود المصالحة على مستوى المجتمع المحلي، وتهيئة بيئة حمائية بالتنسيق الوثيق مع فريق الأمم المتحدة القطري وغيره من الجهات الفاعلة في مجال الحماية.	1
19. في نهاية الفترة المشمولة بالتقرير، كان هناك ثلاثة أفراد مدرجين في قائمة الجزاءات التي وضعتها لجنة مجلس الأمن المنشأة عملا بالقرار 2140 (2014)، حيث أدرجوا في 7 تشرين الثاني/نوفمبر.	0
نحن ندين الاستخدام غير المتناسب للقوة الذي يستخدمه الجيش الإسرائيلي في المناطق المكتظة بالسكان والذي تسبب في معاناة وخسائر واسعة النطاق في صفوف عشرات المدنيين الفلسطينيين، بمن فيهم الأطفال.	0
في يوم الانفجار تم استجواب 10 أشخاص، وعلى مدار الشهرين التاليين تم استجواب حوالي 40 شخصًا.	0
ولذلك من المهم ألا تغفل الدول عن هذا العنصر من عناصر الحظر. وقد تود اللجنة أن تذكرها به كلما سنحت الفرصة، وتشجعها على تقديم أسماء من يقدمون "المشورة التقنية أو المساعدة أو التدريب المتصل بالأنشطة العسكرية" (القرار 1617 (2005)، الفقرة 1 (ج)) لإدراجها في القائمة. 1 (ج)) انتهاكا للتدابير.	0
وفي هذا الصدد، سيزور فريق متعدد التخصصات تابع للأمم المتحدة قريبا جمهورية أفريقيا الوسطى وجمهورية الكونغو الديمقراطية والسودان وأوغندا لتقييم التهديد الذي يشكله جيش الرب للمقاومة وتقديم توصيات لتعزيز جهود الأمم المتحدة وتنسيقها بشكل أفضل للمساعدة في التصدي لمشكلة جيش الرب للمقاومة في المنطقة دون الإقليمية.	1
كما أرحب بالمبادرات التي تقوم بها لجنة حوض بحيرة تشاد لإيجاد حلول دائمة للحد من الإرهاب والتمرد العنيف والتطرف من خلال استراتيجية مشتركة.	1
38. يوصي الفريق بأن يشجع مجلس الأمن واللجنة الدول على تعيين أو إنشاء آليات وطنية لتحديد واستهداف الأفراد والكيانات لإدراجهم في القائمة الموحدة استنادا إلى سلطة قانونية محددة بوضوح ومتميزة عن العملية الجنائية.	1
في المستقبل، سيتعين على هذه المنظمات الإقليمية - وخاصة الاتحاد الأوروبي - أن تلعب الدور الأبرز في كوسوفو.	1
45. وتؤكد اللجنة من جديد مسؤوليتها عن إدراج تنفيذ قرار المجلس 1624 (2005) في حوارها مع الدول الأعضاء والمساعدة في بناء القدرات في هذا الصدد، بما في ذلك من خلال نشر أفضل الممارسات القانونية وتعزيز تبادل المعلومات.	1
فقد عملت المديرية التنفيذية للجنة مكافحة الإرهاب، على سبيل المثال، على نطاق واسع مع الدول لبناء قدراتها في مجال إدارة الحدود للسيطرة على تحركات الإرهابيين وقدرات العدالة الجنائية على التصدي لغسل الأموال.	0
تتزايد وتيرة الهجمات، بما في ذلك الهجمات بالقذائف المدفعية، كما أن المجندين متواجدون بكثرة.	0
وقالت إنه لا أحد يعرف من الذي هاجم المروحية لأن الحادث وقع بالقرب من بانتيو، حيث تتواجد الأطراف المسلحة بالقرب من بعضها البعض.	0
وذكرت أن الشراكة تهدف إلى وضع استراتيجية لتعميم حماية الطفل في أنشطة الاتحاد الأفريقي وإضفاء الطابع المؤسسي على السياسات والإجراءات المتعلقة بحماية الطفل وفقاً للمعايير الإقليمية والدولية.	1
وإذ يكرر التأكيد على التزام الدول الأعضاء بمنع وقمع تمويل الأعمال الإرهابية، وتجريم قيام رعاياها أو في أراضيها بتوفير الأموال أو جمعها عمدا، بأي وسيلة، بشكل مباشر أو غير مباشر، بنية استخدام الأموال، أو مع العلم بأنها ستستخدم، من أجل القيام بأعمال إرهابية,	1
