en_ar_DEEPL	VerConf
5. يقرر أن تقوم الدول الأعضاء، بما يتسق مع القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي، بمنع وقمع تجنيد أو تنظيم أو نقل أو تجهيز الأفراد الذين يسافرون إلى دولة غير دول إقامتهم أو جنسيتهم بغرض ارتكاب أعمال إرهابية أو التخطيط أو الإعداد لها أو المشاركة فيها أو توفير أو تلقي التدريب على الأعمال الإرهابية وتمويل سفرهم وأنشطتهم؛	0
28. وواصلت المنظمة الدولية للهجرة دعم تطوير دائرة الهجرة التابعة للشرطة الوطنية من خلال برنامج واسع النطاق لبناء القدرات، وذلك بتقديم الدعم القانوني التقني لتنقيح قانون الهجرة واللجوء، والمساعدة في إنشاء نظام معلومات لإدارة الحدود.	0
كما تم تحديد آخرين لاحتمال تورطهم في التخطيط و/أو الأمر بارتكاب جرائم دولية، أو المساعدة والتحريض على ارتكاب هذه الجرائم.	0
فعلى سبيل المثال، وجدت الدول في منطقة الصحراء الكبرى صعوبة في التعامل مع معسكرات التدريب الإرهابية المتنقلة التي يديرها تنظيم القاعدة في بلاد المغرب الإسلامي (QE.T.14.01).	0
مطالبة أطراف النزاع بضبط النفس ووقف الأعمال العسكرية بجميع أنواعها، بما في ذلك القصف الجوي,	1
من الضروري البحث عن نهج مبتكرة يمكن أن تمنع الإرهابيين في الاقتصادات القائمة على النقد من الحصول على الأموال، سواء في شكل نقدي أو من خلال تهريب البضائع أو من خلال التلاعب غير المشروع بالمعاملات التجارية القائمة على التجارة.	1
A. لمحة عامة 47. تواصل الجماعات المدرجة في القائمة والمنتمية إلى تنظيم القاعدة وحركة طالبان جمع الأموال بوسائل قانونية، مثل التبرعات والمشاريع التجارية المشروعة، وبوسائل غير قانونية، مثل الاختطاف من أجل الحصول على فدية، والابتزاز، والاتجار بالمخدرات، وفرض الضرائب غير المشروعة.	0
حث الأمين العام ومبعوثيه الخاصين على ضمان مشاركة المرأة في المناقشات ذات الصلة بمنع نشوب النزاعات وتسويتها، وصون السلام والأمن، وبناء السلام بعد انتهاء النزاع، وتشجيع جميع الأطراف في هذه المحادثات على تيسير مشاركة المرأة على قدم المساواة مع الرجل وعلى نحو كامل على جميع مستويات صنع القرار.	0
وقد وُضعت اتفاقات تقنية بين إنتربول سراييفو ووكالات إنفاذ القانون على مستوى الكيانين والولاية، مما يسمح لقوات الشرطة هذه بالوصول المباشر إلى قاعدة بيانات الإنتربول. تثقيف الشرطة	0
كما قررنا عقد مناقشتين مواضيعيتين حول منع نشوب النزاعات والأطفال في النزاعات المسلحة في 20 و26 تموز/يوليو على التوالي.	0
وتسعى الجهود المبذولة في هذه المجالات، التي تكملها أنشطة الأفرقة العاملة المنشأة لتنفيذ الاتفاقات التي تم التوصل إليها بين رئيسي الاتحاد الروسي وجورجيا في سوتشي في آذار/مارس 2003 (انظر S/2003/412، الفقرة 5)، إلى معالجة الشواغل الملحة للطرفين وبهذه الطريقة تعزيز الثقة بينهما بهدف التوصل في نهاية المطاف إلى مفاوضات بشأن تسوية سياسية شاملة للصراع، باستخدام الورقة المعنونة "المبادئ الأساسية لتوزيع الاختصاصات بين تبليسي وسوخومي" ورسالة إحالتها كنقطة انطلاق (انظر S/2002/88، الفقرة 3).	0
وقد أعرب بلدي مراراً وتكراراً عن قلقه على السكان المدنيين في تلك المنطقة وعن رأيه بأنه من المهم أن تنتشر البعثة هناك من أجل حمايتهم.	1
ينبغي على المجلس أن يدمج بعمق الممارسات الجيدة الناشئة فيما يتعلق بمكافحة التطرف العنيف في استجابته لتهديد المقاتلين الإرهابيين الأجانب، وأن يشجع على تخصيص الموارد لهذه الجهود.	0
ويوجز التقرير القضايا المثيرة للقلق، ويختتم بحث المرأة الصومالية على المجتمع الدولي أن يثير قضايا النوع الاجتماعي، بما في ذلك مع القادة الصوماليين.	1
ومع ذلك، فإن هذا الأمر ليس بالأمر السهل، لأسباب ليس أقلها أن الوكالات الوطنية التي عملت تقليديًا في مجال مكافحة الإرهاب (مثل الشرطة وخدمات الهجرة والجمارك ووكالات الاستخبارات)، ليست بالضرورة الوكالات المسؤولة عن السياسات الرامية إلى مكافحة جاذبية الأيديولوجيات المتطرفة والقائمة على الكراهية.	0
60. يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها، وكذلك لدعم أمين المظالم، تمديد ولاية فريق الرصد الحالي الذي يوجد مقره في نيويورك وأعضائه، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، لفترة أخرى مدتها ثلاثون شهرا، تحت إشراف اللجنة بالمسؤوليات المبينة في المرفق الأول، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لهذا الغرض؛	0
ولوحظ أيضاً أن عدد الحوادث التي تنطوي على استخدام القذائف الصاروخية، وهي مدفعية ثقيلة نسبياً بالنسبة للقراصنة، قد انخفض من 43 حادثة في عام 2011 إلى 3 حوادث في عام 2013.	0
