en_ar_DEEPL	MatCoop
19. يشدد في هذا الصدد على أهمية الجهود التي تبذلها الدول الأعضاء لتطوير سبل بديلة غير عنيفة لمنع نشوب النزاعات وتسويتها من قبل الأفراد والمجتمعات المحلية المتضررة للحد من خطر التطرف الذي يؤدي إلى الإرهاب، وأهمية الجهود الرامية إلى تعزيز البدائل السلمية للخطابات العنيفة التي يتبناها المقاتلون الإرهابيون الأجانب، ويؤكد الدور الذي يمكن أن يؤديه التعليم في مكافحة الخطاب الإرهابي;	1
وقدمت الحكومة الأسترالية، التي تترأس حاليًا ترتيب واسينار، مبادرة للحد من التهديدات بشأن استخدام هذه الأنظمة إلى المنتدى الإقليمي لرابطة دول جنوب شرق آسيا (ASEAN).	0
139. وإحدى هذه الجماعات هي الحركة الوطنية للإصلاح والتنمية. ففي 6 حزيران/يونيه، أصدرت الحركة الوطنية للإصلاح والتنمية بياناً ذكرت فيه أنها ليست طرفاً في اتفاق وقف إطلاق النار المبرم بين الحكومة وحركة/جيش تحرير السودان وحركة العدل والمساواة في نيسان/أبريل، وأنها ستقاتل ضد الحكومة.	0
كما سيدعم الاحتياطي وحدات الشرطة المشكلة المنتشرة في المنطقة.	1
وشدد الاتحاد الأوروبي على أن إنشاء أي قوة عسكرية صومالية وطنية ينبغي أن يتم في إطار خطة وطنية للأمن وتحقيق الاستقرار وبما يتماشى مع بيان رئيس مجلس الأمن الصادر في 14 تموز/يوليه 2005.	0
35. استمرت الحوادث الأمنية المتعلقة بالقيود المفروضة على حركة بعثة الأمم المتحدة في جنوب السودان خلال الفترة المشمولة بالتقرير.	0
بدأ الخفض التدريجي المرحلي التدريجي لأفراد شرطة بعثة الأمم المتحدة المتكاملة في تيمور الشرقية في أبريل/نيسان، حيث تم تخفيض ما مجموعه 22 فرداً من أفراد الشرطة بحلول مايو/أيار.	1
:: :: توفير منظور شامل للجهود الأمنية والإنمائية على المستوى القطري وضمان استهداف الجهود الأمنية والإنمائية على المستوى القطري لمعالجة الأسباب الجذرية للصراع	1
وتهدف هذه التوصيات، التي تم التشاور بشأنها مع الأطراف والبلدان المساهمة بقوات، إلى تعزيز قدرة العنصر العسكري على مراقبة وقف إطلاق النار والاتفاقات العسكرية في حدود الموارد المتاحة.	1
173. وكان من دواعي سرور الفريق أن يلاحظ أن عددا من البلدان قد علقت أو منعت تصدير السلع والخدمات العسكرية إلى كوت ديفوار.	0
لدى الدول التي تمت زيارتها تدابير وسياسات تنفيذية لقمع تجنيد الإرهابيين.	1
وبالإضافة إلى ذلك، أبلغ العديد من الضحايا اللجنة أنهم لا يثقون كثيراً في نزاهة نظام العدالة السوداني وقدرته على تقديم مرتكبي الجرائم الخطيرة التي ارتكبت في دارفور إلى العدالة.	0
وسيعطي صوتاً للشباب من خلال العمل كمنتدى يضمن اتساق السياسات ويعزز اهتمام الشباب بالسياسات الحكومية.	1
(ب) مواصلة تحديد احتياجات الدول فيما يتعلق بتعزيز المؤسسات وتدعيم سيادة القانون، وإدماج حقوق الإنسان وسيادة القانون بطريقة استباقية في توصياتها المتعلقة بالمساعدة التقنية المقدمة إلى الدول بهدف تعزيز النظم الوطنية لتقديم الإرهابيين إلى العدالة وتحسين التعاون الدولي;	1
كما قامت بتدريب موظفي البنك المركزي على الرقابة على مكافحة غسل الأموال/مكافحة تمويل الإرهاب على أساس المخاطر.	1
في عام 2006، تم اختطاف أكثر من 324 طفلاً في 136 حادثة اختطاف جماعي، حيث تم اختطاف أكثر من 210 أطفال في نوفمبر 2006، والباقي بين مايو وديسمبر 2006.	0
ولهذا الغرض، تم استخدام كمية لا تقل عن 1000 كيلوغرام من المتفجرات العسكرية.	0
مطالبة الدول باتخاذ جميع الخطوات اللازمة لمقاضاة المسؤولين عن الاعتداءات على الصحفيين والإعلاميين والموظفين المرتبطين بهم في انتهاك للقانون الإنساني الدولي الساري.	0
كما أن هناك ادعاءات واسعة الانتشار ومؤكدة بأن بعض أفراد الجنجويد قد تم دمجهم في الشرطة.	0
40. لقد تحقق الكثير في السنوات الخمس عشرة التي انقضت منذ إنشاء عملية حفظ السلام في جمهورية الكونغو الديمقراطية في 30 تشرين الثاني/نوفمبر 1999 باعتراف المحاورين الكونغوليين أنفسهم: انسحاب القوات المسلحة الأجنبية، وإعادة توحيد البلد، وإنشاء الحكومة الانتقالية، وإجراء عمليتين انتخابيتين وطنيتين.	1
46. ينبغي للجنة مكافحة الإرهاب ومديريتها التنفيذية: (أ) المشاركة بفعالية أكبر مع المنظمات الإقليمية ذات الصلة (الاتحاد الأفريقي، وجماعة شرق أفريقيا، ومنظمة التعاون بين رؤساء الشرطة في شرق أفريقيا، ومجموعة شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال، وبرنامج بناء القدرات لمكافحة الإرهاب التابع للهيئة الحكومية الدولية المعنية بالتنمية (إيغاد)، والتركيز على الأنشطة الموجهة نحو التغلب على أوجه القصور وتحسين تنفيذ القرار;	1
