en_ar_DEEP	MatConf
وقد فحصت المراجعة 488 اسماً لأفراد وجماعات وكيانات خاضعة لنظام العقوبات المفروض على تنظيم القاعدة وحركة طالبان من أجل تحديث إدخالاتهم أو إزالتهم من القائمة عندما قررت اللجنة أن إدراجهم لم يعد مناسباً.	0
ونظراً لنقص البنية التحتية في البلاد، قد تكون هناك حاجة إلى إنشاء آلية لتسهيل إدارة وتوزيع هذا الدعم.	0
يقوم البرنامج بجمع معلومات على المستوى الوطني عن جميع الأشخاص الذين تم القبض عليهم أو المشتبه في تورطهم في عمليات احتيال مصرفية أو بطاقات ائتمان منخفضة المستوى، أو جرائم تتعلق بوثائق السفر.	0
"ويدعو مجلس الأمن كذلك حكومة جمهورية الكونغو الديمقراطية إلى مواصلة تنفيذ خطة عملها لمنع وإنهاء تجنيد الأطفال واستخدامهم، فضلا عن منع وإنهاء جميع أعمال العنف الجنسي التي ترتكبها القوات المسلحة لجمهورية الكونغو الديمقراطية ضد الأطفال.	1
إن الافتقار العام للشفافية لدى عامة الناس يقوض عدالة ومصداقية العملية ككل.	0
وكان الهدف من هذه الممارسة هو تقليل الخسائر المحتملة للأسلحة في عمليات قوة المهام البحرية.	0
ويدين وفدي بشدة أعمال العنف هذه ويقدم تعازيه لأسر طبيب الأطفال المتوفى.	0
وقالت إنه لا أحد يعرف من الذي هاجم المروحية منذ وقوع الحادث بالقرب من بانتيو، حيث تكون الأطراف المسلحة قريبة جدًا من بعضها البعض.	1
"ويشيد مجلس الأمن بالجهود التي تبذلها عملية الاتحاد الأوروبي أتلانتا، وعمليات منظمة حلف شمال الأطلسي Allied Protector، و Ocean Shield بقيادة الدول الأعضاء في منظمة حلف شمال الأطلسي، وفرقة العمل المشتركة 151 للقوات البحرية بقيادة باكستان، وجمهورية كوريا، والدانمرك، ونيوزيلندا، وتعرب سنغافورة وتركيا وتايلند والولايات المتحدة، والدول الأخرى، التي تتصرف بصفتها الوطنية وبالتعاون مع السلطات الصومالية ومع بعضها البعض، عن قمع القرصنة وحماية السفن المعرضة للخطر التي تمر عبر المياه قبالة سواحل الصومال، وتقدر الجهود التي تبذلها الدول الأعضاء، بما فيها الاتحاد الروسي، وجمهورية كوريا، والصين، والهند، وماليزيا، واليابان، التي نشرت سفن و/أو طائرات في المنطقة، على النحو المذكور في تقرير الأمين العام (S/2012/783).	0
16. وفي 24 آذار/مارس، وافق مجلس الوزراء على السياسة الوطنية للاتصالات الاجتماعية، التي تحدد موقف الحكومة بشأن تطوير وسائل الإعلام.	0
ووفقاً لتقرير آخر، ورد أن امرأتين تعرضتا للاغتصاب في مخيم المشردين في كساب، شمال دارفور، في حزيران/يونيه 2004.	1
تضاءلت بشكل كبير الحوادث التي تنطوي على إسقاط ذخائر عنقودية من قبل الناتو نتيجة للتغيير في الإستراتيجية الذي أدى إلى زيادة كبيرة في سرعة تطهير وحدات القنابل العنقودية التي يسهل الوصول إليها.	1
ودعا محاورون من أحزاب المعارضة والمجتمع المدني في جميع أنحاء البلاد المجتمع الدولي إلى منع تغيير الدستور. واعتبر الشركاء الدوليون أن الانتقال السلمي للسلطة أمر ضروري لتحقيق السلام والاستقرار في البلاد في المستقبل.	0
وستكون هناك حاجة إلى كتيبة واحدة وأصول تمكينية لتأمين مطار كاليمي؛ توفير بيئة آمنة للعملية الانتخابية؛ مراقبة حظر الأسلحة في المطارات والموانئ على بحيرة تنجانيقا-موبا؛ وردع تحركات العناصر المسلحة من كيفو الجنوبية إلى كاتانغا؛ مراقبة الماي ماي في شمال ووسط كاتانغا وتشجيعهم على الانضمام إلى عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ وتوفير القدرة على الاستخراج لبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية وموظفي الأمم المتحدة الآخرين الموجودين في شمال كاتانغا وكاساي.	1
وفي تقريره الأخير عن حماية المدنيين في النزاعات المسلحة (S/2012/376)، أشار الأمين العام إلى أن "الحالة المزرية لحماية المدنيين لم تتغير إلا قليلاً" وأن هناك حاجة واضحة لترجمة الالتزامات المعيارية إلى تحسينات ملموسة في حماية المدنيين على الأرض.	0
ولم ترد سوى قوائم قليلة بأسماء أشخاص يقدمون المعدات العسكرية أو التدريب للمجموعات المدرجة في القائمة، ويوصي الفريق بأن تتخذ اللجنة تدابير إضافية لتوضيح نطاق حظر الأسلحة.	0
إذا حاول السكان مغادرة الغوطة الشرقية المحاصرة، فإن قناصة النظام السوري يستهدفونهم مباشرة، مما يؤدي كل شهر إلى مقتل العشرات من المدنيين.	1
وأعادت البعثة تقييم التزاماتها التشغيلية في ضوء التعزيزات المحدودة المأذون بها بموجب القرار.	1
