en_ar_DEEPL	MatConf
(ج) كانت عملية كيسانغاني الأولى محاولة واضحة من جانب التجمع الكونغولي من أجل الديمقراطية وحلفائه في التجمع الكونغولي من أجل الديمقراطية (غوما) لوقف عملية التحقق التي أقرتها المنطقة لإثبات ما إذا كان التجمع الكونغولي من أجل الديمقراطية - كيسانغاني قائما بشكل مستقل عن التجمع الكونغولي من أجل الديمقراطية (غوما) بهياكل سياسية وعسكرية منفصلة، ودعم سياسي/متابعة سياسية في الأراضي المحررة;	0
وكما هو مبين أعلاه، هناك تقارير موثوقة ومتكررة تشير إلى أن هذه الغارات ازدادت بشكل كبير في ليلة 23 مارس/آذار، بل وأكثر من ذلك خلال الليالي التي تلت ذلك.	1
وفي اجتماع عُقد مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 5 آب/أغسطس، أوجز وزير العدل الجديد جهود الحكومة الجديدة لتجديد الوحدة لمواءمتها مع أهداف مبادرة ساحل غرب أفريقيا. وفي 27 تشرين الأول/أكتوبر، اعتمد أكثر من 100 من أعضاء البرلمان وممثلي الحكومة إعلاناً سياسياً أكدوا فيه التزام غينيا - بيساو بدعم مبادرات مكافحة الجريمة المنظمة عبر الوطنية، بما في ذلك الاتجار بالمخدرات والفساد وغسل الأموال والإرهاب. ودعوا إلى مواصلة الدعم المقدم من الأمم المتحدة لتعزيز المؤسسات الوطنية في هذا المجال.	0
وطالما أن الدول لا تفرض أي التزام على الأفراد المدرجين في القائمة بالتقيد بحظر السفر، فقد لا ترى الدول أي خطر يذكر في محاولة تجنبها.	1
ويشدد المجلس على أهمية وإلحاح استعادة العدالة وسيادة القانون في مجتمعات ما بعد النزاع، ليس فقط من أجل التوصل إلى تسوية للانتهاكات الماضية، بل أيضاً لتعزيز المصالحة الوطنية والمساعدة في منع العودة إلى النزاع في المستقبل.	0
ولتحقيق هذه الغاية، حددت الإدارة عدة معايير مرجعية باعتبارها حاسمة في هذه العملية. وشملت هذه المعايير إنشاء لجان الجمعية الإلزامية الثلاث - المعنية بالسياسات والتمويل والمجتمعات المحلية والوساطة.	0
ويكرر المجلس التأكيد على أن وضع برنامج شامل لبناء السلام مع التركيز بوجه خاص على نزع السلاح والتسريح والتأهيل وإعادة الإدماج سيكون مهما للصومال بعد انتهاء الصراع على النحو المنصوص عليه في بيان رئيسه المؤرخ 28 آذار/مارس 2002 (S/PRST/2002/8).	0
ومع أن هذه التدابير قد تكون محدودة التطبيق في المنطقة الحدودية بين أفغانستان وباكستان أو في المناطق غير الخاضعة للحكم في جنوب الصحراء، إلا أنها مع ذلك تعالج ثلاثة متطلبات أساسية للجماعة الإرهابية: المال، والحركة، ووسائل الهجوم.	0
وقد تم اتخاذ مبادرات أخرى في الآونة الأخيرة: فقد تم إنشاء لجنة مؤقتة للمصالحة الوطنية في آب/أغسطس 2011، وتوصلت حكومة غينيا ولجنة بناء السلام التابعة للأمم المتحدة إلى اتفاق في أيلول/سبتمبر على استراتيجية مشتركة لتعزيز المصالحة الوطنية وإصلاح قطاع الأمن، من بين أمور أخرى.	0
13. وفي ختام اﻻجتماع، وافق الطرفان على بيان مبعوثي الشخصي، الوارد في المرفق اﻷول لهذا التقرير، وكررا التزامهما بمواصلة المفاوضات في مانهاست في موعد يحدد باﻻتفاق المشترك.	0
:: استكشاف كيف يمكن أن تنعكس أهداف بناء السلام والاحتياجات المحددة للبلدان الخارجة من النزاع في إطار ما بعد عام 2015.	0
يجب على القادة الصوماليين العمل من أجل عملية سياسية مفتوحة لجميع المستعدين لنبذ المعارضة العنيفة.	0
216. رغم أن دول المنطقة دون الإقليمية قد اتخذت خطوات للحد من ضعفها أمام تنقل الإرهابيين وتسليحهم، فإن الخطر لا يزال قائما من احتمال دخول الإرهابيين ومؤيديهم إلى أراضي تلك الدول بطريقة غير مشروعة وقد يتمكنون من الحصول على المواد اللازمة لشن هجوم إرهابي عن طريق شبكة إجرامية.	1
بصرف النظر عن المواجهات المتفرقة بين المتظاهرين والشرطة، لم يتم الإبلاغ عن أي أعمال عنف.	1
ولا يزال من غير المعروف من يقف وراء الهجوم.	1
أما داخل الجيش، فتتم عملية الإبلاغ وجميع الاتصالات الأخرى صعوداً ونزولاً في التسلسل القيادي كما هو الحال في معظم القوات المسلحة التقليدية.	0
وقد تم التعرف على هؤلاء الأفراد من قبل شهود العيان على أنهم شاركوا في الهجوم على القرية، والذي غالبًا ما كان ينطوي على الحرق والنهب والقتل وأحيانًا الاغتصاب.	1
وستساعد المديرية التنفيذية اللجنة في بدء مناقشة لاستكشاف احتياجات الدول من المساعدة التقنية في تنفيذ القرار 1624 (2005) وتيسير تقديم هذه المساعدة، حسب الاقتضاء.	0
3. يوعز إلى اللجنة أن تحيل إلى اللجنة المنشأة عملا بالقرار 1988 (2011) جميع طلبات الإدراج في القائمة وطلبات الشطب منها والتحديثات المقترح إدخالها على المعلومات الحالية ذات الصلة بالفرع ألف ("الأفراد المرتبطون بحركة طالبان") والفرع باء ("الكيانات والجماعات والمؤسسات الأخرى المرتبطة بحركة طالبان") من القائمة الموحدة التي لم يبت فيها بعد حتى تاريخ اتخاذ هذا القرار، لكي يتسنى للجنة المنشأة عملا بالقرار 1988 (2011) النظر في تلك المسائل وفقا للقرار 1988 (2011)؛	0
