en_es_DEEP	MatConf
42. En asociación con organizaciones nacionales e internacionales, la MINUSMA ha completado 10 proyectos de efecto rápido desde junio, incluida la rehabilitación y equipamiento de comisarías de policía y gendarmería en las regiones de Gao y Tombuctú y apoyo a asociaciones de mujeres. El 13 de octubre, la MINUSMA y la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO) lanzaron un proyecto de efecto rápido para rehabilitar cuatro bibliotecas privadas en Tombuctú, que albergan manuscritos antiguos.	0
Los participantes coincidieron en que la presencia de AlQaida en la Península Arábiga en el Yemen planteaba un importante desafío para una transición pacífica y subrayaron la necesidad de que se prestara apoyo internacional específico al Yemen para combatir el terrorismo.	0
El grado de daño de los fragmentos de metal que nos mostró la policía (procedentes supuestamente de un Mitsubishi Canter) coincide con los fragmentos que esperaríamos si un vehículo de este tipo estuviera situado en el centro de la explosión.	1
El Equipo también ha mantenido conversaciones frecuentes con el grupo de expertos establecido para apoyar al Comité establecido en virtud de la resolución 1540 (2004) para garantizar que exista una sinergia adecuada entre la labor del Equipo sobre el embargo de armas y la labor de los 1540 expertos sobre la no proliferación. de armas de destrucción masiva a agentes no estatales.	0
Destacando que el regreso amplio y coordinado de los refugiados y personas desplazadas en toda la región sigue siendo crucial para una paz duradera,	0
Dijo que nadie sabía quién había atacado el helicóptero ya que el incidente ocurrió cerca de Bentiu, donde los grupos armados están muy cerca unos de otros.	1
Los procedimientos de asilo están protegidos contra abusos por parte de terroristas en siete Estados y parcialmente en uno.	0
El ataque fue llevado a cabo principalmente por militares. El pueblo árabe fue el que robó.	1
Al comienzo del conflicto, la mayor parte de los combates parecen haber tenido lugar en Darfur septentrional y en el norte de Darfur occidental, mientras que gradualmente se trasladaron hacia el sur, hacia Darfur meridional, durante los últimos meses de 2004.	1
5. Declara que los actos, métodos y prácticas de terrorismo son contrarios a los propósitos y principios de las Naciones Unidas y que financiar, planificar e incitar a sabiendas a actos terroristas también son contrarios a los propósitos y principios de las Naciones Unidas;	0
La cooperación y coordinación en los controles fronterizos entre Estados contiguos son especialmente importantes para proporcionar vigilancia y cobertura efectivas a lo largo de fronteras extensas, abiertas y porosas.	0
Por último, gran parte de la información fuente pertinente a la suerte del Sr. Abu Adass apunta a la República Árabe Siria y a funcionarios sirios, así como a ciertos funcionarios libaneses. Si bien es cierto que poca de la información de esta fuente ha sido corroborada de forma independiente, es significativo que ninguna información indique que ninguna otra entidad esté involucrada en su desaparición o que fuera un terrorista suicida.	1
Además, si bien las víctimas a menudo expresaron falta de confianza en la capacidad y voluntad del Gobierno para protegerlas, a menudo se citó a la policía como una excepción a esta tendencia.	1
t) Consultar con los servicios de inteligencia y seguridad de los Estados miembros, incluso a través de foros regionales, para facilitar el intercambio de información y fortalecer la aplicación de las medidas;	0
En otras palabras, las poblaciones que sobreviven a los ataques a las aldeas no son asesinadas directamente en un esfuerzo por erradicar al grupo; más bien, se ven obligados a abandonar sus hogares y vivir juntos en zonas seleccionadas por el Gobierno.	1
"El Consejo de Seguridad acoge con beneplácito los importantes esfuerzos continuos de la Unión Africana y las organizaciones subregionales, de conformidad con las resoluciones y decisiones del Consejo de Seguridad, para resolver conflictos, promover los derechos humanos, la democracia, el estado de derecho y el orden constitucional en África.	0
Ø Considerar la posibilidad de aplicar medidas específicas y graduales contra las partes en conflictos armados que cometan violaciones graves contra los niños en situaciones de conflicto armado.	1
Convencido de que es inaceptable en principio que alguien en cualquier lugar pueda eludir la responsabilidad por un acto de terrorismo por cualquier motivo, incluso por su propia obstrucción de la investigación o su falta de cooperación de buena fe,	0
Para la región del Sahel, la UNODC elaboró ​​dos guías prácticas para ayudar a los funcionarios de justicia penal a abordar las actividades terroristas.	0
47. Según los relatos recibidos de testigos presenciales, y como se indicó en declaraciones públicas del Director General de la Policía, las fuerzas de seguridad ya estaban posicionadas en las primeras horas de la mañana del 25 de marzo en varias zonas clave de Abidján, a saber, Abobo, Adjamé, Yopougon, Anyama y Kumassi.	1
33. El 3 de septiembre, el Gobierno de la India informó a las Naciones Unidas de su decisión de no renovar el contrato para el despliegue de seis helicópteros militares de uso general (Mi-17) en la UNMIS más allá del 31 de octubre.	1
Los puestos del mercado fueron totalmente destruidos y el ganado saqueado.	1
"El Consejo de Seguridad subraya que cualquier intento de desestabilizar el Chad por la fuerza es inaceptable.	0
La UNMIS, junto con el Panel de Alto Nivel de la Unión Africana y otros asociados internacionales, seguirán esforzándose por ayudar a las partes a salir del estancamiento actual.	0
29. También hay importantes novedades positivas. Cuando terminó el conflicto armado en 1999, había una falta casi total de estructuras económicas y legislación.	1
Por nuestra parte, vinculamos la cuestión de la legitimidad directamente con la celebración de las elecciones, cuyos preparativos están en marcha en el Órgano Conjunto de Gestión Electoral.	0
Esto requerirá revisar el concepto de operaciones para reflejar una fuerza más móvil y ágil, capaz de anticiparse o responder a las crisis rápidamente, eliminando al mismo tiempo redundancias.	1
C. Europa oriental 46. La mayoría de los Estados de Europa oriental han tipificado como delito la incitación a cometer actos terroristas.	0
Pero no se equivoque; Mi país está igualmente dispuesto a resistirse incesantemente a la UDI mientras no aparezca ningún compromiso en el horizonte.	0
Solicitar el estricto cumplimiento por parte de las partes en conflictos armados del derecho internacional humanitario aplicable y de las normas de derechos humanos relativas a los niños afectados por conflictos armados.	0
El LRA ha llevado a cabo una insurgencia cruel y de larga duración en el norte de Uganda que ha causado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, Sudán y la República Democrática del Congo.	1
14. Informe de la Relatora Especial de la Comisión de Derechos Humanos sobre ejecuciones extrajudiciales, sumarias o arbitrarias sobre su misión al Sudán (E/CN.4/2005/7/Add.2)	1
24. Durante el período que abarca el informe, no ha habido avances tangibles en la disolución y el desarme de las milicias libanesas y no libanesas, como se pide en el Acuerdo de Taif y la resolución 1559 (2004).	1
Identificó una serie de medidas que debían adoptar y aplicar los Estados miembros y estableció el Comité contra el Terrorismo para supervisar la aplicación de esas medidas.	0
Importación-exportación de armas: seguimiento y detección del contrabando	1
El Grupo destacó que la tarea inmediata era popularizar el Documento de Doha para asegurar su aceptación por la población de Darfur y persuadir a los grupos armados restantes para que lo firmaran.	0
El 8 de julio de 2004 se adoptó en Addis Abeba un protocolo adicional para establecer mecanismos y órganos de aplicación de la Convención.	0
Los terroristas y otros grupos armados no estatales con acceso a mercados criminales transfronterizos pueden tener incentivos más débiles para salir del conflicto y llegar a un acuerdo político.	1
Con ese fin, recuerdo que los dirigentes libaneses habían vuelto a convocar el Diálogo Nacional después de los acontecimientos de mayo de 2008, cuyo mandato principal era elaborar una estrategia de defensa nacional que abordara la cuestión crítica de las armas fuera del control del Estado.	0
