en_es_DEEP	VerCoop
"El Consejo de Seguridad observa con preocupación que las amenazas mencionadas anteriormente pueden amenazar la seguridad de los países que figuran en su agenda, incluidos los Estados que salen de un conflicto, y alienta la coordinación de las acciones de las Naciones Unidas, así como las acciones de los Estados miembros para luchar contra estas amenazas.	1
De conformidad con esta política, tan pronto como tuvo conocimiento de la indeseable presencia de los rebeldes ugandeses del Ejército de Resistencia del Señor (LRA), mi Gobierno no dudó en darles un ultimátum para que abandonaran inmediatamente el territorio nacional.	0
También enfatizaron que la elección oportuna del nuevo Presidente del Líbano era un paso crítico para garantizar la estabilidad del país.	1
Reiterando su profunda preocupación por el hecho de que, a pesar de su reiterada condena de la violencia contra las mujeres y los niños, incluidas todas las formas de violencia sexual en situaciones de conflicto armado, y a pesar de sus llamamientos dirigidos a todas las partes en los conflictos armados para que cesen esos actos con efecto inmediato, tales actos siguen ocurriendo y, en algunas situaciones, se han vuelto sistemáticos o generalizados.	0
Otro testigo afirmó que el día después del asesinato, Faysal Al-Rasheed había insistido en que el caso se había resuelto y que el autor era el Sr. Abu Adass, un atacante suicida y que el cuerpo del Sr. Abu Adass todavía estaba en la escena del crimen.	0
4. Como se refleja en las actas literales provisionales de la 4688ª sesión del Consejo de Seguridad, celebrada el 20 de enero de 2003 (S/PV.4688), los miembros del Consejo formularon comentarios, sugerencias y propuestas en las siguientes esferas: instrumentos internacionales; cooperación internacional; papel de las organizaciones internacionales, regionales y subregionales; asistencia; y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) (en adelante denominado el Comité contra el Terrorismo).	1
Además, la Comisión considera que el hecho de que se cometieran violaciones y otras formas de violencia sexual principalmente contra tres tribus "africanas" es indicativo de la intención discriminatoria de los perpetradores.	0
El Sudán no tiene como objetivo a las Naciones Unidas. Es un Miembro fiel de la Organización que respeta las disposiciones de la Carta de las Naciones Unidas y aprecia sus esfuerzos por lograr la seguridad y la estabilidad y promover el desarrollo en el Sudán. Además, el Sudán se esfuerza arduamente por desarrollar esa relación de conformidad con la Carta y las resoluciones pertinentes de la Asamblea General y el Consejo de Seguridad.	1
El rápido deterioro de la economía, exacerbado por el conflicto continuo, también es motivo de preocupación.	0
c) Apoyar los esfuerzos del Gobierno del [país afectado] para garantizar la protección de los civiles contra las violaciones del derecho internacional humanitario y los abusos de los derechos humanos, incluidas todas las formas de violencia sexual y de género, para promover y proteger los derechos humanos y luchar contra la impunidad, incluso mediante la aplicación de la "política de tolerancia cero" del Gobierno con respecto a la disciplina y las violaciones de los derechos humanos y del derecho humanitario cometidas por elementos de las fuerzas de seguridad, en particular sus elementos recientemente integrados;	1
La UNMIT y el equipo de las Naciones Unidas en el país están prestando apoyo coordinado en todos los aspectos de la aplicación de la ley, incluso al Secretario de Estado para la Promoción de la Igualdad, que dirige la elaboración del plan de aplicación, y a la sociedad civil, a fin de concienciar sobre la ley.	0
Alienta [a la misión] a mejorar su interacción con la población civil para aumentar la conciencia y la comprensión sobre su mandato y sus actividades y reunir información fiable sobre las violaciones del derecho internacional humanitario y los abusos de los derechos humanos perpetrados contra los civiles.	1
14. El 14 de julio se iniciaron en Argel negociaciones oficiales de paz entre el Gobierno de Malí y los grupos armados, con la facilitación de un equipo de mediación internacional integrado por las Naciones Unidas, organizaciones regionales y países vecinos y dirigido por Argelia. Las negociaciones tenían como objetivo preservar el alto el fuego y encontrar una solución política al conflicto, salvaguardando al mismo tiempo la integridad territorial de Malí. El 24 de julio, el Gobierno de Malí y los grupos armados firmaron un acuerdo preliminar en el que se establecía una hoja de ruta para futuras negociaciones.	1
"El Consejo de Seguridad reafirma su preocupación por la alarmante situación en la región del Sahel y su compromiso de abordar los complejos desafíos políticos y de seguridad en esta región que están interrelacionados con cuestiones humanitarias y de desarrollo, así como con los efectos adversos de los cambios climáticos y ecológicos.	1
En Somalia, desde principios de 2007, muchos de los atentados con bombas y ataques suicidas que siguen las prácticas de grupos asociados a Al-Qaida en el Iraq o el Afganistán han sido reivindicados por el movimiento Al-Shabaab, que no figura en la lista.	0
Los Janjaweed han participado en algunos de los incidentes que contribuyeron a la destrucción, en particular al infligir daños a la población civil y mediante saqueos a gran escala durante o después de la batalla.	0
El general Moges concluyó su presentación advirtiendo que, con la llegada de la estación seca, aumentaba el riesgo de nuevas hostilidades, por lo que la UNISFA había aumentado sus patrullas, pero destacó que sin diálogo no será posible evitar que la situación se deteriore. en algún momento.	0
La Operación también brindará apoyo logístico para el redespliegue de la policía nacional en la parte norte del país en apoyo de un plan de seguridad integral acordado para el proceso electoral desarrollado por las autoridades de Côte d'Ivoire, con la asistencia de la ONUCI y la fuerza Licorne.	0
Esto significa que tiene el mandato de establecer hechos relacionados con posibles violaciones de los derechos humanos y del derecho internacional humanitario cometidas en Darfur.	1
Los miembros de la comisión llegaron a la conclusión de que había motivos razonables para establecer que se habían cometido y se estaban cometiendo crímenes de lesa humanidad en la República Popular Democrática de Corea como cuestión de política de Estado.	0
53. INTERPOL también está creando el Sistema Electrónico de Rastreo de Armas de INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	0
Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas]...	1
Como mínimo, deberían incluir una articulación por parte de los altos dirigentes de una misión sobre su comprensión de la protección de los civiles y las funciones y responsabilidades detalladas dentro de la misión al llevar a cabo tales actividades, abordando tanto las amenazas persistentes de bajo nivel del día a día como y posibles crisis.	0
En cada incidente, las mujeres fueron obligadas a desnudarse a punta de pistola, violadas por Janjaweed y luego dejadas desnudas en la carretera.	0
Lista 10. Alienta a todos los Estados miembros a presentar al Comité establecido en virtud del párrafo 30 infra ("el Comité") para su inclusión en la Lista los nombres de personas, grupos, empresas y entidades que participan, por cualquier medio, en la financiación o el apoyo de actos o actividades descritas en el párrafo 3 anterior;	1
El Gobierno ha declarado en repetidas ocasiones que los comandantes militares han recibido instrucciones de no bombardear.	0
Una reducción drástica del número de contingentes militares podría disminuir la capacidad de prevención de la Misión y, en una crisis, que su país espera que no se produzca, se vería obligada a reaccionar bajo conceptos operacionales todavía poco claros, con todos los riesgos que ello entraña.	0
Exhorta a todas las partes interesadas a garantizar que todos los procesos de paz, los acuerdos de paz y los planes de recuperación y reconstrucción posconflicto tengan en cuenta las necesidades especiales de las mujeres y los niños e incluyan medidas específicas para la protección de los civiles, incluidas... (iii) la creación de condiciones propicias para el retorno voluntario, seguro, digno y sostenible de los refugiados y los desplazados internos...	1
552. De la exposición de las violaciones expuesta en la primera parte del presente informe se desprende que las fuerzas o milicias gubernamentales bajo control gubernamental perpetraron en gran escala violaciones graves de los derechos humanos y del derecho humanitario.	0
