en_es_DEEPL	MatCoop
:: 22 de agosto de 2005, tres personas resultan heridas en una explosión en un garaje cercano al hotel Promenade, en la zona de Al-Zalqa, al norte de Beirut.	0
58. Aunque muchos Estados Miembros han dicho al Equipo que el régimen contribuye positivamente a sus esfuerzos nacionales para combatir a Al-Qaida y los talibanes, el examen puso a prueba su nivel de apoyo al exigir una aportación considerable, especialmente de los Estados más afectados por la amenaza.	0
Aunque la piratería a lo largo de la costa de Somalia sigue siendo un reto crítico, pedimos a la comunidad internacional que no olvide que la solución a ese problema tendrá que venir de tierra, no del mar. La resolución integral del conflicto somalí debe abordar todas las causas profundas de la piratería y los demás retos, como la explotación de los recursos marinos y el vertido de residuos tóxicos.	0
(d) recabar, cuando proceda, el apoyo de las misiones de mantenimiento de la paz de las Naciones Unidas y de otras misiones pertinentes, así como de los equipos de las Naciones Unidas en los países y del Comité Internacional de la Cruz Roja y, en su caso, de otros miembros del Movimiento Internacional de la Cruz Roja y de la Media Luna Roja, en materia de formación y sensibilización sobre el derecho internacional humanitario, los derechos humanos y el derecho de los refugiados;	1
La mayoría de los testigos potenciales que residían fuera del Estado tenían miedo de testificar, incluso de forma confidencial, porque temían por la seguridad de sus familiares y suponían que su conducta seguía siendo vigilada clandestinamente por las autoridades.	0
Condené tales restricciones a la libertad de movimiento de las fuerzas de paz de las Naciones Unidas.	0
Suministro de seguridad externa e interna (procedimientos de control para separar a los elementos armados de los civiles; medidas de desmovilización y desarme; asistencia técnica y formación por parte de la policía civil internacional y/o observadores militares; ubicación de los campamentos a una distancia significativa de la frontera internacional y de las zonas de riesgo; acuerdos regionales y subregionales).	1
Además, está muy avanzada la contratación de 19 expertos civiles para el componente policial de la UNMIT, con el fin de seguir haciendo hincapié en la capacitación y el desarrollo institucional.	1
El Sr. Beyani también pidió al Consejo que no perdiera de vista el importante papel que las mujeres desplazadas internas pueden desempeñar en la negociación de la paz, la garantía de sus derechos humanos y la consecución del desarrollo en las situaciones posteriores a los conflictos.	0
Examinaron enfoques holísticos para abordar los factores que propician la propagación del extremismo y el terrorismo en la región y la mejor manera en que las entidades de las Naciones Unidas pueden ayudar a hacer frente al fenómeno y a sus repercusiones en la paz, la seguridad y la estabilidad.	0
Se creará un sistema en virtud del cual las víctimas de explotación y abusos sexuales serán remitidas, caso por caso, a una organización no gubernamental que les prestará la ayuda necesaria.	1
7. La KFOR prosigue sus operaciones de prevención de la violencia étnica y protección de lugares patrimoniales, y se mantiene vigilante para disuadir de posibles amenazas dirigidas contra organizaciones internacionales y bases militares.	1
En la antigua Yugoslavia, Ruanda y Darfur, tras tomar medidas ineficaces para detener las matanzas generalizadas, la comunidad internacional quedó horrorizada por la magnitud y la naturaleza de la violencia.	1
En África Oriental y Meridional, presta apoyo a la red nacional de control aduanero, que permite a los países registrar y analizar información sobre envíos y personas sospechosas, incluidos los aspectos relacionados con la lucha antiterrorista.	1
El Grupo presenta a continuación tres estudios de casos --sobre potencia aérea; vehículos de uso militar; y mercenarios y mecánicos-- para que el Comité los examine y llegue a una decisión oportuna sobre si violan el embargo.	0
Medidas especiales para proteger a las mujeres y las niñas de la discriminación y la violencia de género, la violación y otras formas de violencia sexual (acceso a reparación legal; centros de crisis; refugios; atención sanitaria; asesoramiento y otros programas de asistencia; mecanismos de supervisión y denuncia).	1
Al término de la conferencia se adoptaron declaraciones sobre áreas temáticas clave, como la gobernanza política y económica; el desarrollo del sector privado; la gestión de los recursos naturales; el apoyo a la diáspora sierraleonesa; la rendición de cuentas; y los marcos para la explotación de los recursos naturales y la asignación de los recursos estatales.	0
A fin de seguir depurando la Lista de entradas inadecuadas, el Equipo recomienda que, cuando realice su examen trienal, el Comité invite a los Estados proponentes pertinentes a presentar solicitudes de supresión de nombres de la Lista que carezcan de suficientes identificadores para permitir la aplicación efectiva de las medidas.	0
(c) Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo relativo a la Constitución, el sistema electoral, la policía y el poder judicial.	1
15. Ha surgido una amenaza particular debido al creciente uso por parte de grupos e individuos terroristas de las nuevas tecnologías de la información y la comunicación para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales.	0
Las principales facciones palestinas en Líbano expresaron su preocupación por los incidentes y se desvincularon de Fatah al-Islam.	0
Tras las consultas informales, el 14 de septiembre, el Consejo adoptó por unanimidad la resolución 1560 (2004) presentada por la Delegación alemana, por la que prorrogaba el mandato de la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) hasta el 15 de marzo de 2005, aprobaba los ajustes de la MINUEE (incluida su presencia y operaciones según lo recomendado por el Secretario General en su informe, párrs. 13-18), y pidió al Secretario General que siguiera vigilando de cerca la situación y que revisara el mandato de la Misión a la luz de los avances logrados en el proceso de paz y de los cambios introducidos en la MINUEE.	0
El Comité afirmó que el Gobierno intenta proteger a la población civil, que no lanza operaciones militares contra civiles y que sólo ataca a los rebeldes.	1
Todos los restos han sido trasladados a la base militar de Hilversum, donde se está llevando a cabo el proceso de identificación.	1
12. Durante el periodo que abarca el informe, el Gobierno de Chad y el ACNUR siguieron llevando a cabo programas para sensibilizar a los refugiados y desplazados sobre el carácter civil de los campamentos. El 12 de septiembre, en el campo de refugiados de Goz Amer, cerca de Goz Beida (región de Dar Sila), el DIS detuvo a 11 personas sospechosas de haber realizado actividades de reclutamiento en el campo para un grupo armado durante los últimos meses.	1
16. Las filiales de Al-Qaeda Tehrik-e Taliban Pakistan (TTP) (QE.T.132.11), Lashkar-e-Tayyiba y Harakat ul-Mujahidin (QE.H.8.01) siguen desempeñando un papel importante en la insurgencia en Afganistán.	0
24. El Comité, con la asistencia de su Dirección Ejecutiva, organizó una serie de actos especiales con Estados miembros y organizaciones internacionales y regionales sobre cuestiones de interés común y actual, incluida la lucha contra el terrorismo mediante el uso de las nuevas tecnologías de la comunicación y la información.	1
El 23 de agosto, en el marco de una sesión informativa del Departamento de Asuntos Políticos, el Secretario General Adjunto de Asuntos Políticos dijo que personal de la Oficina de Coordinación de Asuntos Humanitarios estaba llevando a cabo una misión de evaluación en la República Árabe Siria y se refirió a la declaración del Secretario General, según la cual, a pesar de su promesa, el Presidente Al-Assad no había puesto fin al uso de la fuerza contra la población civil.	0
