en_es_TRANSFORMERS	MatCoop
78. La mayoría de los Estados de la subregión han sido objeto de ataques terroristas, ya se lleven a cabo en su territorio o contra sus nacionales en otras partes del mundo.	0
El Consejo de Seguridad acoge con beneplácito la decisión de la Unión Africana de enviar una Misión de Reconocimiento para preparar el terreno para el despliegue de observadores militares en Somalia, y exhorta a los dirigentes somalíes a que cooperen con esta iniciativa.	0
Todas las delegaciones convinieron en que la principal amenaza en la región procedía de Jemaah Islamiyah (QE.J.92.02), el Grupo Abu Sayyaf (QE.A.1.01) y una nueva llegada, el Movimiento Rajah Solaiman (no incluido en la lista), que trabaja en estrecha colaboración con el Grupo Abu Sayyaf*.	0
Cuando ocurrió el ataque, las mujeres corrieron a un wadi, donde el ejército las rodeó.	1
86. Las conclusiones de la investigación australiana revelaron: a) que el grupo viajaba a Jeddah como parte de una peregrinación religiosa; b) que en ninguna de las muestras tomadas se detectó ningún residuo explosivo orgánico o inorgánico o posterior a la explosión; y c) que ninguna persona entrevistada por las autoridades australianas con respecto a esta investigación tuvo ninguna participación en el asesinato de Hariri ni ningún conocimiento de ello.	1
Las medidas para prevenir y reprimir el movimiento de terroristas a través de las fronteras podrían mejorarse en todos los Estados, en particular en las fronteras meridionales.	1
Los conocimientos especializados en la aplicación de la ley se concentrarán en un grupo de tareas autónomo y dedicado a ellos.	1
Del mismo modo, 26 Estados han comunicado que han adoptado medidas completas para regular y controlar la importación y exportación de armas y explosivos, mientras que falta información con respecto a los restantes 4.	1
167. Todos los Estados de la subregión han promulgado leyes de inmigración y pasaportes para regular la inmigración y la seguridad de los documentos de viaje y han establecido procedimientos para establecer la verdadera identidad de las personas antes de la expedición de los documentos de identidad.	1
El Consejo también hizo hincapié en la necesidad urgente de que todas las partes observaran la cesación del fuego y adoptaran medidas inmediatas para poner fin a la violencia, y exhortó al Gobierno del Sudán a que respetara sus compromisos de asegurar que las milicias Janjaweed fueran neutralizadas y desarmadas.	0
192. Varios informes y los medios de comunicación afirman tener pruebas convincentes de que las zonas han sido objeto de ataques específicos debido a la proximidad al lugar de las actividades rebeldes, pero lo que es más importante debido a la composición étnica de la población que habita esas zonas.	1
A petición del alto mando de las Forces nouvelles, se estableció un grupo de trabajo integrado por las fuerzas imparciales y las Forces nouvelles para elaborar un plan operacional para el acantonamiento de sus tropas.	1
Decidió regresar de inmediato a Timor-Leste y asistió a una reunión en la residencia del Primer Ministro, aproximadamente a las 16.00 horas del 29 de abril de 2006, con todos los que habían estado presentes a las 18.00 horas del día anterior. Se decidió retirar las fuerzas de las F-FDTL de la ciudad a las afueras de Dili, pero continuar las patrullas conjuntas de la Policía Militar y la PNTL dentro de la ciudad.	1
Salvo en los casos en que una persona sea sorprendida cometiendo un delito, los funcionarios encargados de hacer cumplir la ley deben presentar una orden para detener o detener a una persona.	0
Uganda sigue comprometida con el Acuerdo de Paz de Lusaka y los acuerdos posteriores porque las dos dimensiones del conflicto reciben una respuesta adecuada en el marco de Lusaka, es decir, la cuestión interna y las preocupaciones de seguridad de los vecinos.	0
405. Incluso en situaciones en que un Estado ha suspendido legalmente ciertas disposiciones del Pacto, la prohibición de la detención no reconocida, la toma de rehenes o los secuestros es absoluta.	1
También informó de que la Fuerza de las Naciones Unidas de Observación de la Separación (FNUOS) seguía observando intensos enfrentamientos entre las fuerzas armadas sirias y miembros armados de la oposición, así como ataques aéreos de las fuerzas armadas sirias, dentro de la zona de separación y zona de limitación.	0
Ambas partes en el Acuerdo General de Paz nombraron coordinadores para los niños y los conflictos armados.	1
Reconociendo también la recomendación simultánea de la Comisión de que se necesita asistencia internacional continua para ayudar a las autoridades libanesas a llegar al fondo de este acto terrorista, y que es esencial que la comunidad internacional haga un esfuerzo sostenido por establecer una plataforma de asistencia y cooperación junto con las autoridades libanesas en la esfera de la seguridad y la justicia,	1
600. A la luz de esta normativa jurídica internacional, debe considerarse la obligación del Sudán de pagar una indemnización por todos los crímenes perpetrados en Darfur por sus agentes y funcionarios u órganos de facto.	0
:: El Comité velará por que las medidas adoptadas por los Estados para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas de derechos humanos, el derecho de los refugiados y el derecho humanitario.	1
Del patrón de daños está claro que fue una explosión de una carga de explosivos altos.	1
Menos de la mitad de los 140 Estados que presentaron informes en virtud de la resolución 1455 (2003) dijeron qué medidas habían adoptado para restringir o regular la circulación de productos preciosos, y los que en general se referían únicamente a los controles en virtud de la legislación aduanera y tributaria.	1
46. El Comité contra el Terrorismo y su Dirección Ejecutiva deberían: a) colaborar más activamente con las organizaciones regionales pertinentes (la Unión Africana, la Comunidad del África Oriental, la Organización de Cooperación de Jefes de Policía de África Oriental, el Grupo de África Oriental y Meridional contra el blanqueo de dinero y el Programa de fomento de la capacidad contra el terrorismo de la IGAD y centrarse en actividades encaminadas a superar las deficiencias y mejorar la aplicación de la resolución;	1
Toda la evidencia concreta encontrada en el sitio fue entregada más tarde a la ISF (General Hisham Aouar) y al conocimiento del General Azar había algunos fragmentos de metal y un arma.	1
Considerar la posibilidad de adoptar exenciones generales a las sanciones económicas y financieras selectivas aprobadas por el Consejo de Seguridad para facilitar la prestación de asistencia humanitaria.	0
112. El reconocimiento cada vez mayor de la importancia de las voces de las víctimas del terrorismo en las estrategias eficaces de lucha contra la incitación está estrechamente vinculado al concepto de contranarrativa.	1
La campaña de desarme de julio dio lugar a la muerte de cuatro jóvenes de Shilluk y a la detención de 11, que permanecen bajo custodia del SPLA hasta la fecha, así como a informes sobre el saqueo de casas y ganado por parte del SPLA.	0
Si bien seguiré dirigiéndome a los Estados que aún no han respondido a mi llamamiento para que aporten contribuciones a una fuerza multinacional y les pediría que sigan prestando asistencia para identificar una posible nación rectora, quisiera presentar al Consejo las propuestas adjuntas sobre opciones alternativas (véase el anexo).	0
Medidas selectivas y graduales como respuesta al tráfico ilícito de armas pequeñas y armas ligeras	0
A medida que los combates se intensificaron, las F-FDTL reforzaron sus posiciones en las colinas enviando un buque de la marina a la bahía de Tibar.	0
b) Seguir determinando las necesidades de los Estados en relación con el fortalecimiento de las instituciones y el estado de derecho, e incorporar los derechos humanos y el estado de derecho de manera proactiva en sus recomendaciones de asistencia técnica a los Estados con miras a fortalecer los sistemas nacionales para llevar a los terroristas ante la justicia y mejorar la cooperación internacional;	1
Como los ataques aéreos del régimen han asolado zonas civiles, las fuerzas armadas sirias han desplegado asedios en ciudades enteras.	0
13. Destaca la necesidad de velar por que todos los esfuerzos internacionales se orienten hacia el fortalecimiento de la MISCA y la movilización de los recursos necesarios a su favor, para que pueda cumplir eficazmente su mandato y allanar el camino para el posible despliegue de una operación de mantenimiento de la paz de las Naciones Unidas, de conformidad con las disposiciones pertinentes de la resolución 2127 (2013).	0
El Ministro de Seguridad ha asumido ahora la presidencia de la Reunión Consultiva Ministerial sobre Asuntos Policiales (creada originalmente por la IPTF), a través de la cual coordina y supervisa los aspectos políticos de todos los organismos policiales a nivel estatal. En los últimos seis meses se han redactado y aprobado una serie de nuevas leyes importantes, en particular una ley que crea y regula un nuevo Servicio de Inmigración, una ley actualizada que rige el funcionamiento del Servicio Estatal de Fronteras y una ley sobre funcionarios policiales.	1
b) Abordar las deficiencias en la penalización de la financiación del terrorismo y la congelación de activos terroristas, y fortalecer la supervisión del sector sin fines de lucro y los sistemas alternativos de envío de remesas;	1
El Comité seguirá centrándose en la promoción de la aplicación por los Estados de la resolución 1373 (2001) y en la adopción de medidas prácticas destinadas a mejorar la capacidad de los Estados en la lucha contra el terrorismo.	1
140. En algunas de sus visitas, en particular a los Estados menos adelantados, el Equipo ha comprobado que los organismos nacionales competentes que participan en la lucha contra el terrorismo tienen una financiación muy insuficiente, en particular en la esfera de la seguridad fronteriza, hasta el punto de que los funcionarios relativamente superiores carecen de acceso a computadoras y otras tecnologías pertinentes y otros tienen poco o ningún personal para realizar tareas críticas.	1
Mucho se ha logrado en los 15 años transcurridos desde el establecimiento de la operación de mantenimiento de la paz en la República Democrática del Congo el 30 de noviembre de 1999, los propios interlocutores congoleños reconocen: la retirada de las fuerzas armadas extranjeras, la reunificación del país, el establecimiento del Gobierno de Transición y dos elecciones nacionales.	1
La iniciativa de policía comunitaria de la UNMIK ha fortalecido los vínculos con la comunidad local.	1
Recordando la resolución 1373 (2001), de 28 de septiembre de 2001, por la que se estableció el Comité contra el Terrorismo, y recordando también sus demás resoluciones relativas a las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	1
95. Habida cuenta del cuadro persistente de violaciones de los derechos humanos en Côte d'Ivoire en los últimos años, la comunidad internacional tal vez desee también considerar la necesidad de establecer un mecanismo independiente de derechos humanos de la Comisión de Derechos Humanos de las Naciones Unidas (un relator especial o un experto independiente con sede en el país), que podría encargarse de informar, también a la Asamblea General, sobre los progresos realizados en la aplicación efectiva de las normas internacionales de derechos humanos, su traducción en prácticas a nivel nacional, así como de poner fin a la impunidad y garantizar el estado de derecho en Côte d'Ivoire.	0
484. En las conversaciones con la Comisión sobre la metodología de los comités de violación, se hizo mucho hincapié en la amplia difusión del mandato de los comités.	0
En la reunión también se examinaron los medios de aumentar la presión sobre los grupos armados extranjeros y las medidas que debían adoptar a ese respecto los Estados participantes, la Unión Africana y el Consejo de Seguridad.	1
Reiterando su grave preocupación por la continuación de las hostilidades por milicias y grupos armados extranjeros en la parte oriental de la República Democrática del Congo y por la amenaza que representan para la celebración de elecciones en la República Democrática del Congo,	0
Ante la persistencia de esas complejidades y comportamientos totalmente contradictorios con lo que se requiere para una resolución justa, es imperativo preguntarse: ¿cómo podemos llevar el proceso de paz a una conclusión satisfactoria en el año 2009? Creemos que la responsabilidad recae en el Cuarteto y el Consejo de Seguridad de idear un mecanismo práctico para abordar estas cuestiones en una situación en que una de las partes repetidamente no responde a los llamamientos y no cumple sus obligaciones, mirándonos en un proceso cíclico sin fin a la vista.	0
El 11 de noviembre, por 14 votos a favor y 1 abstención, el Consejo aprobó la resolución 2183 (2014), en la que prorrogó el mandato de la fuerza multinacional de estabilización en Bosnia y Herzegovina (EUFOR Althea) por otros 12 meses.	1
En la Declaración, los Estados signatarios se comprometieron a poner fin al reclutamiento y la utilización de niños por grupos y fuerzas armados.	1
Se han establecido mecanismos regionales y bilaterales de cooperación en materia de aplicación de la ley, como mecanismos de alerta temprana y cooperación en materia de inteligencia.	1
El Comité siguió examinando una estrategia de divulgación en los medios de comunicación, basada en un documento oficioso preparado por los expertos del Comité, que tiene por objeto utilizar metódica y eficientemente los recursos de las Naciones Unidas y del Comité para llegar a un público más amplio y específico, incluso mediante la preparación de listas de contacto especializadas para la comunicación electrónica de importantes actualizaciones del Comité.	1
A falta de un centro médico de referencia en Bamako, la MINUSMA adoptó medidas inmediatas para asegurar que el personal de las Naciones Unidas dispusiera de una capacidad médica de enlace adecuada y al mismo tiempo establecer una clínica de nivel II de las Naciones Unidas para reemplazar los servicios prestados anteriormente por Clinique Pasteur.	1
Al menos tres de los 142 talibanes incluidos en la lista han sido detenidos, aunque los cargos específicos que se les imputan siguen sin estar claros.	1
Su falta de voluntad para hacer cumplir el estado de derecho y garantizar el respeto de la soberanía y la integridad territorial de un Estado Miembro de las Naciones Unidas ha puesto en peligro su credibilidad y su autoridad jurídica y moral.	0
:: Aumentar la cooperación para llevar a los terroristas ante la justicia, incluida la cooperación en materia de prevención, investigación y enjuiciamiento de terroristas y delitos	1
En el marco del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo y su iniciativa mundial para proteger a las organizaciones sin fines de lucro de los abusos terroristas, la Dirección organizó un taller regional para los Estados Miembros del África oriental, celebrado en marzo de 2012 en Nairobi, en el que se examinaron las prácticas nacionales y se determinaron deficiencias en la supervisión del sector de las organizaciones sin fines de lucro con respecto a riesgos concretos de financiación del terrorismo.	0
Más de seis años después de la aprobación de la resolución 1624 (2005), el riesgo y la amenaza de incitación a la comisión de actos de terrorismo siguen siendo graves en la mayor parte del mundo, pero existen diferencias en el nivel de riesgo y amenaza, incluso entre los Estados de la misma región o subregión.	0
Por ejemplo, Europa cuenta con la Unión Europea (UE) y el Acuerdo de Schengen; África, la Comunidad Económica de los Estados del África Occidental (CEDEAO) y la Comunidad del África Meridional para el Desarrollo (SADC); Asia, la Asociación de Naciones del Asia Sudoriental (ASEAN) y la Comunidad de Estados Independientes (CEI); América del Norte, el Tratado de Libre Comercio de América del Norte (TLCAN); América Central, el Sistema de la Integración Centroamericana (SICA); y América del Sur, tanto la Comunidad Andina como el Mercado Común del Sur (MERCOSUR), que están avanzando hacia una fusión para crear la Comunidad Suramericana de Naciones.	1
Acogiendo con beneplácito el establecimiento de la Comisión Electoral Nacional Independiente Permanente, recordando la necesidad de que las candidaturas de sus miembros se presenten mediante un proceso independiente e inclusivo, y recordando la importancia de que las elecciones previstas para 2010 se preparen con el espíritu de reconciliación y diálogo consagrado en la Constitución de Burundi, que había dado lugar a una transición satisfactoria,	1
Malí y el Níger son miembros del recientemente establecido Centro Conjunto de Inteligencia subregional en Tamanrasset (Argelia).	1
11. Expresa su disposición a examinar la forma en que los mandatos de mantenimiento de la paz podrían hacer frente mejor a los efectos negativos de los conflictos armados en los civiles;	0
También se ha avanzado en el intercambio de información sobre esas personas, en particular por conducto de la Organización Internacional de Policía Criminal (INTERPOL), así como en la cooperación en materia de seguridad fronteriza.	1
El 9 de septiembre de 2011, un convoy que transportaba al brigadier Julius Maada Bio (Rtd), candidato presidencial del SLPP, fue atacado por partidarios del APC en Bo, en la región meridional, lo que le causó heridas.	0
En África oriental y meridional, presta apoyo a la Red Nacional de Control de Aduanas, que permite a los países registrar y analizar información sobre remesas y personas sospechosas, incluso sobre aspectos relacionados con la lucha contra el terrorismo.	1
Sin embargo, la responsabilidad de la adopción de nuevas medidas recae también en los Estados miembros, al proponer nombres, señalar problemas o debatir nuevas mejoras de los procedimientos.	0
25. La marcha prevista para el 25 de marzo fue ampliamente publicitada y percibida por algunos como un grave desafío para el Presidente y las instituciones legítimas del Estado.	0
61. La protección de los civiles en el Chad oriental consiste en algo más que garantizar la seguridad física de los refugiados, los desplazados y los trabajadores humanitarios y la prestación de apoyo logístico y estructuras rígidas para el DIS.	1
i) Adopte medidas inmediatas para garantizar la igualdad entre los géneros en la práctica, por ejemplo proporcionando igualdad de acceso a la mujer en la vida pública y el empleo; erradique las leyes, reglamentos y prácticas discriminatorios que afectan a la mujer; adopte medidas para hacer frente a todas las formas de violencia contra la mujer, incluida la violencia doméstica, la violencia sexual y por razón de género por parte de agentes del Estado o dentro de las instituciones del Estado; y responda de manera inmediata y eficaz a la trata de mujeres, y haga frente a las causas estructurales que hacen que las mujeres sean vulnerables a esas violaciones;	1
La Comisión ha formulado una serie de recomendaciones para adoptar medidas inmediatas a fin de poner fin a las violaciones de los derechos humanos y abordar las preocupaciones de derechos humanos planteadas por la Comisión, incluidas recomendaciones concretas dirigidas al Consejo de Seguridad, que merecen la atención y el examen del Consejo.	1
A fin de lograr una mayor coherencia y conformidad del juicio en todos los documentos preparados para el Comité, se establecerán mecanismos de grupos múltiples que se centrarán en las diferentes esferas técnicas a que se refieren las resoluciones 1373 (2001) y 1624 (2005), y se establecerá una dependencia de control de calidad para examinar todos los documentos antes de su publicación.	1
- El 16 de noviembre de 2014, las fuerzas del régimen lanzaron granadas de mortero contra la mezquita de Madera, en Damasco Rural, hiriendo a cuatro civiles y dañando gravemente la mezquita.	0
Puesto que algunas tribus no tenían tierras tradicionales asignadas a ellas, y con el conflicto por los recursos naturales creciendo, hubo un intento sistemático de desalojar tribus consideradas como "no salvación" de sus tierras.	0
