en_es_GOOGLE	MatConf
Por ejemplo, la Comisión concluyó que en numerosas ocasiones el término Janjaweed fue utilizado por las víctimas y miembros de las autoridades para describir a hombres concretos que habían nombrado líderes de ataques contra aldeas en las que se mataba a civiles y se cometían violaciones.	1
Más tarde, ese mismo día, una acción militar en la base aérea de la FACI en el aeropuerto internacional de Abidján tuvo como resultado la destrucción de los otros dos Su-25, dos helicópteros Mi-24V y un UAV.	1
31. El Estado considera que la difusión del cristianismo es una amenaza particularmente grave, ya que cuestiona ideológicamente el culto oficial a la personalidad y proporciona una plataforma para la organización y la interacción social y política fuera del ámbito del Estado.	1
Las células, ramas o grupos asociados deben ahora funcionar de forma autónoma y financiar sus propias actividades.	1
Organizaciones internacionales y regionales: Secretaría de la Comunidad del Caribe, Comisión Europea, Servicio Europeo de Acción Exterior, Organización para la Seguridad y la Cooperación en Europa, Organización para la Prohibición de las Armas Químicas, Panel de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1737 (2006), Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, el Comité establecido en virtud de la resolución 1540 (2004) y Grupo de Expertos, Organización Internacional de Policía Criminal, Organización Mundial de Aduanas.	0
Sin embargo, tras muchos años de guerra, y también como resultado de una fuerte presión internacional, el Gobierno y el principal movimiento rebelde del sur, el Movimiento/Ejército de Liberación del Pueblo Sudanés, iniciaron conversaciones de paz en 2002.	0
Los ataques en el Afganistán muestran cada vez más la influencia de los métodos de Al-Qaida en el Iraq: los atentados suicidas con bombas y las decapitaciones son cada vez más habituales, y las pruebas se muestran en la televisión.	1
Una mejor implementación de las normas será esencial para fomentar la confianza de los serbios de Kosovo y otras minorías durante un período de creciente tensión política. También será esencial para lograr la confianza de la región y de la comunidad internacional.	0
18. El 31 de diciembre de 2002, un equipo especial de investigación de la MONUC fue a la zona de Beni para investigar las denuncias de que se habían producido graves violaciones de los derechos humanos (ejecuciones arbitrarias, violaciones, torturas y desapariciones forzadas) en la ciudad de Mambasa y en las aldeas situadas en los ejes. Mambasa-Mangina y Mambasa-Erengueti.	1
&quot;El Consejo de Seguridad subraya la necesidad de que los Estados Miembros en situaciones posteriores a conflictos, en consulta, entre otros, con la sociedad civil, incluidas las organizaciones de mujeres, aborden las necesidades y prioridades específicas de las mujeres y las niñas en sus estrategias nacionales para mejorar su situación socioeconómica. condiciones, la participación en actividades generadoras de ingresos y su acceso a la educación y a los servicios básicos.	0
68. Estoy consternado por los asesinatos selectivos de cientos de civiles inocentes y el consiguiente desplazamiento de población en Beni. Deploro las continuas y graves violaciones de los derechos humanos y del derecho internacional humanitario en otras partes del país, que son igualmente inaceptables.	1
Debido a la condena ya cumplida, los policías fueron puestos en libertad en la primera semana de marzo. El 8 de marzo de 2008, el Sr. Abdelaziz me escribió para protestar porque la liberación anticipada de los policías equivalía a &quot;una oferta de impunidad&quot; por parte de las autoridades marroquíes por las acciones de los policías.	1
Después del bombardeo, los Janjaweed atacaron, destruyeron casas y saquearon propiedades.	1
31. La dotación de las Unidades Integradas Conjuntas, que no ha cambiado desde abril de 2009, es de 32.900 (aproximadamente el 83% de la dotación prevista en su mandato de 39.639).	1
Dieciocho personas detenidas en Bouaké en relación con los hechos fueron trasladadas a la prisión civil de Korhogo. En otro incidente, el 17 de enero, 11 personas, entre ellas dos nacionales franceses, presuntamente asociadas con el Sr. Coulibaly, fueron arrestadas en Abidján por planear un golpe de estado. El 30 de enero, el fiscal del tribunal militar de Abidján emitió una orden de detención internacional contra el Sr. Coulibaly, acusado de conspiración contra el Estado.	1
(a) convertirse en parte, con carácter de urgencia, de todos los convenios y protocolos internacionales pertinentes relacionados con el terrorismo, en particular el convenio internacional de 1999 para la represión de la financiación del terrorismo y apoyar todas las iniciativas internacionales adoptadas con ese fin, y aprovechar plenamente las fuentes de asistencia y orientación que ahora están disponibles;	0
73. El Departamento de Seguridad Civil y Preparación para Emergencias se creó oficialmente el 9 de noviembre mediante el reglamento Nº 2000/61 de la UNMIK.	0
117. Especialmente desde que la comunidad internacional tomó conciencia de las repercusiones de las acciones de los Janjaweed, las respuestas del Gobierno del Sudán al uso del término parecen haber tenido como objetivo negar la existencia de cualquier vínculo entre el Estado y los Janjaweed; y la mayoría de los funcionarios atribuyen habitualmente las acciones de los Janjaweed a &quot;bandidos armados&quot;, &quot;elementos incontrolados&quot; o incluso al ELS y el JEM.	1
En una declaración presidencial (S/PRST/2004/15) aprobada el 14 de mayo, el Consejo expresó seria preocupación por los informes de una incursión en la República Democrática del Congo por parte de elementos del ejército rwandés y los informes de una mayor actividad militar por parte de las Fuerzas Democráticas de Liberación de Ruanda en la parte oriental de la República Democrática del Congo y sus incursiones en el territorio de Ruanda.	1
5. Mi reciente visita a la región del Sahel reforzó mi creencia en la importancia de considerar la paz, la seguridad, el desarrollo y los derechos humanos de manera interconectada.	0
También encontraron los cadáveres de entre 20 y 30 civiles que habían muerto durante el ataque, entre ellos mujeres y niños. Según los informes, todas las víctimas eran de Adwa y pertenecían a la tribu Fur.	1
Sin embargo, el Equipo recomienda que el Consejo de Seguridad señale a los Estados Miembros que están obligados por el régimen de sanciones a impedir el uso de Internet para el suministro, la venta o la transferencia directa o indirecta de asesoramiento técnico, asistencia o entrenamiento relacionado con actividades militares. actividades a personas y entidades incluidas en la Lista desde sus territorios o por sus nacionales fuera de sus territorios.	0
Durante el período comprendido entre el 20 de octubre y el 10 de diciembre de 2014, helicópteros del régimen lanzaron un total de 1.125 bombas de barril, matando a 603 civiles, entre ellos 129 niños y 112 mujeres.	1
El Consejo acogió con satisfacción el acuerdo de alto el fuego del 8 de abril, expresó su apoyo pleno y activo a los esfuerzos de la Unión Africana para establecer la comisión de alto el fuego y unidades de protección, y pidió a las partes sudanesas que facilitaran el despliegue inmediato de observadores en Darfur.	0
Cuatro Estados han creado unidades especializadas en la lucha contra el terrorismo y tres han adoptado medidas en esa dirección.	1
Esto es inaceptable y debe ser condenado categóricamente, en particular por el Consejo de Seguridad, utilizando los medios que tiene a su disposición.	0
Se comparte constantemente información sobre las operaciones marroquíes de remoción de minas con el Centro de Coordinación de Actividades relativas a las Minas.	0
47. El Gobierno de la República Centroafricana ha expresado repetidamente su firme preferencia por recibir asistencia directa para el fomento de la capacidad de sus fuerzas nacionales y ha iniciado contactos con varios posibles socios bilaterales.	0
Expresa su profunda preocupación por el aumento de los conflictos localizados, el aumento de la criminalidad y la violencia y sus efectos sobre los civiles, y en particular por el fuerte aumento de los enfrentamientos entre tribus, y pide a todas las partes que pongan fin urgentemente a esos enfrentamientos y busquen la reconciliación y el diálogo. ..	1
