en_es_DEEPL	VerConf
12. El 11 de mayo de 2005, Aqeel Al-Aquil interpuso una demanda ante el tribunal federal de distrito del Distrito de Columbia contra funcionarios del Departamento de Justicia, del Departamento de Estado y del Departamento del Tesoro de Estados Unidos, alegando que su designación como terrorista por el Gobierno estadounidense el 2 de junio de 2004 violaba los derechos que le reconoce la Constitución de Estados Unidos. Al-Aquil, residente y ciudadano de Arabia Saudí, fue presidente de la Fundación Islámica Al-Haramain, con sede en Arabia Saudí, hasta que las autoridades saudíes la clausuraron en 2004. El 6 de julio de 2004, las Naciones Unidas lo incluyeron en la lista con el apellido Al-Aquil, junto con varias oficinas de Al-Haramain en Afganistán, Albania, Bangladesh, Etiopía y Países Bajos (las Naciones Unidas han incluido en la lista otras oficinas de Al-Haramain antes y después de esa inclusión).	1
Insta además al Secretario General a que trate de ampliar el papel y la contribución de las mujeres en las operaciones de las Naciones Unidas sobre el terreno, y especialmente entre los observadores militares, la policía civil y el personal humanitario y de derechos humanos.	0
143. En segundo lugar, el gobierno y los líderes rebeldes deben hacer hincapié en los esfuerzos para prevenir los excesos, proteger a las personas en peligro y llevar ante la justicia a los responsables de los excesos.	0
El Consejo podría desempeñar un papel importante a la hora de garantizar el establecimiento de programas de reparación para atender las necesidades de las víctimas.	0
El compromiso con el GAFI, los controles anticorrupción, la cooperación internacional en investigaciones financieras y la ratificación de convenios internacionales relacionados con la lucha contra el terrorismo parecen mejorar el entorno normativo general de los Estados.	0
Varias Delegaciones han considerado que difícilmente pueden tomarse decisiones que hagan avanzar las cuestiones pendientes, dadas las actuales situaciones internas, en particular el conflicto de Sudán del Sur.	1
"El Consejo de Seguridad está especialmente preocupado por los ataques contra trabajadores humanitarios, en violación de las normas del derecho internacional.	1
- el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad;	1
La cooperación y la coordinación en los controles fronterizos entre Estados contiguos son especialmente importantes para proporcionar una vigilancia y una cobertura eficaces a lo largo de extensas fronteras abiertas y porosas.	0
Las ejecuciones sumarias tuvieron como objetivo a la etnia nande y a los pigmeos, que se vieron obligados a huir a la selva por primera vez para escapar de la persecución por su presunta colaboración con el Rassemblement congolais pour la démocratie/Mouvement de libération (RCD-ML).	0
Habiéndose reunido en Argel, a instancias de Argelia, para seguir acercando las posiciones de los movimientos armados del norte de Malí con el fin de crear todas las condiciones para el éxito de las futuras negociaciones con el Gobierno de Malí;	0
12. El Comité celebrará debates temáticos sobre el refuerzo de los esfuerzos para limitar la movilidad de los terroristas con la participación de expertos de todas las organizaciones internacionales técnicas pertinentes antes de la quinta reunión extraordinaria.	0
Sr. Le Luong Minh (Viet Nam): El terrorismo es una preocupación compartida por todos los miembros de las Naciones Unidas y por la comunidad internacional en general.	1
Para ello, el Departamento identificó varios puntos de referencia como cruciales para este proceso. Entre ellos, la creación de los tres comités obligatorios de la asamblea: el de política y finanzas, el de comunidades y el de mediación.	0
95. El establecimiento de las difusiones especiales Interpol-Consejo de Seguridad de las Naciones Unidas requirió una cooperación extraordinariamente estrecha entre ambas organizaciones a lo largo del año pasado, así como el acuerdo de la Asamblea General de Interpol y del Comité 1267 (1999).	0
Los nacidos antes del 25 de mayo de 1988 o reclutados después del 25 de mayo de 2006 debían ser dados de baja inmediatamente, tal y como exigía el Acuerdo General de Paz.	0
63. Las restricciones a la libertad de expresión siguen siendo motivo de gran preocupación.	0
"Subraya que ningún intento de desestabilizar el Líbano debe impedir la celebración, sin demora, de unas elecciones presidenciales libres y justas, de conformidad con las normas constitucionales libanesas, sin injerencias ni influencias extranjeras y respetando plenamente las instituciones democráticas.	0
Las operaciones conjuntas regulares de dominio de la zona y de acordonamiento y búsqueda han dado lugar a la detención de algunos elementos de las milicias y a la incautación de armas y municiones ilegales, además de limitar el margen de maniobra operativo de los grupos milicianos.	0
6. Decide, para asistir al Comité en el cumplimiento de su mandato, establecer por un período de 18 meses un Equipo de Apoyo Analítico y Vigilancia de las Sanciones con sede en Nueva York (denominado en lo sucesivo "el Equipo de Vigilancia") bajo la dirección del Comité con las responsabilidades enumeradas en el Anexo de la presente resolución;	0
Este participante añadió que el papel de los coordinadores políticos había cambiado radicalmente en los últimos 10 años, convirtiéndose en una parte más formalizada e institucionalizada de cada delegación.	0
El sector sin ánimo de lucro es posiblemente el más vulnerable a la financiación del terrorismo y el más difícil de regular y controlar.	1
La situación de las minorías sigue siendo motivo de preocupación, especialmente en lo que respecta a la libertad de circulación y el acceso a la justicia.	1
En sus informes al Consejo de diciembre de 2005 y junio de 2006, el Secretario General Adjunto Gambari describió las graves condiciones humanitarias y de derechos humanos en Birmania, incluida la detención de más de 1.100 presos políticos, así como la salida de Birmania de refugiados, drogas, VIH/SIDA y otras enfermedades.	0
Hubo informes de discusiones entre posibles manifestantes y las fuerzas de seguridad, en algunos casos cara a cara.	0
101. Desde noviembre de 2004, el Gobierno de Costa de Marfil ha intentado reparar, mantener y reconstruir la FACI como una declaración política de que el poder aéreo proporciona al Gobierno una ventaja militar que no tienen las FN.	0
El JEM señaló que el hecho de que no se hubiera violado a ninguna mujer árabe ni destruido ninguna aldea árabe era prueba de que el gobierno estaba atacando específicamente a las tribus africanas.	0
La información de que disponemos indica que el enviado especial ya está explorando nuevos acuerdos que acomoden y aplaquen el incumplimiento por parte de Etiopía de los términos del Acuerdo de Argel y su rechazo de la decisión de la Comisión de Fronteras.	1
A. Necesidades actuales 85. Desde la imposición de las medidas del Consejo de Seguridad a Côte d'Ivoire, el Gobierno ha restringido la adquisición de armas y municiones. Ello se debe a un programa intensivo de adquisiciones anterior al embargo y al uso limitado de armas y municiones durante el breve período de conflicto armado intenso en 2004.	0
20. Desde mi informe (véase S/2007/619, párr. 25), el Real Ejército de Marruecos ha seguido denunciando un gran número de presuntas violaciones del acuerdo militar núm. 1 por parte del Frente Polisario en relación con la presencia de personas y vehículos en la franja de protección.	1
16. En segundo lugar, la delincuencia transfronteriza debilita las capacidades del Estado, incluidas las militares y policiales.	0
Les anima a redoblar sus esfuerzos para garantizar la seguridad de la población civil en su territorio, incluidos los extranjeros a los que conceden refugio.	0
Exige a las partes en conflicto que adopten inmediatamente medidas adecuadas para proteger a los civiles, incluidas las mujeres y los niños, de todas las formas de violencia sexual, en consonancia con la resolución 1820 (2008).	1
Por nuestra parte, vinculamos la cuestión de la legitimidad directamente a la celebración de las elecciones, cuyos preparativos están en curso en el Organismo Conjunto de Gestión Electoral.	1
La Dirección Ejecutiva también ha establecido relaciones especialmente estrechas con algunas organizaciones regionales y subregionales, en particular la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de Estados Americanos en América, el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados de África Occidental, la Autoridad Intergubernamental para el Desarrollo Programa de Fomento de la Capacidad contra el Terrorismo (ICPAT) y la Comunidad para el Desarrollo del África Meridional en África; en Europa, el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa; el Foro de las Islas del Pacífico en el Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Sudeste Asiático en Asia.	0
