en_es_TRANSFORMERS	VerConf
La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar su aplicación; la segunda se encuentra en las diversas formas en que los Estados interpretan sus obligaciones, y la tercera se refiere al alcance del embargo de armas y a su pertinencia para la metodología en constante evolución de sus objetivos.	0
Insto a las autoridades congoleñas y a otros interesados pertinentes a que adopten las medidas necesarias para poner fin a esos actos, que podrían socavar la credibilidad de las encuestas y aumentar el riesgo de violencia.	1
Espero que esta medida positiva ayude a crear un clima propicio para poner fin al estancamiento actual y allanar el camino para el tan esperado progreso hacia una solución política justa, duradera y mutuamente aceptable del conflicto.	0
El Consejo de Seguridad reitera su más enérgica condena de la profanación, el daño y la destrucción de lugares de importancia sagrada, histórica y cultural, especialmente pero no exclusivamente los declarados Patrimonio de la Humanidad por la UNESCO, incluso en la ciudad de Tombuctú.	1
El Consejo de Seguridad considera que las sanciones son un instrumento importante en la lucha contra el terrorismo y subraya la importancia de que se apliquen pronta y eficazmente las resoluciones pertinentes, en particular las resoluciones 1267 (1999) y 1989 (2011) del Consejo de Seguridad, como instrumento fundamental en la lucha contra el terrorismo.	1
Reconociendo que el fortalecimiento de las instituciones nacionales de derechos humanos y el respeto de los derechos humanos, las debidas garantías procesales, la lucha contra la delincuencia y la violencia sexual y de género, y el fin de la impunidad son esenciales para garantizar el estado de derecho y la seguridad en [el país afectado],	0
El Subsecretario General interino informó sobre la evolución política en Ucrania, incluida la celebración de las elecciones parlamentarias del 26 de octubre y las elecciones que habían celebrado los rebeldes en Donetsk y Lugansk el 2 de noviembre, que habían sido deploradas por el Secretario General y muchos miembros de la comunidad internacional.	1
Del mismo modo, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de "fondos y activos financieros" y "recursos económicos", sugiriendo que estos últimos incluyen: "[a]ssets de todo tipo, ya sean tangibles o intangibles, muebles o inmuebles, que no son fondos".	0
Todos los comités admitieron haber recibido denuncias de violaciones ocurridas durante los ataques contra aldeas y ninguna de ellas fue registrada ni investigada.	0
Aunque la Comisión no acepta que en la reunión del 8 de mayo el ex Primer Ministro haya dado instrucciones a Rai Los para "eliminar" a sus oponentes políticos, sobre la base de toda la información que tiene ante sí la Comisión está convencida de que existe una sospecha razonable de que el ex Primer Ministro al menos tenía conocimiento de la distribución de armas de la PNTL a civiles.	1
Los dirigentes somalíes deben trabajar en pro de un proceso político abierto a todos los que estén dispuestos a rechazar la oposición violenta.	1
La reforma del sector de la seguridad reitera la importancia de aumentar, en un marco amplio, la funcionalidad, el profesionalismo y la rendición de cuentas del sector de la seguridad [del país afectado] mediante procedimientos apropiados de investigación de antecedentes, capacitación, orientación, equipamiento y empoderamiento, tanto para las mujeres como para los hombres, a fin de acelerar el progreso hacia el objetivo de que las fuerzas de seguridad [del país afectado] sean autosuficientes y estén equilibradas desde el punto de vista étnico, que proporcionen seguridad y garanticen el estado de derecho en todo el país.	0
El objetivo del estudio es presentar las tendencias generales actuales en la aplicación de la resolución con miras a determinar las vulnerabilidades regionales o las esferas en que grupos de Estados se enfrentan a dificultades particulares de aplicación y, por lo tanto, podrían beneficiarse de un enfoque regional o subregional de la lucha contra el terrorismo.	0
Sin embargo, a menudo no hay una detección y prevención eficaces en la frontera debido a la aplicación insuficiente de indicadores de riesgo y criterios de selección; a la falta de intercambio de información y de cooperación entre los funcionarios de aduanas, los servicios encargados de hacer cumplir la ley y de inmigración y las dependencias de inteligencia financiera; y a la falta de recursos humanos y materiales especializados.	1
El Consejo condena todas las medidas unilaterales destinadas a crear hechos sobre el terreno que perjudiquen el resultado de las negociaciones.	1
6. Exige que todos los Estados y partes en los conflictos armados apliquen plenamente todas las decisiones pertinentes del Consejo de Seguridad y, a este respecto, cooperen plenamente con las misiones de mantenimiento de la paz de las Naciones Unidas y los equipos en los países en el seguimiento y la aplicación de esas resoluciones;	0
En su resolución 1559 (2004), el Consejo de Seguridad pidió la disolución y el desarme de todas las milicias libanesas y no libanesas.	1
En 2014, en respuesta a las resoluciones 2083 (2012) y 2161 (2014), y para seguir promoviendo la aplicación de los regímenes de sanciones del Consejo de Seguridad por las autoridades nacionales, la División estandarizó el formato de todas las listas de sanciones del Consejo y estableció la Lista consolidada de sanciones del Consejo de Seguridad de las Naciones Unidas, que incluye los nombres incluidos en todas las listas de sanciones de los comités de sanciones del Consejo.	0
:: Coordinación sistemática, entre los componentes civil y militar de la misión y entre la misión y los agentes humanitarios, a fin de consolidar los conocimientos especializados sobre la protección de los civiles.	0
Debido al tiempo ya servido, los policías fueron liberados en la primera semana de marzo.El 8 de marzo de 2008, el Sr. Abdelaziz me escribió para protestar por que la liberación anticipada de los policías equivalía a "una oferta de impunidad" por parte de las autoridades marroquíes por las acciones de los policías.	0
Además, varios Estados han establecido medidas provisionales que permiten a sus funcionarios aplicar sanciones en el marco de una lista del Consejo de Seguridad incluso antes de que se hayan completado los procesos nacionales de validación.	0
34. Destaca la importancia de las consultas y la cooperación entre las Naciones Unidas, el Comité Internacional de la Cruz Roja y otras organizaciones pertinentes, incluidas las organizaciones regionales, para mejorar la protección de los civiles en los conflictos armados;	0
Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la PNTL de la URP el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con esos uniformes de la URP, participaron en el ataque contra los soldados de las F-FDTL que patrullaban.	0
b) El suministro, la venta o la transferencia de armas y material conexo a; c) el reclutamiento; o	0
Las mujeres fueron retenidas durante tres meses por Janjaweed y algunas de ellas quedaron embarazadas como resultado de una violación durante su confinamiento.	0
Reconociendo la importancia de la justicia de transición para promover una reconciliación duradera entre todo el pueblo de Burundi y acogiendo con beneplácito los progresos realizados en los preparativos de las consultas nacionales sobre el establecimiento de mecanismos de justicia de transición, incluso mediante el establecimiento de un Comité Técnico de Seguimiento y un foro de representantes de la sociedad civil,	0
A este respecto, el Reino de Marruecos ha cumplido todas sus obligaciones a tiempo, en particular poniendo en libertad a los detenidos, incluidos los soldados argelinos, y proporcionando todas las aclaraciones sobre las presuntas desapariciones solicitadas por el Comité Internacional de la Cruz Roja.	0
