en_es_DEEPL	VerCoop
El Consejo de Seguridad toma nota con reconocimiento de las medidas iniciales adoptadas rápidamente por el Gobierno de Rwanda para hacer frente a esta situación y alienta al Gobierno de Rwanda a que siga colaborando con las Naciones Unidas y las organizaciones internacionales pertinentes para garantizar que estos combatientes sean desmovilizados permanentemente y sean tratados de conformidad con el derecho internacional pertinente, prestando especial atención a los niños y las mujeres que se encuentran entre ellos.	1
A este respecto, en una carta de fecha 1 de agosto de 2008 dirigida al Presidente del Consejo de Seguridad, el Comité transmitió sus recomendaciones al Consejo de Seguridad sobre la imposición de medidas selectivas contra las personas y entidades designadas por el Comité.	0
"El Consejo de Seguridad reafirma su compromiso con la aplicación plena y efectiva de sus resoluciones sobre la protección de los civiles en los conflictos armados y recuerda las declaraciones anteriores de su Presidente sobre esta cuestión.	1
Muchas personas fueron sometidas a los tratos más horribles, y muchas fueron ejecutadas sumariamente.	0
Tengo el honor de transmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) relativa a Al-Qaida y los talibanes y personas y entidades asociadas, que contiene la posición del Comité sobre las recomendaciones incluidas en el sexto informe del Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones (S/2007/132, apéndice) (véase el anexo).	0
"El Consejo de Seguridad reitera su llamamiento a todas las partes en los conflictos armados, incluidas las partes no estatales, para que cumplan plenamente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular el derecho internacional humanitario y, según proceda, los derechos humanos y el derecho de los refugiados, y apliquen plenamente las decisiones pertinentes del Consejo de Seguridad.	1
3. Los participantes consideraron que, debido a su gravedad, estos acontecimientos ponían de relieve la necesidad y la urgencia de acelerar los preparativos del diálogo intermaliense inclusivo, de manera que se sienten las bases de una auténtica reconciliación entre los malienses y de una paz, seguridad y estabilidad duraderas en el país.	1
Los dos dirigentes sentaron las bases de un diálogo continuado entre Líbano y los palestinos, lo que, en mi opinión, manifiesta un paso importante hacia la superación definitiva de un pasado difícil y hacia la reafirmación de la soberanía y la independencia política de Líbano.	1
115. Dos agentes desarmados de la UIR oriental fueron atacados por miembros de la multitud que se manifestaba en Gleno el 8 de mayo, como se describe en los párrafos 61 a 63 supra.	0
b) si comete dicho acto durante el estado de emergencia nacional o el estado de guerra.	0
Los miembros también esperaban con impaciencia la lista de infractores de las sanciones que el Grupo de Seguimiento debía presentar en su informe final.	1
(a) Alentar a los Estados a que refuercen la capacidad de sus regímenes de lucha contra el blanqueo de capitales y la financiación del terrorismo, prestando especial atención a la regulación de los sistemas alternativos de envío de remesas y las organizaciones benéficas;	1
Aunque la amenaza que representa Al Qaeda como organización terrorista mundial ha disminuido, persiste la que representan sus afiliados y sus ideas contagiosas.	0
Reafirmando también el imperativo de luchar contra el terrorismo en todas sus formas y manifestaciones por todos los medios, de conformidad con la Carta de las Naciones Unidas, y subrayando asimismo que los Estados deben garantizar que las medidas que adopten para luchar contra el terrorismo cumplan todas las obligaciones que les incumben en virtud del derecho internacional, y deben adoptar dichas medidas de conformidad con el derecho internacional, en particular el derecho internacional relativo a los derechos humanos, el derecho de los refugiados y el derecho humanitario,	1
Al cabo de media hora, llegaron otros tres jeeps desde Chad apoyados por un helicóptero militar y de nuevo se produjo un enfrentamiento con la unidad militar sudanesa en el transcurso del cual resultaron heridos un soldado y varios civiles.	0
38. El 20 de septiembre, 778 agentes terminaron su formación en la Academia de Policía. De ellos, 35 eran mujeres y 148 antiguos militares.	0
La resolución es el segundo cambio importante en la tramitación de los contratos de suministro humanitario en el marco del programa desde la adopción de la resolución 1284 (1999), que aumentó la cantidad de petróleo que Iraq podía vender en el marco del programa y creó nuevos procedimientos acelerados para determinados bienes humanitarios.	0
6. Confirma además que los requisitos del apartado 1 (a) anterior se aplicarán también al pago de rescates a personas, grupos, empresas o entidades que figuren en la Lista de Sanciones contra Al-Qaida;	0
(e) Permitir la creación de periódicos y otros medios de comunicación independientes; permitir a los ciudadanos el libre acceso a Internet, las redes sociales, las comunicaciones internacionales, las emisiones y publicaciones extranjeras, incluida la cultura popular de otros países; y abolir la participación obligatoria en organizaciones de masas y las sesiones de adoctrinamiento;	0
24. Insta al Grupo Internacional de Trabajo, que recibirá informes periódicos del Grupo de Mediación, y al Comité de Sanciones establecido en virtud de la resolución 1572 (2004), de 15 de noviembre de 2004, a que evalúen, supervisen y sigan de cerca los progresos realizados en relación con las cuestiones mencionadas en los párrafos 14 a 18 supra;	0
162. El equipo forense neerlandés contó con la ayuda de numerosas personas para llevar a cabo la investigación en el lugar del crimen, por ejemplo, agentes de la policía científica de las FIS, un equipo de buzos británicos, un experto francés en explosivos, un científico forense de Irlanda del Norte, un ingeniero eléctrico alemán especializado en dispositivos de interferencia, un equipo de investigadores japoneses del lugar del crimen, un experto alemán en automóviles, un experto neerlandés en automóviles y varios especialistas libaneses.	0
Encomendar a las misiones de mantenimiento de la paz de las Naciones Unidas y a otras misiones pertinentes autorizadas por el Consejo de Seguridad, cuando proceda y en función de cada caso, que contribuyan imparcialmente a la protección de la población civil, incluida la que se encuentre bajo amenaza inminente de violencia física, dentro de sus zonas de operaciones.	0
Por lo tanto, es importante que los Estados no pierdan de vista este elemento del embargo. El Comité tal vez desee recordárselo cuando surja la oportunidad, alentándoles a que presenten para su inclusión en la lista los nombres de quienes proporcionen "asesoramiento técnico, asistencia o capacitación relacionados con actividades militares" (resolución 1617 (2005), párr. 1 c)) en violación de las medidas. 1 (c)) en violación de las medidas.	0
El Comité también siguió alentando al Equipo de Vigilancia a que siguiera reforzando su papel en el fortalecimiento de la capacidad de los Estados Miembros para aplicar plenamente el régimen de sanciones del Consejo de Seguridad contra Al-Qaida y personas y entidades asociadas. A este respecto, el Comité alentó la cooperación entre el Equipo de Vigilancia y la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, que actúa como integrador del sistema para las iniciativas de fomento de la capacidad en el marco de las sanciones del Consejo.	1
Sobre la base del examen inicial llevado a cabo por la MINURSO, se desplegó un equipo de examen del personal, y posteriormente un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz, para ultimar las recomendaciones encaminadas a reconfigurar la estructura civil a fin de apoyar mejor las actuales actividades encomendadas, garantizar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.	1
