en_es_DEEP	VerConf
"El Consejo de Seguridad expresa su profunda preocupación por las tensiones en los estados del Nilo Azul y Kordofán del Sur.	1
En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, el lento ritmo de progreso en otros lugares obstaculiza el intercambio de inteligencia y la alerta temprana.	1
Es con mayor preocupación que debo informar nuevamente hoy que, a pesar de los esfuerzos considerables de la UNAMID, la situación de seguridad en Darfur no ha mejorado mucho.	1
:: Las reuniones consultivas celebradas con varios asociados que reconocieron la importancia del programa de inversiones prioritarias y expresaron su compromiso de apoyar al G-5 del Sahel en lo que respecta a la financiación del programa y el establecimiento de la secretaría permanente, incluido el Consejo Mundial Banco Africano de Desarrollo, Banco Islámico de Desarrollo, fondos y bancos árabes, la Unión Europea y las Naciones Unidas. Estos socios elogiaron la energía del G-5 del Sahel y el fuerte liderazgo de los Jefes de Estado, como lo demuestra su excelente enfoque para abordar los principales desafíos en el Sahel, particularmente en las áreas de seguridad y desarrollo.	0
La delegación cubana condena enérgicamente los ataques contra civiles palestinos, así como la destrucción general que provocan las fuerzas de ocupación israelíes en el norte de la Franja de Gaza. Asimismo, hacemos un llamado al cese inmediato de esos ataques y a la retirada urgente de las fuerzas de ocupación.	1
Rumania subraya una vez más que cualquier acto terrorista es inaceptable y debe ser condenado.	1
Esto es inaceptable y debe ser condenado categóricamente, en particular por el Consejo de Seguridad, utilizando los medios que tiene a su disposición.	1
El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, cometidas contra civiles en situaciones de conflicto armado.	1
Mediante la resolución 1425 (2002), el Consejo estableció el Grupo de Expertos sobre Somalia, al que sucedió el Grupo de Supervisión establecido mediante la resolución 1519 (2003).	0
No hacer nada contra un grupo tan malvado con el imprudente pretexto de que no representa ninguna amenaza para el Gobierno es abdicar de la responsabilidad cardinal de cualquier Estado, es decir, garantizar la seguridad de sus ciudadanos.	1
Los miembros expresaron preocupación por la situación de seguridad y subrayaron que, a menos que se abordara rápida y eficazmente, la normalización podría estancarse, socavando los esfuerzos de las autoridades por estabilizar el Estado.	1
Sin embargo, parece faltar el elemento crucial de la intención genocida, al menos en lo que respecta a las autoridades del Gobierno central.	1
A veces esas medidas se adoptan en el contexto de medidas preventivas cuando los actos terroristas supuestamente se encuentran todavía en la etapa preparatoria.	1
Hemos pedido al Consejo en varias ocasiones que actúe para obligar a Israel a poner fin a sus ataques militares, garantizar la protección de la población civil y poner fin a las medidas punitivas ilegales con las que está provocando deliberadamente una catástrofe humana en la Franja de Gaza.	1
"El Consejo de Seguridad reconoce la necesidad de prestar una atención más sistemática a la implementación de los compromisos de paz y seguridad de las mujeres en su propio trabajo para asegurar la mejora de la participación de las mujeres en la prevención y resolución de conflictos y la consolidación de la paz y continuar integrando perspectivas de género apropiadas en los mandatos de misiones pertinentes de mantenimiento de la paz de las Naciones Unidas, así como en otras áreas temáticas pertinentes de paz y seguridad.	0
"a) Establecer los hechos y circunstancias pertinentes a los incidentes ocurridos los días 28 y 29 de abril y 23, 24 y 25 de mayo y los acontecimientos o cuestiones conexos que contribuyeron a la crisis, incluidas las cuestiones relacionadas con el funcionamiento del sector de la seguridad;	0
Determinando que la situación en la región sigue constituyendo una amenaza a la paz y la seguridad internacionales,	1
No quedó satisfecho con sus observaciones en la escena del crimen, pero esperaba que todo fuera mejor al día siguiente, ya que las responsabilidades se habían distribuido en la reunión anterior.	1
Los mecanismos de derechos humanos de las Naciones Unidas han expresado preocupación, por ejemplo, por las medidas adoptadas por algunos Estados para restringir, y en algunos casos criminalizar, las actividades de ciertos grupos religiosos o de sus miembros.	1
Inmediatamente después de la explosión, los órganos de seguridad, militares y de defensa civil, así como la Cruz Roja, acudieron al lugar del crimen para desempeñar sus funciones.	0
El Consejo reitera la importancia de abordar las necesidades de consolidación de la paz de las mujeres y su participación en el desarrollo y la implementación de estrategias posconflicto.	0
Vehículos de Protección Civil, Bomberos y Cruz Roja se desplazaron hasta la zona y actuaron para apagar el fuego, recoger los cadáveres y trasladar a los heridos al hospital.	0
Condenar y pedir el cese inmediato de los actos de violencia sexual cometidos en el contexto de un conflicto armado y asociados con él.	1
Los frecuentes pedidos de donaciones por parte de los grupos y sus afirmaciones de que no pueden lanzar ataques por falta de dinero han alentado un mayor énfasis en agregar financiadores a la Lista.	1
Esto se debe principalmente a que el terrorismo tiene una naturaleza evolutiva.	1
29. Como parte de los esfuerzos de la División por contratar expertos bien calificados para formar parte de los grupos, equipos y paneles de vigilancia de las sanciones, y como se hace anualmente, en diciembre se envió una nota verbal a todos los Estados Miembros para solicitar la designación de candidatos calificados para pertenencia a la lista de expertos de la División.	0
El extremismo fundamental con sus manifestaciones puede seguir existiendo en zonas del este.	0
Por lo tanto, es importante que los Estados no pierdan de vista este elemento del embargo. El Comité tal vez desee recordárselo cuando surja la oportunidad, alentándolos a presentar para la inclusión en la lista los nombres de quienes brindan "asesoramiento técnico, asistencia o capacitación relacionada con actividades militares" (resolución 1617 (2005), párr. 1 c). ) en violación de las medidas.	1
Estas reuniones, organizadas en nombre del Comité por la Dirección Ejecutiva, brindan la oportunidad de debatir, entre otras cosas, las tendencias y los desafíos relacionados con el terrorismo, los esfuerzos de los Estados para combatir el terrorismo, las fortalezas, las debilidades y las necesidades de asistencia técnica, y las buenas prácticas en la aplicación de las dos resoluciones.	0
Si bien una mayor cooperación internacional en materia de aplicación de la ley, inteligencia y frentes diplomáticos, y mejores sistemas de control fronterizo en los Estados miembros han dificultado los viajes de los terroristas, la clave para una implementación exitosa del régimen de sanciones es la cantidad de detalles precisos en la Lista Consolidada.	0
c) Promover la adopción de controles internos más estrictos sobre armas y explosivos.	0
El Consejo subraya su voluntad de tomar medidas contra cualquier parte que intente socavar el proceso de paz, incluso no respetando dicho cese de hostilidades o impidiendo las conversaciones, el mantenimiento de la paz o la ayuda humanitaria.	1
Actos de este tipo son totalmente inaceptables. La Autoridad Palestina debe poner fin a esos lanzamientos y procesar a los perpetradores.	1
El derecho internacional también prohíbe los ataques indiscriminados contra civiles, es decir, cualquier ataque a zonas o lugares donde puedan encontrarse civiles y combatientes, que no esté dirigido a un objetivo militar específico, o que emplee métodos o medios de combate que no puedan dirigirse a un objetivo militar específico. objetivo militar específico.	0
Además, en virtud del Pacto Internacional de Derechos Civiles y Políticos, ni siquiera en una situación de emergencia pública se puede suspender la prohibición del uso de la tortura.	0
Este desagradable incidente político fue duramente condenado en un comunicado de prensa emitido inmediatamente después del incidente por la Oficina del Presidente Ernest Bai Koroma, y ​​en muchos comunicados de prensa posteriores de otros grupos de interés político, incluidos los partidos APC y PMDC, la Comisión de Medios Independientes, la Comisión de Registro de Partidos Políticos (PPRC) y la Campaña por la Buena Gobernanza.	1
Como se recordará, el Gobierno de Eritrea instó al Consejo de Seguridad, mediante su carta de 28 de febrero de 2012 (S/2012/126), a asumir sus responsabilidades y adoptar medidas apropiadas contra los innumerables e ilegales actos de agresión y ocupación.	1
La reforma del sector de la seguridad sigue siendo uno de los principales desafíos para la paz y la estabilidad a largo plazo.	1
El Gobierno haría un gran servicio a su sistema judicial si tomara medidas para derogar el decreto que creó los tribunales.	1
Se debe brindar apoyo al proceso de reforma del sector de la justicia, en estrecha colaboración con el equipo de las Naciones Unidas en el país. También se debe apoyar el establecimiento y fortalecimiento de mecanismos de rendición de cuentas dentro de las fuerzas de seguridad y defensa.	0
Varios Estados aún no han aplicado procedimientos para identificar y congelar los activos terroristas sin demora.	0
Determinando que la situación en el Afganistán constituye una amenaza a la paz y la seguridad internacionales en la región,	1
El Sr. Bralo, acusado por el Tribunal Internacional para la ex Yugoslavia por crímenes de guerra, se entregó el 10 de noviembre y fue trasladado a La Haya el 11 de noviembre de 2004.	0
Sin embargo, la situación sigue siendo preocupante dada la larga frontera que separa a nuestros dos países, sobre la cual es difícil ejercer control.	1
El Secretario General Adjunto señaló además que las Naciones Unidas habían detectado un aumento de la retórica acusatoria dirigida por el Gobierno de Sudán del Sur hacia la UNMISS y violaciones del Acuerdo sobre el Estatuto de las Fuerzas de la UNMISS por parte del Gobierno de Sudán del Sur.	1
"El Consejo de Seguridad está especialmente preocupado por los ataques contra los trabajadores humanitarios, en violación de las normas del derecho internacional.	1
Exhorto a las autoridades libanesas a que hagan todo lo posible para arrestar a los responsables de este intento de asesinato y llevarlos ante la justicia.	0
A medida que el sistema de las Naciones Unidas y sus socios pasan de la respuesta humanitaria a las intervenciones de recuperación y desarrollo, se desarrollará una estrategia de salida para la Oficina de Coordinación de Asuntos Humanitarios en el país.	0
Además, el Punto Focal para la exclusión de la Lista establecido por la resolución 1730 (2006) del Consejo de Seguridad puede aceptar una solicitud de exclusión de la familia de una persona fallecida incluida en la lista, o de su representante, lo que ha facilitado la tarea de a los herederos legítimos (no incluidos en la lista) de una persona fallecida que se procese una solicitud cuando ningún Estado esté listo para actuar en su nombre.	0
En una región tan compleja como vital para el mantenimiento de la paz y la seguridad internacionales, las autoridades encuentran grandes dificultades y limitaciones en su respuesta a las demandas y expectativas de una población ávida de reformas.	1
8. El Consejo estará especialmente atento a aquellos que puedan intentar obstruir el proceso de transición, en particular aquellos que puedan actuar violando el embargo de armas en la República Democrática del Congo o negarse a participar en los procesos de desarme, desmovilización y la reintegración o desarme, la desmovilización, la reintegración y la repatriación o reasentamiento y la integración de las fuerzas armadas de la República Democrática del Congo.	1
Otro se refirió a los riesgos de aumento de los flujos migratorios, movimientos radicales y activación de redes terroristas internacionales en las inmediaciones de Europa, aunque afirmó que no detectaba ninguna amenaza inmediata a su territorio.	1
Sin crear ninguna nueva obligación internacional, este instrumento no vinculante reitera la obligación de los Estados de garantizar el respeto y la aplicación del derecho internacional humanitario y de los derechos humanos a través de la legislación nacional, y se centra en el papel de los Estados a la hora de poner a disposición recursos adecuados, efectivos, rápidos y apropiados. , incluida la reparación, a las víctimas.	0
Además, aunque la situación general de seguridad se ha mantenido tranquila y pacífica desde que Timor-Leste asumió formalmente la plena responsabilidad de la seguridad el 20 de mayo, el contrabando, el comercio ilegal y el cruce de fronteras deben percibirse como motivo de preocupación, al igual que las tensiones relacionadas con las manifestaciones en Dili el pasado mes de julio.	1
47. El Equipo de Vigilancia ha intensificado su labor encaminada a establecer vínculos con expertos académicos y de la sociedad civil a fin de comprender mejor la naturaleza cambiante de la amenaza que plantean Al-Qaida y las personas y entidades asociadas, mediante el diálogo con académicos y académicos pertinentes. cuerpos.	1
El Consejo destaca que todos los responsables de violaciones del derecho internacional, incluido el derecho humanitario y el de derechos humanos, así como quienes ordenaron esos actos, deberán rendir cuentas.	1
Esto es importante para fortalecer la capacidad de la Misión de ofrecer una protección genuina a la población civil congoleña, víctima de un evidente desastre humanitario, como subrayó el Sr. Doss, y de violaciones masivas de los derechos humanos, en particular actos de violencia dirigidos contra mujeres y niños. .	1
Observamos que, en su informe (S/2008/728), el Secretario General expresa preocupación por la situación de seguridad en la zona oriental de la República Democrática del Congo.	1
"El Consejo de Seguridad condena la muerte de civiles inocentes y los abusos contra los derechos humanos en el este de la República Democrática del Congo y pide que tales incidentes sean investigados exhaustivamente.	1
