id	es	Relevant
2010/s/2010/497/114:3	It is unlikely that their retention on the List will influence the level of care provided to them by State authorities, but because they have shown no change in their support to Al-Qaida or the Taliban orally and in writing, which is not a criterion for listing, States have recommended that such individuals remain on the List and the Committee has accepted it.	1
2011/s/2011/463/129:1	(a) To implement adopted national legislation on counter-terrorism, bearing in mind international human rights standards;	1
2010/s/2010/522/84:2	Future efforts to combat impunity, including efforts to achieve accountability in cases recommended by the Commission of Inquiry, and to establish the rule of law, could also be negatively affected.	1
2014/s/2014/73/99:2	Thus, where no State objects or submits a delisting request or where the information submitted is insufficient or contradictory, the matter could be referred to the Office of the Ombudsman.	1
2005/s/2005/60/409:2	Water bombs and wells have been set on fire, tools for making broken food, and crops and trees burned and felled, both in villages and wadis, which are an important source of water for the rural population.	0
2005/s/2005/60/683:8	As a result of these attacks, more than 1,000 civilians were displaced; the police took no action against the Janjaweed.	1
2010/s/2010/525/8:1	Noting with concern that, despite continuing efforts to improve the overall human rights situation, violations of human rights and humanitarian law committed against civilians in different parts of the country, including acts of sexual violence, stressing that perpetrators must be brought to justice, reiterating its strong condemnation of all violations of human rights and international humanitarian law committed in C̫te d'Ivoire, and recalling its resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009) on women, peace and security, its resolutions 1612 (2005) and 1882 (2009) on children and armed conflict, and its resolutions 1674 (2006) and 1894 (2009) on the protection of civilians in armed conflict,	1
2005/s/2005/603/49:4	Owing to the lack of infrastructure in the country, a mechanism may need to be established to facilitate the administration and distribution of this support.	0
2000/s/2000/1196/108:1	Efforts continued to recruit members from minority communities to work in the Corps.	0
2008/s/2008/379/140:1	(a) To promote the adoption by all States of comprehensive and coherent counter-terrorism legal frameworks that facilitate the implementation of legally sound and consistent counter-terrorism strategies;	1
2006/s/2006/822/393:1	In order to facilitate the investigation and prosecution of criminal conduct trials, it is essential that persons with relevant information be prepared to appear before the authorities and, where appropriate, to testify before the court.	0
2014/s/2014/740/13:3	It had sunk due to bad weather conditions near the coast of Somalia in July 2013 after mechanical failure and the pirates had since retained the surviving crew members on land.	1
2014/s/2014/919/29:1	With regard to the travel ban, in paragraph 10 of resolution 1807 (2008), the Council established the exemption of humanitarian travel, including religious obligations, to promote peace and national reconciliation and stability in the region, and the transit of persons returning to the territory of the State of their nationality or participating in attempts to bring to justice those who have perpetrated serious violations of human rights or international humanitarian law.	1
