es	QuadClass
- Subrayar la necesidad de excluir y rechazar toda forma de amnistía o de aprobación de la amnistía por genocidio, crímenes de lesa humanidad, crímenes de guerra u otras violaciones graves de los derechos humanos en los procesos de resolución de conflictos, y velar por que ninguna amnistía concedida anteriormente constituya un obstáculo para el enjuiciamiento ante cualquier tribunal creado por las Naciones Unidas o que reciba su asistencia.	4
Dicha decisión estableció a partir de esa fecha una prohibición de las relaciones comerciales, económicas, financieras y de transporte, entre otras, con Abjasia a nivel de Estado.	1
"Nos llamaron ""esclavas"" y nos preguntaron por qué seguíamos ahí."	3
De esos 168 niños, 135 fueron secuestrados con fines de reclutamiento, mientras los otros 33 fueron secuestrados para programas culturales y políticos o por otras razones.	1
Otro Estado celebró en 2009 un seminario internacional sobre la intensificación de la cooperación y el diálogo entre los organismos gubernamentales, los medios de comunicación y la sociedad civil en la lucha contra el terrorismo.	4
En respuesta a la pandemia de gripe por el virus A (H1N1), entre mediados de 2009 y agosto de 2010, el Ministerio de Salud, con el apoyo de la OMS, elaboró un plan de preparación contra la pandemia que incluía, entre otras cosas, la mejora de sus sistemas de vigilancia; la obtención de comprimidos de Tamiflu; la instalación de un respirador artificial en el Hospital Nacional; y la organización de varias sesiones de capacitación para el personal de atención de la salud.	2
En cuanto al derecho internacional humanitario, el artículo 3 común a los Convenios de Ginebra prohíbe los atentados contra la vida y la integridad corporal, incluidos los tratos crueles y la tortura, la toma de rehenes y los atentados contra la dignidad personal, en particular los tratos humillantes y degradantes.	2
Media hora después, llegaron al lugar otros tres jeeps procedentes del Chad, apoyados por un helicóptero militar, y se produjo un nuevo enfrentamiento con la unidad militar sudanesa, en el cual un soldado y varios civiles resultaron heridos.	1
En Darfur meridional, uno de los enfrentamientos más devastadores ocurrió el 19 de septiembre cuando el SML/A atacó posiciones de las Fuerzas Armadas del Sudán en la aldea de Shaeria y sus alrededores.	1
El Consejo de Seguridad reitera también su apoyo al Representante Especial del Secretario General, Sr. Ahmedou OuldAbdallah, por sus esfuerzos para hacer avanzar el proceso político en Somalia.	4
Actividades marítimas e ingresos - carbón, pesca y piratería	0
La Dirección Ejecutiva propone tres pequeños ajustes en su organización y sus prácticas operacionales para reflejar mejor el cambio de prioridades y las nuevas actividades propuestas.	2
:: Se mantenga una coordinación sistemática entre los componentes civiles y militares de la misión y entre la misión y los agentes humanitarios con el fin de consolidar los conocimientos adquiridos en materia de protección de la población civil.	2
:: El 30 de noviembre de 2014, unos aviones de combate del régimen lanzaron un misil sobre la ciudad de Andan y causaron la muerte de 11 personas, incluido 1 niño. Deraa	1
En consonancia con la orientación normativa del Comité en materia de derechos humanos y lucha contra el terrorismo, la estrategia de comunicación de la Dirección Ejecutiva tiene en cuenta los derechos humanos, destacando que los Estados deben garantizar que sus medidas de lucha contra el terrorismo respeten las obligaciones que les incumben en virtud del derecho internacional.	4
El Consejo de Seguridad acoge con beneplácito la resolución 64/289 de la Asamblea General, en que se estableció la Entidad de las Naciones Unidas para la Igualdad entre los Géneros y el Empoderamiento de la Mujer (ONUMujeres), que comenzará a funcionar plenamente en enero de 2011.	4
A los efectos de la cuarta tarea, la Comisión consideró necesario hacer una determinación preliminar de la medida en que el sistema de justicia penal del Sudán había podido perseguir y someter a la justicia a los presuntos autores de crímenes internacionales cometidos en Darfur y había estado dispuesto a ello, para examinar luego los diversos mecanismos internacionales que existen.	2
De conformidad con el Decreto Presidencial No. 2004-236, por el que se movilizaba a las fuerzas armadas nacionales, y con las instrucciones recibidas en la reunión celebrada el 24 de marzo por el Presidente, el Primer Ministro, los Ministros de Defensa y Seguridad Interna y los jefes pertinentes de la policía nacional, la gendarmería y las FANCI, las fuerzas de seguridad fueron estacionadas en muchas zonas de la periferia urbana, en particular en las localidades donde se habían previsto concentraciones y manifestaciones.	1
La Oficina Conjunta de Derechos Humanos de las Naciones Unidas sigue investigando las presuntas infracciones de esos derechos y del derecho internacional humanitario cometidas tanto por los grupos armados como por las fuerzas de seguridad nacionales.	2
Es preciso aplicar más eficazmente la resolución 1624 (2005), que alienta el diálogo y el entendimiento entre religiones y culturas a fin de luchar contra la incitación a la comisión de actos de terrorismo por motivos de extremismo e intolerancia.	4
Con ese fin, uno de los instrumentos a disposición de los Estados Miembros es el Registro de Armas Convencionales de las Naciones Unidas. Este Registro incluye los datos aportados por los Estados sobre las transferencias internacionales de armas y también la información sobre existencias militares, las adquisiciones de producción nacional y las políticas pertinentes.	2
También mantuvo conversaciones con investigadores del Tribunal Especial para Sierra Leona y siguió reuniéndose con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004) del Consejo sobre las corrientes de armas a la República Democrática del Congo.	4
El Consejo de Seguridad reconoce las iniciativas de los países de la región encaminadas a adoptar las medidas pertinentes con arreglo al derecho internacional para luchar contra la piratería y el robo a mano armada en el mar y hacer frente a la delincuencia organizada transnacional, incluido el narcotráfico, así como otras medidas para aumentar la seguridad marítima.	4
- Alentar a las operaciones de las Naciones Unidas para el mantenimiento de la paz y otras misiones pertinentes autorizadas por el Consejo de Seguridad, según proceda y considerando cada caso en particular, a que impidan la apropiación y la confiscación ilegales de tierras y bienes pertenecientes a refugiados y desplazados internos y a que velen por la protección de los refugiados y desplazados internos que regresen.	2
También convinimos en que las partes deberían restablecer un diálogo auténtico, sumamente necesario, y proceder, sin más dilación, al desmantelamiento de las milicias, el desarme, la desmovilización y, la reintegración de los combatientes, así como a la organización de elecciones libres, limpias y dignas de crédito.	4
Según las pruebas, hombres armados al mando de Abilio Mesquita iniciaron el ataque a la residencia del General de Brigada Ruak el 24 de mayo, tal como se indica en los párrafos 69 y 70.	1
"6. Decide, a fin de colaborar con el Comité en el cumplimiento de su mandato, establecer por un período de 18 meses, con sede en Nueva York, un equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones (en adelante, ""el Equipo de Vigilancia""), bajo la égida del Comité, con las responsabilidades enumeradas en el anexo a la presente resolución;"	2
En 2014, en respuesta a las resoluciones 2083 (2012) y 2161 (2014), y para seguir promoviendo la aplicación por parte de las autoridades nacionales de los regímenes de sanciones del Consejo de Seguridad, la División uniformó el formato de todas las listas de sanciones del Consejo y estableció la Lista Consolidada de Sanciones del Consejo de Seguridad, que contiene los nombres que figuran en la totalidad de las listas de sanciones de los comités de sanciones del Consejo.	2
En mi segundo informe, que es el primer informe semianual sobre la aplicación de la resolución 1559 (2004) (S/2005/272), constaté que al 26 de abril de 2005 las partes interesadas habían realizado importantes y apreciables avances en la aplicación de algunas de las disposiciones que figuran en la resolución 1559 (2004), pero que todavía no se habían cumplido los requisitos enunciados en dicha resolución.	4
