id	ar	QuadClass
2002/s/2002/347/6:1	2 - Welcomes the dispatch of the United States Secretary of State on a mission to the region, and the efforts made by others, in particular the special envoys sent by the United States, the Russian Federation, the European Union, and the United Nations Special Coordinator, to achieve a comprehensive, just and lasting peace in the Middle East;	0
2003/s/2003/676/88:1	(a) The name of the authority conducting the investigation or action relating to the request;	0
2004/s/pv_5024/85:1	Timor-Leste has made significant progress since gaining independence two years ago.	0
2012/s/pv_6734/117:1	We believe that we can already draw some conclusions.	0
2011/s/2011/10/add_13/86:1	78 - Letter dated 19 April 1988 from the Permanent Representative of Tunisia to the United Nations addressed to the President of the Security Council (21 April 1988; 25 April 1988).	0
2012/s/2012/926/19:4	As the United Nations and international partners analyze the terms of potential future United Nations support, it is expected that other required services will be identified.	0
2006/s/2006/39/1:1	Letter dated 20 January 2006 from the Permanent Representative of Timor-Leste to the United Nations addressed to the Secretary-General January 2006	0
2002/s/ac_26/2002/3/407:1	142- Hitachi, in a letter addressed to the Ministry of Electricity and Water on 15 November 1991, stated that the “theoretical value” of the surplus and remaining scrap of pilot cable was equivalent to 87,038 Kuwaiti dinars, but that it requested the Ministry of Electricity and Water to pay the amount of 76,103 for the surplus. And scrap guide cable. Hitachi did not explain why it asked the Ministry of Electricity and Water to pay an amount less than the actual amount due.	0
2002/s/2002/1095/2:1	I have the honor to transmit to you the attached letter dated 26 September 2002 that I received from the Secretary-General of NATO.	0
2011/s/2011/480/78:1	8 - This report covers issues that the Council deems necessary to present to the Security Council.	0
2002/s/ac_26/2002/18/207:2	Given the evidentiary deficiencies of this claim, there was no requirement for the Panel to consider any issues other than those already mentioned in paragraphs 134-140 of the report for the first batch of E/F claims.	0
2012/s/pv_6729/146:1	Mr. Churkin (Russian Federation) (spoke in Russian): We are pleased to welcome you, Mr. President, to the Security Council Chamber.	0
2000/s/ac_26/2000/20/843:2	The maintenance phase usually begins when the business owner first receives the project and begins operating or using it.	0
2004/s/ac_44/2004/_02_/23/349:1	To comply with the aforementioned conditions, the contractor is required to establish and implement a system of internal control and management of trade in strategic goods that enables him to supervise every transaction.	0
2003/s/2003/451/54:1	Attached is the text of the required material.	0
2007/s/2007/395/113:4	The total proceeds from privatization amounted to €310,411,684.	0
2005/s/2005/15/add_42/9:1	At the 5289th and 5290th meetings, the President, with the approval of the Council, invited the representative of Serbia and Montenegro, at his request, to participate in the consideration of the item without having the right to vote.	0
2008/s/2008/647/242:2	In its previous report to the Committee, dated 3 October 2007 (S/2007/584, annex, paras. 143-146), the Panel provided identification and other information regarding some of the four designated individuals.	0
2010/s/2010/685/25:2	The Committee continues to believe that these narrative summaries help improve the transparency and fairness of the system, particularly as the Committee has sought to improve existing and new narrative summaries, including through the use of information collected during the comprehensive review.	0
2006/s/2006/574/2:1	Pursuant to Security Council resolution 1244 (1999), I have the honor to transmit herewith the report on the international security presence in Kosovo, for the period from 1 to 31 May 2006 (see annex).	0
2012/s/2012/50/74:2	Appeals go to the Criminal Division of the Courts of Appeal, and they may go to the Supreme Court.	0
2007/s/2007/340/52:3	The Ministry of Lands, Mines and Energy receives hundreds of requests every month to mediate disputes related to concession rights.	0
2003/s/ac_26/2003/13/123:1	73- Five claimants request the recovery of end-of-service compensation that they had paid to non-Kuwaiti employees in connection with the termination of these employees’ service contracts.	0
2012/s/inf/66/4477:1	Recalling its previous decisions regarding the situation in Iraq,	0
2011/s/2011/211/83:1	Safety and security of United Nations personnel	0
2002/s/ac_26/2002/32/1718:2	With regard to Interim Payment Certificate No. 6, the Panel finds that, given the agreement to pay the amount denominated in Iraqi dinars, there is no reasonable explanation for non-payment of the portion denominated in United States dollars.	0
2007/s/2007/253/123:1	86. However, as I emphasized earlier, uncertainty about the future status of Kosovo and delays in announcing the United Nations mediator&#39;s proposals had a particularly detrimental impact during and after the 2006 electoral campaign.	0
1999/s/ac_26/1999/10/1000:7	These authorizations include requests to fund a minimum level of test drilling activity.	0
2000/s/ac_26/2000/26/604:3	However, the claimant confirmed during the on-site inspection that the amount represents the cost of building the emergency room for the General Directorate of Posts.	0
2004/s/ac_26/2004/2/102:3	She also provided photographs of some of the pieces.	0
2002/s/2002/30/add_49/43:1	In accordance with the understanding reached by the Council in its previous consultations, the President extended an invitation, with the approval of the Council, and in accordance with rule 39 of the Council’s provisional rules of procedure, to Jean-Marie Guéhenno, Under-Secretary-General for Peacekeeping Operations.	0
2004/s/ac_26/2004/16/749:2	This requires flexible and site-specific approaches, incorporating a wide range of restoration techniques capable of addressing a wide range of habitats, varying levels of pollution and different existing ecological conditions.	0
2007/s/2007/139/169:1	In December 2005, Vanuatu deposited its instrument of accession to the United Nations Convention against Transnational Organized Crime (Palermo Convention).	0
2000/s/2000/538/85:6	Establishing common beneficiary standards and registration lists will ensure a coordinated system for beneficiaries receiving food and/or cash.	0
2009/s/2009/537/1202:1	Father&#39;s name: Mahmoud Rayhan Mother&#39;s name: Souad Rayhan	0
2014/s/2014/773/45:3	The Ministry of Environment and Spatial Planning cleaned the site and handed it over to the Serbian Orthodox Church in late September.	0
2007/s/2007/573/17:1	Financial entities must require identification from all their clients in any transaction (Article 16) and failure to provide identification documents may result in the transaction being rejected (Article 18).	0
2005/s/2005/550/52:8	However, given the quality of the staff working in the Financial Intelligence Unit, it is certain that the task to be carried out falls within their scope of competence.	0
2003/s/2003/40/81:1	5 - Letter dated 11 July 1960 from the Minister of Foreign Affairs of Cuba addressed to the President of the Security Council (see S/7382).	0
2002/s/ac_26/2002/17/130:1	89- Shoreline Maintenance Works &amp; Contracting Company Ahmed Abdullah Alqattan &amp; Partner is requesting compensation for accounts owed to third parties related to a contract it concluded with the Iraqi Ministry of Transport and Communications on February 1, 1990.	0
2002/s/ac_26/2002/6/535:1	276- The claimant states that construction work on the site stopped after Iraq’s invasion and occupation of Kuwait and did not resume until after the liberation of Kuwait.	0
2007/s/2007/196/121:2	The first founders did not leave an opportunity without seizing it to enshrine these principles embodied in the Constitution.	0
2012/s/2012/177/777:1	(a) any citizen of Malta or permanent resident of Malta;	0
2006/s/2006/674/199:1	41 - The United Nations Compensation Committee has taken steps to reduce staff costs in preparation for the termination of posts in the next phase, as shown in Table II-6.	0
2002/s/2002/615/62:1	5.1 The Government of Nauru has designated its Ministry of Foreign Affairs and its Permanent Mission in New York as the national focal points for providing information or assistance in relation to matters arising under Security Council Resolution 1373, until further notice.	0
