ar	MatCoop
(ن) رصد تنفيذ التدابير المفروضة بموجب الفقرة 1 من القرار 1807 (2008)، بالتعاون، حسب الاقتضاء، مع الحكومات المعنية ومع فريق الخبراء المنشأ بموجب القرار 1533 (2004)، بما في ذلك القيام، عند الضرورة ودون إخطار، بتفتيش شحنات الطائرات وأي وسيلة للنقل تستخدم الموانئ والمطارات ومدارج المطارات والقواعد العسكرية والمعابر الحدودية في كيفو الشمالية وكيفو الجنوبية وفي إيتوري؛	1
ولا يمكننا أن نبعث برسالة مؤداها أن الإرهابيين سيكونون بمأمن، وأن نكتفي بالإدانات المعتادة.	0
544 - حددت اللجنة هوية 14 فردا من الجنجويد يشتبه في أنهم ارتكبوا جريمة دولية في إطار مبدأ العمل الإجرامي المشترك.	0
وأخيرا، شددت الجلسة على ضرورة الترحيب بفكرة إنشاء آليات مبتكرة والعمل على إنشاء نُظم شاملة يعزز بعضها بعضا، تربط المحكمة الجنائية الدولية بأي محكمة مختلطة قد تُنشأ مستقبلا، وبالهيئات الوطنية، وكذلك المحاكمات الجنائية وبرامج الجبر.	0
72 - لقد قيل الكثير عن تمويل الإرهاب عن طريق المخدرات، بما في ذلك ما جاء في الاتفاقيات الدولية وفي قرارات مجلس الأمن().	0
وفي 19 تشرين الثاني/نوفمبر، اعتمد المجلس بيانا رئاسيا (S/PRST/2014/23) يحدد الخطوات العملية للتنفيذ الفعال للقرارين 2170 (2014) و 2178 (2014). وتحديدا، تضمَّن البيان الرئاسي خطوات لتحسين تبادل المعلومات بين الدول بغرض منع سفر الإرهابيين وتجنيدهم وتمويلهم. وحدد البيان مصادر التمويل الناشئة لتنظيم داعش وجبهة النصرة، التي تقتضي يقظة أكبر من قِبَل الدول الأعضاء لكفالة التقيد بالالتزامات الدولية. وحدد أيضا استراتيجيات فعالة وحث على تعزيز التعاون من أجل وقف انتشار التطرف العنيف في المجتمعات المحلية، بهدف وضع الأمم المتحدة في وضع أفضل لمواجهة أسباب الإرهاب والتطرف العنيف، عن طريق ما يلي: (أ) تعزيز التنسيق بين الدول؛ (ب) تحقيق فعالية أكبر في بناء القدرات؛ (ج) تحسين التنسيق بين كيانات الأمم المتحدة المعنية بمكافحة الإرهاب والبعثات الميدانية؛ (د) تعزيز جهود الدول الأعضاء والأمم المتحدة، بما في ذلك اتصالاتها الاستراتيجية، من أجل مواجهة الأيديولوجيات المتطرفة العنيفة المفضية إلى الإرهاب.	1
وإذ يكرر التزام الدول الأعضاء بمنع حركة الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي الواجب التطبيق، بطرق منها فرض ضوابط حدودية فعالة،	0
47 - استحدثت دولتان من بين الدول الخمس في المنطقة دون الإقليمية تشريعا شاملا يغطي الجرائم الإرهابية ذات الصلة، بينما يوجد لدى دولتين أخريين مشاريع لقوانين مكافحة الإرهاب إما قيد النظر أو في انتظار أن تعتمد.	1
فمثلا، في عام 2009، أنشأت بوتان وحدة قوات خاصة في دائرة الشرطة للتصدي للإرهاب.	1
وفي ما وراء منطقة مسؤولية بعثة الأمم المتحدة في شرق تشاد، تثير مستجدات أخرى القلق أيضا.	0
ومن الأهمية بمكان إقامة ومواصلة تبادل المعلومات والتنسيق، بصورة منتظمة، بين لجنة مكافحة الإرهاب ولجنة مجلس الأمن المعنية بالجزاءات المفروضة على الطالبان "القاعدة" وعلى الأفراد والتنظيمات المرتبطة بهم، وهي اللجنة المنشأة بموجب قرارات مجلس الأمن 1267 (1999) و 1333 (2000) و 1390 (2002).	1
ولما كان ميناء جبل علي في الإمارات العربية المتحدة أكبر موانئ الشرق الأوسط على الإطلاق، تأخذ الإمارات العربية المتحدة مسألة الأمن البحري ومنع تعرضه للخطر مأخذ الجد، ومن ثم أقامت نظما وبنـى أساسية متقدمة وتضطلع بعمليات لتقييم المخاطر والتصدي لها مع العمل في الوقت نفسه على كفالة انسياب التجارة بسلاسة.	0
ويواصل العنصر العسكري العمل في ظروف بالغة الصعوبة في الشمال.	0
فالغالبية العظمى من مراكز شرطة الحدود البرية تفتقر إلى الأدوات والمعدات اللازمة لأداء مهامها كما أن الوكالات الوطنية لمراقبة الحدود لا تتعاون بالقدر الكافي فيما بينها أو مع نظيراتها في الدول المجاورة.	0
(و) ردع أي محاولة لاستخدام القوة في تهديد عمليتي غوما ونيروبي من جانب أي جماعة مسلحة، أجنية أو كونغولية، وبخاصة في الجزء الشرقي من جمهورية الكونغو الديمقراطية، بطرائق من بينها استخدام أساليب التطويق والتفتيش والاضطلاع بجميع العمليات اللازمة لمنع الهجمات على المدنيين، وتعطيل القدرة العسكرية للجماعات المسلحة غير القانونية التي تواصل استخدام العنف في تلك المنطقة؛	0
وينبغي أن يُجاز لأجهزة الشرطة والأمن استخدام أساليب تحقيق خاصة - مع مراعاة اعتبارات حقوق الإنسان على النحو الواجب - في التحقيقات المتعلقة بالإرهاب وفي جمع الأدلة لقضايا مكافحة الإرهاب.	1
