ar	MatConf
"ويحيط مجلس الأمن علما بالبيان الصادر عن مؤتمر قمة الاتحاد الأفريقي في سرت الذي طلب إلى المجلس فرض جزاءات على كل جهة، بما فيها إريتريا، تقدم الدعم إلى الجماعات المسلحة المتورطة في تقويض السلام والمصالحة في الصومال والاستقرار الإقليمي.	1
'5` تشجيع جميع الدول، بموجب الفقرة 8 من القرار 1977 (2011)، على أن تعد على أساس طوعي، وبمساعدة اللجنة المنشأة عملا بالقرار 1540 (2004) حسب الاقتضاء، خطط عمل وطنية للتنفيذ، تحدد فيها أولوياتها وخططها لتنفيذ الأحكام الرئيسية للقرار 1540 (2004)، وأن تقدم تلك الخطط إلى اللجنة؛	0
وإذ يشجع الطرفين في هذا السياق على إظهار المزيد من الإرادة السياسية للمضي قدما صوب التوصل إلى حل، وذلك بطرق منها توسيع نطاق نقاشهما حول ما يطرحه كلاهما من مقترحات،	0
إذ من الضروري البحث عن نهج خلاقة يمكنها الحيلولة في الاقتصادات القائمة على التعامل بالنقد دون حصول الإرهابيين على الأموال، سواء في شكل نقدية أو عن طريق تهريب السلع، أو عن طريق التلاعب غير القانوني بالمعاملات التجارية.	0
28 - ولا تزال أوغندا ملتزمة باتفاق لوساكا للسلام والاتفاقات اللاحقة له، لأن إطار اتفاق لوساكا يستوعب بعدي النزاع على نحو ملائم، وهما القضية الداخلية والشواغل الأمنية للجيران.	0
ولا بد لي أن أبلغكم بقلق بالغ مرة أخرى اليوم أنه على الرغم من الجهود الكبيرة التي تبذلها العملية المختلطة، فإن الحالة الأمنية في دارفور لم تتحسن كثيرا.	0
36 - بلغ عدد أفراد الشرطة الذين نشروا للعمل في عملية الأمم المتحدة في كوت ديفوار حتى 7 نيسان/أبريل 182 1 فردا مقابل الحد الأقصى المأذون به وقوامه 200 1 فرد، منهم 434 ضابطا و 748 فردا من أفراد وحدات الشرطة المشكلة.	1
(ب) عدم فرض تدابير فعالة لمنع اغتصاب النساء والفتيات الإثيوبيات؛	1
14 - وإجمالا، تقلص عدد العمليات العسكرية التي تقوم بها القوات المسلحة لجمهورية الكونغو الديمقراطية والمدعومة من بعثة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية. ففي الفترة ما بين 6 و 15 شباط/فبراير، دعمت البعثة عملية القوات المسلحة مابيما مابيا (الفجر الجديد) في منطقة كايابايونغا في كيفو الشمالية التي كان الهدف منها ردع نشاط الجماعات المسلحة وتعزيز حماية المدنيين.	1
ولا بـد من اعتبار كافة القادة مسؤولين عن الانتهاكات الجسيمة التي ارتكبها المقاتلون الخاضعون لسيطرتهم.	1
216 - على الرغم من أن دول المنطقة دون الإقليمية قد خطت خطوات للحد من أوجه ضعفها إزاء حركة وتسلح الإرهابيين، فما زال الخطر قائما في أن تتمكن عناصر إرهابية وأخرى داعمة للإرهاب من دخول أقاليم تلك الدول بشكل غير قانوني، وأن يكون باستطاعتها شراء المواد اللازمة لشن هجوم إرهابي من خلال إحدى الشبكات الإجرامية.	1
وقد استُجوب 10 أشخاص يومَ الانفجار، فيما جرى استجواب قرابة 40 شخصا خلال الشهرين التاليين.	0
ودعوا إلى أن تتخذ الأمم المتحدة إجراءات أكثر حزما بشأن العوامل المؤدية إلى الإرهاب عموما، مثل كراهية الإسلام.	0
وها هي كوبا تأتي من جديد إلى مجلس الأمن لتستنكر وتدين بقوة تواطؤ حكومة الولايات المتحدة ومسؤوليتها المطلقة عن إطلاق سراح هذا الشخص.	0
13 - وقد أدت هذه الحالة إلى تعقيد الجهود التي ترمي إلى إحلال السلام والمصالحة.	1
وفي الآونة الأخيرة، هناك دلائل على أن الصيد غير المشروع للأحياء البرية عبر الحدود قد يكون عاملا من العوامل المؤثرة في ديناميات النزاع في أفريقيا الوسطى، وهناك أدلة على أن النزاع في مالي نتج جزئيا عن الاتجار بالأسلحة عبر الحدود الناجم عن النزاع في ليبيا.	1
- أن الإرهاب بجميع أشكاله ومظاهره يشكل تهديدا من أخطر التهديدات المحدقة بالسلم والأمن؛	0
يقرر أن تقوم جميع الدول الأعضاء دون إبطاء بتجميد جميع الأموال والأصول المالية والموارد الاقتصادية الأخرى الموجودة في أراضيها والتي يملكها أو يتحكم فيها، بصورة مباشرة أو غير مباشرة، الكيانات أو الأفراد المذكورون في [مرفق القرار الذي يفرض الجزاءات] أو [الذين تحددهم لجنة الجزاءات والذين يشاركون أو يتواطؤون في إصدار الأمر بارتكاب انتهاكات خطيرة لحقوق الإنسان ضد أشخاص في [الدولة المعنية] أو التحكم في ارتكاب تلك الانتهاكات أو توجيهها بطريقة أخرى، ويشمل ذلك المشاركة أو التواطؤ في التخطيط للقيام بهجمات، بما في ذلك عمليات القصف الجوي، ضد السكان المدنيين والمرافق المدنية أو قيادة تلك الهجمات أو إصدار الأمر بارتكابها أو القيام بها، بما ينتهك أحكام القانون الدولي؛ أو الكيانات أو الأفراد الذين يعملون باسمهم أو بتوجيه منهم]، ويقرر كذلك أن تكفل جميع الدول الأعضاء عدم إتاحة أي أموال أو أصول مالية أو موارد اقتصادية، بواسطة رعاياها أو بواسطة أي كيانات أو أشخاص موجودين في أراضيها، للكيانات أو الأشخاص المذكورين في [مرفق القرار الذي يفرض الجزاءات] أو الأفراد الذين تحددهم اللجنة، أو لفائدتهم.	1
وفي أماكن أخرى، اضطرت بعض الجماعات، بسبب الضوابط الفعالة وضرورة التملّص من أجهزة الكشف، إلى تكييف وتصنيع أجهزة متفجرة تقليدية مرتجلة.	1
إن أداء المحكمة لوظيفتها بطريقة فعالة هو شرط أساسي لعكس اتجاه حالة الإفلات من العقاب السائدة في دارفور.	0
وأفرج عنهم فورا وعادوا إلى الخدمة الفعلية، بما يمثل انتهاكا لأنظمة الخدمة العسكرية. وفي 28 تموز/يوليه، دفع مبلغ قدره 500 2 دولار لكل أرملة من أرامل ضباط قوة الشرطة الوطنية لتيمور - ليشتي الثمانية الذين قتلوا، وذلك وفقا لما أمرت به محكمة ديلي المحلية في حكمها الصادر في كانون الأول/ديسمبر 2007.	1
وأفاد عديد منهم عن روايات متشابهة، من قبيل الإمساك بهم من قبل قوى الأمن الداخلي وتكبيلهم وعصب أعينهم وتعريتهم واحتجازهم فترة أثناء استجوابهم عن السيد أبو عدس وارتباطاته بالجماعات الإسلامية؛ وأفاد معظمهم أنهم يشاطرون المحققين معهم الرأي بأن السيد أبو عدس يميل إلى الوحدة ومنطو على ذاته لا يملك من الذكاء ما يسمح له بارتكاب هذه الجريمة.	1
وشملت الوفيات ما يلي: أربعة مدرِّسين، وطبيب، وممرضة، وثلاثة طلاب جامعين، ومهندس، ورياضي، ومحام، وناشط إعلامي، وامرأة، وشخصان من أُسرة واحدة.	1
ومع ذلك، فإن من المشكوك فيه تتمكن وحدات الفوات المسلحة لجمهورية الكونغو الديمقراطية التي تم نشرها في المقاطعة من فرض سيطرتها الفعالة المتواصلة على كاتنغا بأكملها، أو أن تحد بشكل كبير من قدرة مايي - مايي على التحرُّش بالسكان المحليين واستغلال الموارد الطبيعية بطريقة غير مشروعة.	1
ومن شأن مواصلة التطبيق غير السليم لتدابير الجزاءات التي فرضها مجلس الأمن أن يقيد الحقوق الأساسية في الملكية والحركة دون أي أساس أو مبرِّر قانوني.	1
ويساور أعضاء المجلس القلق إزاء التقارير المتعلقة بشــن القوات المسلحة الكونغولية هجومـا على محافظة خط الاستواء، ودعوا إلى الإنهاء الفوري للقتال ودعوا جميع الأطراف إلى ممارسة ضبط النفس.	1
وتجرِّم جميع الدول الآن في قوانينها المحلية توفير الملاذ الآمن للإرهابيين ومَن يدعمونهم واستخدام أراضيها في ارتكاب أو تدبير أعمال إرهابية ضد دول أخرى أو مواطنيها.	1
فمثلا، أرست أوزبكستان قواعد للرقابة الداخلية وجزاءات توقع على الكيانات التي تتقاعس عن الإبلاغ، واستحدثت أوزبكستان وتركمانستان إجراءات صارمة للتحقق من هوية العملاء وحفظ السجلات.	1
وهناك عدد قليل من الدول غير القادرة على تنفيذ الإجراءات على الإطلاق، وهنا يتمكن الإرهابيون من خرق الحظر متى شاءوا.	1
6 - يؤكد كذلك أن المقتضيات الواردة في الفقرة 1 (أ) أعلاه تنطبق أيضا على دفع فديات للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة أسماؤهم في القائمة؛	0
(أ) اعتماد وتنفيذ أُطر قانونية وطنية لمكافحة الإرهاب، شاملة ومتسقة تضم جميع الجرائم الإرهابية المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب وتفي أيضا بالمعايير الدولية لحقوق الإنسان؛	0
ويجري الآن إعداد الميزانية التي اقترحتها لتلك البعثة لفترة الاثني عشر شهرا الكاملة الممتدة من 1 تموز/يوليه 2005 إلى 30 حزيران/يونيه 2006 ، بما في ذلك احتياجات دعم الانتخابات وأفراد الشرطة المدنية الإضافيين الذين أذن بهم المجلس بموجب قراره 1621 (2005)، وسوف تقدم تلك الميزانية إلى الجمعية العامة قريبا لتستعرضها وتتخذ إجراء بشأنها.	0
47 - واستنادا إلى الروايات التي وردت من شهود العيان، وحسب ما ورد في البيانات العامة التي أدلى بها المدير العام للشرطة، كانت قوات الأمن قد رابطت مسبقا بالفعل في ساعة مبكرة من صبيحة يوم 25 آذار/مارس بعدد من المناطق الهامة من أبيدجان، وهى أبوبو وأدجامي ويوبوغون وأنياما وكوماسي.	1
١٩ - كما استهدفت الجماعات المتطرفة المتعاقدين المدنيين العاملين لحساب البعثة المتكاملة. ففي 12 تشرين الأول/أكتوبر، أوقفت عناصر مسلحة شاحنة مستأجرة بعقد ودمرت البضائع التي تحمل علامات واضحة، دون أن يصاب سائقها بأذى. وفي 6 تشرين الثاني/نوفمبر، اصطدمت شاحنة لمتعاقد مدني بجهاز متفجر على بعد 40 كيلومترا جنوب ألموسترات (إقليم غاو) مما أدى إلى جرح ثلاثة أشخاص. وفي 8 تشرين الثاني/نوفمبر، أوقفت عناصر مسلحة شاحنتين مدنيتين مستأجرتين لحساب البعثة المتكاملة وقامت بالسطو على سائقيهما وهددت بحرق الشاحنتين إذا استمر السائقان في العمل لدى البعثة المتكاملة.	1
ويعرب مجلس الأمن عن تعازيه لأسر جنود حفظ السلام الذين قتلوا في المعارك بينما كانوا يقومون بحماية الناس في شرق جمهورية الكونغو الديمقراطية.	1
وفي 16 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية مدينة معرة مصرين بقذيفة فقتلتخمسة أشخاص منهم طفل وامرأة، بالإضافة إلى تدمير مباني سكنية.	1
ويجدر بالمجلس أن يدمج الممارسات الجيدة الناشئة فيما يتعلق بمكافحة التطرف العنيف في تصديه لخطر المقاتلين الإرهابيين الأجانب وأن يشجع على تخصيص الموارد لهذه الجهود.	0
وحسب ما أفاد المسؤولون الأفغانيون، فإن العدد السنوي للوفيات التي أسفرت عنها أنشطة المتمردين، في عام 2010، يتجاوز العدد المسجل في السنة السابقة بنسبة 50 في المائة، وارتفعت الخسائر المدنية بمقدار الثلث.	1
واحتفاظ حزب الله بقدرات عسكرية كبيرة ومتطورة خارجة عن سيطرة حكومة لبنان يخلق بالعفل جوا من التهديد ويمثل تحديا رئيسيا لسلامة المدنيين اللبنانيين، ولانفراد الحكومة بحق الاستخدام الشرعي للقوة.	1
ومنذ كانون الثاني/يناير، وثقت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية ما يزيد عن 100 حادث استهدفت أعضاء المعارضة السياسية و مؤيديها وصحفيين ومدافعين عن حقوق الإنسان.	1
وكان للمؤتمرين الصحفيين، وبخاصة المؤتمر الصحفي الأول، بالإضافة إلى استجواب أول مشتبه به، وتوقيف المسؤولين الأمنيين البارزين السابقين وفقا لاقتراح من اللجنة، كان لها جميعها أثر حفاز.	1
وتسعى اللجنة إلى كفالة أن تتسم القائمة الموحدة بالدينامية والاستجابة للتهديد المتغيِّر لتنظيم القاعدة وحركة الطالبان.	0
ومن المدعى عليهم الـ 17 المتهمين بضلوعهم في الاعتداء على رئيس الوزراء، حكم على 13 بالسجن لمدة تسع سنوات وأربعة أشهر بينما حكم على متهم واحد بالسجن لمدة عشر سنوات وثمانية أشهر. وفي 14 حزيران/يونيه، أكدت محكمة الاستئناف هذه الأحكام.	1
وقد أعربت عن بالغ قلق المجلس والأمين العام إزاء ازدياد التوترات بين الشمال والجنوب مؤخراً، علاوة على استمرار غياب التقدم بشأن أبيي وغيرها من المسائل المتعلقة بما بعد اتفاق السلام الشامل.	0
ولا تزال المليشيات تقـوم بهجمات بحجة أنها ليست طرفا في أي اتفاق. ولم تعمل الحكومة على وقفها.	1
وأفاد العديد من المحاورين أن بعض دول الجوار تؤدي دورا مزعزعا للاستقرار.	0
160 - قام وزير الداخلية، على نحو ما جاء في الفقرات من 89 إلى 94 أعلاه، بتسليح المدنيين، الذين ادُّعي فيما بعد أن بعضهم قد شارك بشكل غير مشروع في ارتكاب أفعال إجرامية.	1
وهناك أيضا قدر كبير من المواد الموثوقة يشير إلى أن أعمالا إجرامية ارتكبت في إطار هجمات واسعة النطاق أو منهجية ضد السكان المدنيين، مع توافر العلم بهذه الهجمات.	1
يقرر أن تضطلع [البعثة] بالولاية التالية ...: (هـ) العمل بشكل وثيق مع الحكومة لضمان تنفيذ التزاماتها بالتصدي للانتهاكات الخطيرة المرتكبة في حق الأطفال، ولا سيما وضع الصيغة النهائية لخطة العمل المتعلقة بالإفراج عن الأطفال الموجودين في صفوف [القوات المسلحة] ومنع مواصلة تجنيدهم، بدعم من آلية الرصد والإبلاغ.	0
:: 2 حزيران/يونيه 2005، مقتل الصحافي سمير قصير بانفجار سيارته في شرق بيروت.	1
وهناك تقارير تفيد بأن النساء والفتيات ما زلن يتعرضن للعنف الجنسي خلال الهجمات على قراهن، بما في ذلك تقرير عن هجوم أخير على الحمادة في 13 كانون الثاني/يناير 2005 اغتُصبت خلاله النساء.	1
47 - وقد أعربت الحكومة في مناسبات عديدة عن رغبتها الشديدة في تلقي مساعدات مباشرة في مجال بناء القدرات تستفيد منها قواتها الوطنية وشرعت في الاتصال بعدة شركاء ثنائيين محتملين.	0
وإذ يعترف بأهمية مساهمة حظر توريد الأسلحة الذي يفرضه المجلس في مكافحة النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة وفي التخفيف من حدة النـزاعات وتهيئة الظروف المواتية للتسوية السلمية للحالات التي تهدد بالإخلال بالسلام والأمن الدوليين، وإذ يعترف أيضا بإسهام حظر توريد الأسلحة الذي يفرضه المجلس في دعم منع نشوب النـزاعات وبناء السلام بعد انتهاء النـزاع ونزع السلاح والتسريح وإعادة الإدماج وإصلاح قطاع الأمن،	0
وتعتبر الجريمة المنظمة والفساد أشد ما تواجهه كوسوفو من أخطار تهدد استقرار مؤسساتها واستدامتها.	1
(ز) الأشخاص أو الكيانات الذين يدعمون الجماعات المسلحة غير القانونية في الجزء الشرقي من جمهورية الكونغو الديمقراطية عن طريق التجارة غير المشروعة في الموارد الطبيعية؛	1
تلاحظ اللجنة مع القلق الإجراءات غير النظامية المتعلقة بحيازة الأسلحة والسارية في صفوف قوات الدفاع الوطنية التيمورية منذ سنوات عدة.	0
قرار مجلس الأمن 1318 (2000)، الفقرة سادسا من المنطوق يؤكد أهمية قيام جميع الدول الأعضاء، ولا سيما الدول المشتركة في صناعة الأسلحة أو تسويقها، بتقييد نقل الأسلحة التي يمكن أن تثير النـزاعات المسلحة أو تطيل أمدها أو تزيد من حدة التوترات أو النـزاعات القائمة ...	0
79 - ويلزم المضي في بذل الجهود المتضافرة لوضع حد للانتهاكات الصارخة لحقوق الإنسان التي ترتكبها الجماعات المسلحة والقوات المسلحة لجمهورية الكونغو الديمقراطية بحق المدنيين في إيتوري، وشمال وجنوب كيفو ووسط وشمال كاتانغا، إذ أن هذه الانتهاكات تقوض إلى حد خطير الجهود المبذولة لترسيخ الاستقرار في هذه المناطق وتؤثر على تنظيم الانتخابات.	0
وقام مستشار عسكري من إدارة عمليات حفظ السلام بالرد على الأسئلة التي طرحها أعضاء المجلس.	0
فاحترام حقوق الآخرين - بمن فيهم الخصوم السياسيون - لابد وأن يصبح المعيار الرئيسي لكل من يطمحون في قيادة البلد نحو الاستقرار والوحدة والازدهار.	0
وفي 29 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية قذيفتين على مسجد الإمام النووي بالرقة فقتلت 11 شخصا، منهم طفل، وجرحت 16 آخرين.	1
أحطنا علما بالقلق حيال تنفيذ البيان المشترك المؤرخ في 2 نيسان/ابريل 2009، الذي أشير إليه في التقرير.	0
كذلك ناقش الرئيس عباس ورئيس الوزراء السنيورة إقامة حوار لبناني - فلسطيني بشأن الرفاه الاجتماعي والاقتصادي، والأمن، وتمثيل اللاجئين الفلسطينيين في لبنان.	0
(ذ) التشاور مع ممثلي المنظمات الدولية المعنية، بما في ذلك اتحاد النقل الجوي الدولي، ومنظمة الطيران المدني الدولي، ومنظمة الجمارك العالمية، بغية تشجيع الوعي بحظر السفر والحظر المفروض على الأسلحة وتشديد الامتثال لهما؛	0
كما حكمت المحكمة بأنه نظرا لأهمية مكافحة الإرهاب الدولي، فإن التجميد الاحترازي والمؤقت للأموال، مع السماح باستثناءات لتغطية النفقات الأساسية، لا يتعارض بشكل تعسفي أو غير ملائم أو غير متناسب مع حق الملكية.	1
ولم تتخذ الحكومة خلال الفترة المشمولة بالتقرير أي تدابير ضد ضباط الشرطة الوطنية غير المعتمدين المذكورين.	0
وكان من الشائع فيما مضى أن ترسل السلطات عائلات بأكملها إلى معسكرات الاعتقال السياسي بسبب جرائم سياسية ارتكبها أحد الأقارب (بما في ذلك الأسلاف حتى الجيل الثالث) على أساس مبدأ التجريم بحكم التبعية.	1
ويدعو المجلس المقاتلين المتبقين في جيش الرب للمقاومة إلى ترك صفوف هذه الجماعة والمشاركة في عملية نزع السلاح والتسريح والإعادة إلى الوطن وإعادة التوطين وإعادة الإدماج.	0
واتفق أعضاء المجلس على أنه يتعين التصدي للأسباب الجذرية للنزاع وأن هناك حاجة لردود فعل منسقة يشارك فيها جميع أجهزة الأمم المتحدة ذات الصلة.	0
وقد أجرينا اتصالات مع العديد من المسؤولين فيها على مختلف المستويات لحثهم على اتخاذ خطوات حازمة وفورية لنزع سلاح هؤلاء الإرهابيين واعتقالهم وتسليمهم إلى بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لتقديمهم للمحاكمة على الجرائم ضد الإنسانية التي ارتكبوها عبر السنين.	0
91 - إن أعمال التعذيب محظورة في عدد من الاتفاقيات، لا سيما في المادة 7 من العهد الدولي الخاص بالحقوق المدنية والسياسية، والمادة 2 من اتفاقية الأمم المتحدة لمناهضة التعذيب وغيره من ضروب المعاملة أو العقوبة القاسية أو اللاإنسانية أو المهينة والمادة 5 من الميثاق الأفريقي لحقوق الإنسان والشعوب.	0
وخلال الشهور الثلاثة الماضية، أجرت وحدة التحقيقات الخاصة المشتركة للبعثة التحقيق في ما لا يقل عن أربع من حالات الادعاء بارتكاب الإعدام بإجراءات موجزة.	0
وادعت اللجنة أن عددا غير معروف من الجنود و 13 مدنيا قد قتلوا على يد المتمردين داخل المستشفى في برام.	1
وفي ما يتعلق بالحالة الإنسانية، يساور غواتيمالا القلق أنه، وفقا لمكتب تنسيق الشؤون الإنساني، فإن 20 مليون شخص في منطقة الساحل يحتاجون إلى المساعدة الإنسانية، ولا سيما في موريتانيا والنيجر وبوركينا فاسو وتشاد.	0
في الجلسة 7109 التي عقدها مجلس الأمن في 12 شباط/فبراير 2014، في سياق نظره في البند المعنون "حماية المدنيين في النزاعات المسلحة"، أصدر رئيس مجلس الأمن البيان التالي باسم المجلس:	0
وهو يدعو إلى الالتزام بالقانون الدولي وإلى قيام جميع الأطراف بتنفيذ التزاماتها وخارطة الطريق بغية تحقيق رؤية دولتين تعيشان جنبا إلى جنب في سلام وأمن.	0
ويشكل ضلوع القوات الحكومية في بعض الهجمات تطورا سلبيا للغاية.	1
(ك) توفير التدريب العسكري في مجالات منها حقوق الإنسان، والقانون الإنساني الدولي، وحماية الطفل، ومنع العنف الجنساني، لمختلف عناصر ووحدات الألوية المدمجة التابعة للقوات المسلحة لجمهورية الكونغو الديمقراطية المنتشرة في الجزء الشرقي منها في إطار الجهود الدولية الأوسع نطاقا لدعم إصلاح قطاع الأمن؛	0
وأُعيد إطلاق هذا البرنامج مجدداً باسم "برنامج قطاع الأمن التابع للهيئة الحكومية الدولية المعنية بالتنمية" في تشرين الأول/أكتوبر 2011، ومن المتوخى أن يضطلع بدور أكثر فعالية في هذا المجال، بما في ذلك من خلال عقد مؤتمرات بشأن اجتثاث التطرف وإشراك المجتمع المحلي في مكافحة الإرهاب.	0
:: وإذ يعربون عن رغبتهم في توحيد صفوفهم، وتعزيز الوئام بين المجتمعات المحلية في منطقة أزواد، بكل مكوناتها؛	0
وما زال نصف هؤلاء الأشخاص تقريبا مفقودا، ويخشى أن يكون العديد منهم قتلوا.	1
وفي الواقع، أبلغ ضابط بشرطة الأمم المتحدة عن وجود مدافع رشاشة على سطح المبنى الذي كانت تشغله قوة حفظ السلام السابقة التابعة للأمم المتحدة عصر يوم 24 أيار/مايو.	1
ويعني ذلك أن اللجنة مفوضة بإثبات الوقائع المتصلة بما يمكن أن يكون قد ارتكب من انتهاكات للقانون الدولي لحقوق الإنسان وللقانون الإنساني الدولي في دارفور.	0
يطالب كذلك بأن يوقف أطراف النـزاع فوراً جميع الانتهاكات والاعتداءات المرتكبة ضد الأطفال ويطلب إلى الأمين العام أن يكفل ما يلي: (أ) استمرار رصد حالة الأطفال وتقديم تقارير عنها، بما في ذلك في إطار التقارير المشار إليها في الفقرة 14 أعلاه، بوسائل تشمل التعاون الوثيق مع الجهات الفاعلة المعنية بحماية الأطفال؛ (ب) مواصلة الحوار مع أطراف النـزاع بهدف إعداد خطط عمل محددة بأطر زمنية لوضع حد لتجنيد واستخدام الأطفال والانتهاكات الأخرى المرتكبة ضد الأطفال بموجب القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان، وتنفيذ تلك الخطط؛	0
