ar	VerConf
وترصد عملية الأمم المتحدة عن كثب أعمال التحريض على الكراهية والعنف في وسائط الإعلام الإيفوارية وتقدم تقارير شهرية إلى مجلس الأمن وستواصل تعزيز عملية رصد وسائط الإعلام والقدرة على التحليل في الفترة التي تسبق الانتخابات.	0
وفي هذا الصدد، شددت اللجنة أيضا على أهمية الأحكام التي تقتضي احتجاز المعتقلين في أماكن معروفة لدى العموم وتستوجب تسجيل أسماء المعتقلين وأماكن الاعتقال حسب الأصول.	0
3 - بينت في الفقرة 7 من مرفق رسالتي المؤرخة 8 آب/أغسطس 2005 أن أموال الضمان النقدية التي تدعم خطابات الاعتماد البالغ عددها 249 خطابا المنتهية صلاحيتها في 31 كانون الأول/ديسمبر 2004، سيستمر الاحتفاظ بها في حساب الأمم المتحدة الخاص بالعراق حتى 30 تشرين الثاني/نوفمبر 2005، كي يتسنى الدفع للبائعين حال استلام وثائق الإثبات التي تؤكد تسليم البضائع خلال مدة صلاحية خطابات الاعتماد المعنية، غير أن الحكومة العراقية طلبت، خلال المشاورات التي جرت مؤخرا مع سلطاتها المختصة، تمديد مهلة تلقي وثائق الإثبات لغاية 31 كانون الأول/ديسمبر 2005، لإعطائها مزيدا من الوقت لمعالجتها.	0
فمثلا، أرست أوزبكستان قواعد للرقابة الداخلية وجزاءات توقع على الكيانات التي تتقاعس عن الإبلاغ، واستحدثت أوزبكستان وتركمانستان إجراءات صارمة للتحقق من هوية العملاء وحفظ السجلات.	0
لا تدعم أوغندا أي مليشيات كونغولية حسبما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية.	1
ومن شأن تحسين الجانب المتعلق بالإجراءات القانونية الواجبة أن يقلص من المخاطر التي ينطوي عليها صدور قرار معارض من شأنه أن يعقد التنفيذ().	0
ويجب أن يعمل القادة الصوماليون صوب عملية سياسية مفتوحة لكل من يبدون استعداداً لنبذ المعارضة العنيفة.	1
فقد شهدت كينشاسا وغيرها من المناطق في غرب البلد مستويات تهديد منخفضة نسبيا، على الرغم من أن معدلات الجريمة لا تزال مصدر قلق.	1
غير أن الإضرابات والحصارات الواسعة النطاق التي قامت بها جماعات سياسية مسلحة وغير مسلحة وأحزاب وجماعات سياسية أدت إلى تعطيل الأنشطة الإنسانية والوصول إلى الخدمات الصحية والتعليمية في معظم الأحوال في منطقة تيراي.	0
28 - رابعا، يشكل ذلك التقاطع تهديدا مباشرا لسلامة أفراد البعثات وأمنهم.	1
إدراج التحليل الجنساني في تقييم الاحتياجات بعد الصراع وما يتصل بذلك من تدريب. مشاريع تجريبية في مجال تقييم الاحتياجات بعد الصراع تقييما يراعي الاعتبارات الجنسانية.	0
بعد مضي نحو سنتين على آخر إحاطة بشأن الحالة في منطقة البحيرات الكبرى (المناطق المتضررة من أنشطة جيش الرب للمقاومة)، عقد المجلس جلسة خاصة في 21 تموز/ يوليه 2011 لمناقشة التهديد المستمر الذي يمثله ذلك الجيش للأمن الإقليمي.	1
وتعد هذه الآلية ضرورية لتقصي مصير المفقودين بشكل كامل.	0
ومن الممكن أن تهدد زيادة التطور في الأوضاع في هذا الاتجاه الجهود المبذولة لإصلاح وبناء البلد، كما وأنها ستهدد على المدى الطويل السلام والاستقرار في جميع أرجاء المنطقة.	1
فكلما كان عدد الإصابات بالغا، أو كلما كانت هجماتهما أكثر هولا، كلما كبرت التغطية الإعلامية لها على الأرجح.	0
وأُحْرِقت أكشاك بيع بمنطقة تايبيسي مرة أخرى في اليوم التالي، وهُوجم أحد أفراد الشرطة الوطنية الذي كان بالمنطقة خارج وقت دوامه الرسمي.	0
وينوه الأمين العام، في تقريره، ببعض تدابير التحسن في جميع تلك المجالات باستثناء المسألة المحورية لإصلاح الحكم المحلي، وخاصة، التحول إلى اللامركزية، حيث هناك افتقار إلى التقدم.	1
وإضافة إلى ذلك، استمرت على أساس منتظم الانتهاكات الجوية الإسرائيلية للخط الأزرق، في انتهاك مباشر للقرار 1701 (2006).	1
وتُوج الاعتصام بإعلان المعارضة حملة للعصيان المدني للحيلولة دون إقرار مشروع القانون. وفي 30 تشرين الأول/أكتوبر، اقتحم المتظاهرون صفوف الشرطة ونهبوا مبنى المجلس الوطني.	0
(هـ) تولي اللجنة أهمية فائقة للتنسيق مع الخبراء من الهيئات الفرعية الأخرى التابعة لمجلس الأمن والمعنية بمكافحة الإرهاب في التحضير للزيارات وفي تبسيط إجراءات تقديم التقارير؛	0
56 - اتخذت كل الدول إلا واحدة بعض الخطوات لإنشاء إطار قانوني شامل لمكافحة الإرهاب يشتمل على الجرائم المتصلة بالإرهاب.	0
"ويدين مجلس الأمن ما حدث من وفيات بين المدنيين الأبرياء وانتهاكات حقوق الإنسان في شرق جمهورية الكونغو الديمقراطية، ويدعو إلى إجراء تحقيق كامل في هذه الحوادث.	1
88 - وشجع رئيس مجلس الأمن في رسالته التي دعا فيها الأعضاء غير الدائمين إلى المشاركة في الجلسة الختامية، جميع المتحدثين على عمل تقييمات صريحة ومركزة، لدور المجلس في معالجة أي موضوع من المواضيع المذكورة أعلاه، أو في معالجة جميع المواضيع كي تستخدم كأدوات إرشاديــة لعمـــل المجلس في المستقبــل.	0
شأننا شأن المتكلمين الآخرين الذين تكلموا قبلنا، وتماشياً مع البيان الذي أدلى به الممثل السامي أشتون، ندين العمل الذي أدى إلى وفاة السيد دزيكوفيتش وجرح عدة أشخاص آخرين خلال الاحتجاجات في ميتروفيتشا الشمالية بتاريخ 2 تموز/يوليه.	1
"يدين مجلس الأمن بأقوى العبارات الهجومين الإرهابيين اللذين وقعا في الجزائر العاصمة، يوم 11 كانون الأول/ديسمبر 2007، بالقرب من المحكمة العليا ومكاتب الأمم المتحدة، مما أدى إلى وقوع عدد كبير من القتلى والجرحى، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذا العمل الشائن من أعمال الإرهاب ولأسرهم، ولشعب وحكومة الجزائر.	1
