es	VerConf
Recalcando la obligación impuesta a todos los Estados Miembros de aplicar cabalmente la resolución 1373 (2001), especialmente en lo que respecta a los talibanes o Al-Qaida y a las personas, los grupos, las empresas y las entidades asociados con Al-Qaida, Osama bin Laden o los talibanes que hayan participado en la financiación, planificación, facilitación, preparación o comisión de actos de terrorismo, reclutado gente para cometerlos o prestado apoyo de otro tipo para ellos, así como de facilitar el cumplimiento de las obligaciones de luchar contra el terrorismo de conformidad con las resoluciones del Consejo de Seguridad en la materia,	1
Los dirigentes de las instituciones provisionales del Gobierno autónomo con frecuencia eluden las responsabilidades que les corresponden en virtud de la resolución 1244 (1999) y el Marco Constitucional.	1
19. Condena en los términos más enérgicos toda violencia sexual y otro tipo de violencia contra los civiles en los conflictos armados, en particular contra mujeres y niños, y se compromete a asegurar que en todas las operaciones de apoyo a la paz se apliquen todas las medidas posibles para evitar ese tipo de violencia y para abordar sus efectos cuando se produzca;	1
- Considerar la posibilidad de imponer embargos de armas y otras medidas destinadas a impedir la venta o suministro de armas y material conexo de todo tipo a las partes en un conflicto armado que cometan violaciones de las normas aplicables del derecho internacional.	1
Habida cuenta de la jurisdicción limitada de la Dependencia de Crímenes Graves y del fracaso del proceso del Tribunal Especial de Indonesia, sería necesario tomar medidas correctivas adicionales para que se haga justicia.	1
- Dado que los terroristas y quienes los apoyan aprovechan la inestabilidad y la intolerancia para justificar sus actos delictivos, el Consejo de Seguridad está decidido a contraatacar contribuyendo a la solución pacífica de las controversias y procurando crear un clima de tolerancia y respeto mutuos;	1
22. Recuerda la solicitud formulada en la resolución 2178 (2014) al Equipo de Apoyo Analítico y Vigilancia de las Sanciones para que en estrecha cooperación con todos los órganos antiterroristas competentes de las Naciones Unidas, presente un informe al Comité dimanante de las resoluciones 1267 (1999) y 1989 (2011), en un plazo de 180 días, sobre la amenaza que plantean los combatientes terroristas extranjeros que son reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida, o que se unen a ellos, y reitera que ese informe debe tratar también las tendencias relativas a los combatientes terroristas extranjeros que se unen a todos los grupos terroristas que figuran en la Lista relativa a las sanciones contra Al-Qaida 1267 y colaboran con ellos, y debe incluir la presentación de información oral al Comité, que a su vez informará oralmente al Consejo de Seguridad en su próxima reunión informativa ordinaria sobre la lucha contra el terrorismo acerca de los que operan en África.	0
Timor-Leste sigue enfrentándose a importantes retos relacionados con la reducción de la pobreza y la creación de oportunidades de empleo, en particular para los jóvenes.	1
El Consejo de Seguridad considera que los refugios de terroristas siguen siendo objeto de grave preocupación, y reafirma la necesidad de que los Estados fortalezcan su cooperación con el fin de encontrar, denegar refugio y poner a disposición de la justicia, sobre la base del principio de extraditar o juzgar, a cualquier persona que apoye, facilite, participe o trate de participar en la financiación, planificación, preparación o comisión de actos terroristas o que facilite refugio.	1
También nos preocupa la reaparición de casos de cólera, aunque, al parecer, la tasa de mortalidad está disminuyendo lentamente.	1
Hoy no nos cabe duda alguna de que la verdadera intención fue impedir que se hicieran públicos los detalles de sus acciones vandálicas mientras actuaba bajo las órdenes de la Agencia Central de Inteligencia.	1
El Consejo de Seguridad reconoce que los derechos humanos de las mujeres y las niñas corren un riesgo particular en las situaciones de conflicto armado y posteriores a los conflictos, y señala que en cierto número de esas situaciones los miembros de la sociedad civil que se ocupan de las cuestiones de derechos humanos de las mujeres pueden ser escogidos como blanco.	1
El Grupo de Trabajo 3 del Grupo de Contacto sobre la Piratería frente a las Costas de Somalia presentó a la OMI las directrices provisionales sobre las medidas relacionadas con el bienestar de la gente de mar y sus familiares afectados por la piratería frente a las costas de Somalia a fin de que pudieran utilizarse como marco de referencia en relación con el bienestar de la gente de mar afectada por la piratería en otras partes del mundo.	0
Cualquier mejora en el procedimiento reglamentario disminuye los riesgos de una decisión desfavorable que podría complicar la aplicación.	0
Por medio de un enfoque amplio, que abarque a toda la sociedad, los esfuerzos encaminados a poner freno al reclutamiento y a abordar las necesidades de los combatientes terroristas extranjeros que regresan (a fin de asegurarse de que no se radicalicen y recurran a la violencia en su país o en terceros países).	0
Desde el 18 de septiembre de 2014, no se han llevado a cabo acciones de combate en respuesta a una "amenaza inminente y grave".	0
Todas las delegaciones estuvieron de acuerdo en que la principal amenaza en la región procedía de la Jemaah Islamiyah (QE.J.92.02.), el grupo Abu Sayyaf (QE.A.1.01.) y un recién llegado, el movimiento Rajah Solaiman (no incluido en la Lista), que colabora estrechamente con el grupo Abu Sayyaf*.	1
No obstante, cabe destacar que, sin un sector de la justicia y la seguridad sólido, la paz y la estabilidad florecientes en el país podrían verse amenazadas.	1
Hay varios factores que no los ayudan en este sentido pero, si logran superarlos, la amenaza terrorista se agravará todavía más.	0
Los desequilibrios regionales en los índices totales de empadronamiento de votantes deben ser una advertencia seria al respecto.	1
El Consejo de Seguridad reitera también su grave preocupación por las consecuencias de la inestabilidad en el norte de Malí para la región del Sahel y otros lugares, y destaca la necesidad de reaccionar con rapidez a esta crisis, utilizando un enfoque estratégico y amplio, a fin de asegurar la integridad territorial de Malí y restaurar su estabilidad e impedir que la inestabilidad se extienda a otros Estados del Sahel.	1
Sobre una base sustantiva, las jurisdicciones nacionales han presentado ante los demandantes uno o varios de los siguientes argumentos: en primer lugar, el derecho de resarcimiento tal como figura en el derecho internacional humanitario no es de aplicación automática, solo los Estados de las víctimas están directamente facultados para ejercer este derecho; en segundo lugar, existe un acuerdo de paz que excluye las reclamaciones individuales.	1
Egipto exige una vez más que Israel ponga fin de inmediato a sus ataques contra Gaza.	1
Reiterando que los Estados Miembros tienen la obligación de impedir la circulación de terroristas o grupos terroristas, con arreglo al derecho internacional aplicable, mediante, entre otras cosas, controles eficaces de las fronteras,	1
En marzo de 2009, cuando se emitió la orden de detención del Presidente Omar al-Bashir, algunos predijeron que esta orden judicial contra el Jefe de Estado en ejercicio del Sudán destruiría las perspectivas de aplicación del Acuerdo General de Paz de 2005.	1
Aunque es la primera vez que el sistema de las Naciones Unidas emprende una campaña de planificación de tanta amplitud y complejidad, con un alcance que abarca prácticamente todas las principales esferas de acción en el tema de la mujer y la paz y la seguridad, el plan de acción para todo el sistema proporciona un cúmulo de información sobre las actividades que se están realizando en el sistema de las Naciones Unidas en favor de la mujer en las zonas que atraviesan o han atravesado por un conflicto.	0
Las Fuerzas Populares de Defensa luchan con las fuerzas armadas regulares.	0
Posteriormente, fiscales de los Países Bajos procuraron prohibir y disolver la organización y entregar al Estado cualquier saldo acreedor de la cuenta bancaria de la organización, pero el tribunal dictaminó que el Gobierno no había demostrado que la rama de Al-Haramain en los Países Bajos, separada y distinta de la organización internacional, había apoyado el terrorismo. Los fiscales de los Países Bajos anunciaron que se proponían apelar el dictamen del tribunal, y obtener más información sobre Al-Haramain y Al-Aquil de los Estados Unidos.	1
