es	MatCoop
En esos tratados figuran determinadas disposiciones que son especialmente pertinentes al conflicto armado que se vive actualmente en Darfur, entre ellas: a) el derecho a la vida y al no ser privado de la vida arbitrariamente; b) el derecho a no ser sometido a torturas ni penas o tratos crueles, inhumanos o degradantes; c) el derecho a no ser sometido a detención o prisión arbitraria; d) el derecho de toda persona privada de libertad a ser tratado humanamente con el respeto debido a la dignidad inherente al ser humano; e) el derecho a circular libremente, escoger la propia residencia y no ser desplazado arbitrariamente: f) el derecho a la propiedad; una vivienda adecuada y no ser sujeto a expulsión forzosa; g) el derecho a la salud; h) el derecho a una alimentación adecuada y al agua; i) el derecho a un juicio justo; j) derecho a interponer un recurso efectivo por cualquier violación grave de los derechos humanos; k) el derecho a reparación por violaciones de los derechos humanos; y l) la obligación de llevar ante la justicia a los autores de violaciones de los derechos humanos.	1
En la mayoría de los Estados visitados hace falta mejorar los planes de gestión de crisis para reunir pruebas, evitar que las bombas secundarias causen víctimas y asegurar una evacuación adecuada en caso de que se produzca un ataque terrorista importante.	1
La FACI ha trasladado todo el equipo aéreo que resultó intacto o sufrió daños a su base aérea del aeropuerto internacional de Abidján.	1
13. Alienta a INTERPOL a que intensifique sus esfuerzos con respecto a la amenaza que plantean los combatientes terroristas extranjeros y a que recomiende o establezca recursos adicionales para apoyar y alentar la adopción de medidas nacionales, regionales e internacionales para vigilar y prevenir el tránsito de combatientes terroristas extranjeros, como la ampliación de la utilización de las Notificaciones Especiales de INTERPOL de modo que incluyan a los combatientes terroristas extranjeros;	0
El 20 de julio, el Consejo celebró un debate público (sesión 4174ª) para estudiar su función en la prevención de los conflictos armados.	1
e) La reunión inaugural del Grupo de Contacto Internacional sobre Libia, celebrada en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos realizados por los países vecinos y el Representante Especial del Secretario General para Libia a fin de crear condiciones propicias para el diálogo entre todas las partes libias, con la excepción de los grupos terroristas conocidos.	0
Ello afecta la capacidad de la Misión de desplegar rápidamente personal uniformado para proteger a civiles en peligro en el oeste del país si lo exige la situación, así como de apoyar la actividad general del equipo de las Naciones Unidas en el país.	1
En ese sentido, expresamos nuestra plena disposición, en consulta con las Naciones Unidas, para contribuir al fortalecimiento de la MINUSMA, en particular mediante el establecimiento, en el marco de la MINUSMA, de una fuerza de intervención rápida con reglas de enfrentamiento y medios sólidos, siguiendo el modelo de la brigada de intervención de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo (MONUSCO), que se desplegaría en el norte de Malí desde el interior de los países que aportan contingentes, para contribuir a la lucha contra los grupos terroristas y delictivos armados y facilitar la culminación satisfactoria de las iniciativas de estabilización en esa parte del país.	1
Habida cuenta de la escala y la magnitud de los incidentes relacionados con el conflicto de Darfur, el establecimiento de los hechos y la reunión de elementos probatorios fiables para la identificación de los sospechosos son tareas difíciles, que no se pueden tomar a la ligera.	0
El Consejo observa que el Departamento de Operaciones de Mantenimiento de la Paz ha enviado una misión de determinación de los hechos al Chad y a la República Centroafricana para establecer de qué manera las Naciones Unidas pueden ayudar a los países a abordar la situación de inestabilidad imperante.	1
Los Estados visitados disponen de medidas operacionales y de políticas para reprimir el reclutamiento de terroristas.	1
En Zoran Kupreškić and others, la Sala de Primera Instancia del Tribunal Internacional para la ex Yugoslavia definió la persecución como la negación manifiesta o flagrante, por razones discriminatorias, de un derecho fundamental consagrado por el derecho internacional consuetudinario o el derecho de los tratados, que alcanza el mismo grado de gravedad que los demás actos prohibidos por el artículo 5.	0
El Subsecretario General de Derechos Humanos informó al Consejo de que los grupos armados seguían sembrando el terror entre la población de las zonas que se hallaban bajo su control, cometiendo matanzas, secuestros, torturas, maltratos y otros abusos graves contra los derechos humanos, incluida la destrucción de viviendas y la confiscación de propiedades, y de que habían continuado las denuncias de violaciones de los derechos humanos por algunos batallones de voluntarios que estaban bajo el control del Gobierno.	0
La Comisión ha remitido y seguirá remitiendo a las autoridades libanesas toda información relacionada con una causa penal que caiga fuera del ámbito de la investigación de la Comisión.	1
19. Pone de relieve a este respecto la importancia de que los Estados Miembros ideen medios alternativos no violentos para la prevención y solución de conflictos por las personas y las comunidades locales afectadas a fin de reducir el riesgo de radicalización con recurso al terrorismo, y de que promuevan alternativas pacíficas a la retórica violenta a la que se adhieren los combatientes terroristas extranjeros, y recalca la función que puede desempeñar la educación para contrarrestar las retóricas terroristas;	1
La Dirección Ejecutiva también encabeza una iniciativa mundial de tres años en nombre del Grupo de Trabajo sobre la lucha contra la financiación del terrorismo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, que cuenta con el apoyo de varios Estados y organizaciones donantes, cuya finalidad es alcanzar un entendimiento común de las prácticas que son eficaces para luchar contra la financiación del terrorismo dentro de este sector.	1
La MINURCAT también ayuda al DIS a establecer una biblioteca de referencia que tendrá material didáctico para adiestrar a nuevos agentes.	1
Es con una mayor preocupación que debo informar hoy de que, pese a los esfuerzos considerables realizados por la UNAMID, la situación de la seguridad en Darfur no ha mejorado mucho.	0
La comunidad internacional debe asumir la responsabilidad de proteger a la población civil de Darfur y poner fin a la impunidad endémica allí imperante.	0
Asimismo, el 8 de mayo de 2006, el Ministro del Interior Lobato ordenó al Comandante de la Unidad de Patrulla Fronteriza (UPF), Antonio da Cruz, que hiciera entrega en su residencia de 15 fusiles de asalto semiautomáticos HK33, que formaban parte de los 180 fusiles HK33 distribuidos legalmente a la UPF.	0
Acogiendo con beneplácito que se haya establecido la Oficina del Ombudsman en cumplimiento de la resolución 1904 (2009) y que se haya ampliado su mandato en la resolución 1989 (2011), haciendo notar la importante contribución hecha por la Oficina del Ombudsman en la tarea de que haya mayor imparcialidad y transparencia, recordando el firme compromiso del Consejo de Seguridad de velar por que la Oficina del Ombudsman pueda seguir desempeñando su función con eficacia, de conformidad con su mandato, y recordando también la declaración de su Presidencia (S/PRST/2011/5) de 28 de febrero de 2011,	1
17. El 7 de enero de 2003, el Tribunal Militar condenó a muerte a 30 de las 150 personas acusadas inicialmente de complicidad y/o participación en el asesinato del Presidente Laurent Deciré Kabila.	0
Asimismo, el Subsecretario General consideraba que las declaraciones inflamatorias de grupos armados que amenazaban con sabotear los comicios en zonas del este de Ucrania y celebrar sus propias elecciones el 2 de noviembre, en violación de la Constitución y del derecho nacional, debían ser objeto de condena por parte de todos.	0
Respecto a la recomendación del Equipo de Vigilancia sobre el pago de rescate a entidades incluidas en la Lista (párr. 60), el Comité desea hacer referencia al párrafo 5 de la resolución 1904 (2009), en el que el Consejo confirmó que las disposiciones del párrafo 1 a) de la misma resolución se aplicarían también al pago de rescates a las personas, los grupos, las empresas o las entidades que figurasen en la Lista consolidada.	1
