es	MatConf
Para comenzar, quisiera reiterar que a la Unión Europea le preocupan profundamente la situación en Somalia y las repercusiones regionales de su conflicto.	0
Preocupado por el hecho de que los combatientes terroristas extranjeros aumentan la intensidad, duración e insolubilidad de los conflictos y también pueden representar una seria amenaza para sus Estados de origen, los Estados por los cuales transitan y los Estados a los que viajan, así como para los Estados vecinos de las zonas de conflicto armado en las que los combatientes terroristas extranjeros realizan sus actividades y que se ven afectados por graves problemas de seguridad, y observando que la amenaza que plantean los combatientes terroristas extranjeros puede afectar a todas las regiones y Estados Miembros, incluso a los que están alejados de las zonas de conflicto, y expresando gran inquietud por que los combatientes terroristas extranjeros se sirven de su ideología extremista para promover el terrorismo,	0
El Consejo de Seguridad reitera su llamamiento a todas las partes en los conflictos armados, incluidas las partes no estatales, para que cumplan cabalmente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular y en cuanto sean aplicables el derecho internacional humanitario y el relativo a los derechos humanos y los refugiados, y para que apliquen plenamente las decisiones pertinentes del Consejo de Seguridad.	0
Por consiguiente, el Comité transmitirá esas recomendaciones al Comité contra el Terrorismo establecido en virtud de la resolución 1373 (2001).	0
Entre el 1° de junio y el 31 de agosto se recogieron o entregaron casi 500 armas de pequeño calibre, más de 189.000 cartuchos, 2.368 granadas de mano y minas y más de 225 kilogramos de explosivos. Perspectivas	1
Un agente resulta muerto, otro gravemente herido.	1
Las Unidades Especiales de Policía ejecutaron medidas especiales de protección en zonas donde viven comunidades minoritarias, prestaron servicios de seguridad en actos importantes y brindaron una protección esencial a la fundación de plomo de zvecan, las instalaciones de la UNMIK y el Tribunal de Mitrovica, cuyo personal es internacional.	0
Sería poco prudente e inadecuado dejar que Eritrea piense que su tentativa de chantajear al Consejo de Seguridad tomando como rehén al personal de la Misión de las Naciones Unidas dará resultado.	1
Del 11 al 19 de agosto también se organizó una campaña de sensibilización sobre la violencia sexual por motivos de género y los derechos de los niños en emplazamientos de desplazados internos en la región de Dar Sila.	0
Esos Estados no distinguen necesariamente entre las medidas adoptadas contra las personas que figuran en la lista y las adoptadas en general contra los que ellos consideran terroristas.	1
Al contemplar iniciativas que, de hecho, premian esta estrategia, el Consejo no haría más que envalentonar a los extremistas y socavar la letra y el espíritu de la hoja de ruta.	0
Ejecución sujeta a la disponibilidad de fondos Dotación de instrumentos operacionales prácticos al personal para integrar sistemáticamente las cuestiones de género en la labor relacionada con la reforma del sector de la seguridad; aplicación de las recomendaciones surgidas del Foro sobre género y gobernanza en África de 2005 para lograr el objetivo de la Unión Africana de que en las asambleas nacionales haya un 30% de mujeres.	0
Durante todo el período examinado, la situación de seguridad en Ituri siguió siendo tensa debido a que algunos milicianos todavía en activo siguieron violando los derechos humanos de la población local en zonas donde no había presencia de la MONUC ni de las FARDC.	1
Estos sitios van desde los que promueven la causa de determinadas personas, como Shamil Basayev en Chechenia, o grupos, como Lashkar-E-Tayyiba en el Pakistán, hasta los que buscan justificar el terrorismo relacionado con Al-Qaida en general, como Voice of Jihad, o los que ofrecen adiestramiento a terroristas, como Al-Battar.	1
La víctima quedó embarazada como consecuencia de la violación y había dado a luz.	1
Varias operaciones de paz recientes, en particular la MINUSMA, han incorporado en sus estructuras de análisis conjunto y planificación de la misión un análisis de la delincuencia transfronteriza.	1
El Equipo encargado de prestar apoyo analítico y de vigilar la aplicación de las sanciones establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad, cuyo mandato fue prorrogado en las resoluciones 1617 (2005) y 1735 (2006) relativas a Al-Qaida y los talibanes y personas y entidades asociadas, tiene el honor de transmitir su séptimo informe, de conformidad con la resolución 1735 (2006).	0
Por ejemplo, los residentes de la zona de Naktuka perteneciente al subdistrito de Nitibe informaron de que el 29 de mayo, un grupo de unos 20 soldados indonesios había desmantelado parcialmente dos estructuras construidas por el Gobierno de Timor-Leste en esta zona en disputa.	1
Instamos a todos los Estados Miembros a que adopten medidas inmediatas para cumplir con la obligación que figura en la resolución 2036 (2012) de prohibir el comercio de carbón vegetal somalí, sobre todo por parte de los elementos más activos en ese comercio.	0
Movimiento irregular de armas en las fuerzas de seguridad	1
También sentarán las bases de un mecanismo efectivo de control de las armas de fuego que sirva a las autoridades de ayuda para controlar la posesión de armas.	0
No obstante, también incumbe a los Estados Miembros la responsabilidad de seguir actuando, proponiendo nombres, señalando problemas o examinando nuevas mejoras de los procedimientos.	0
Los recursos que pueden ser objeto de saqueo, en particular aquellos a los que pueden acceder directamente los líderes de los militantes (en lugar de hacerlo por medio de su cadena de mando), pueden prolongar los conflictos creando problemas de disciplina que dificultan que los dirigentes impongan una solución a sus seguidores.	1
Aunque las fuerzas rebeldes también han organizado ataques, la Comisión no ha encontrado pruebas de que fueran generalizados o que se hubieran dirigido regularmente contra la población civil.	1
En segundo lugar, la delincuencia transfronteriza debilita las capacidades del Estado, incluidas las capacidades en los ámbitos militar y de la policía.	0
Al término de esta cuarta ronda de conversaciones, las partes reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que habría de fijarse de común acuerdo.	0
La Unión Europa también manifestó apoyo a la declaración de mi Representante Especial de 8 de septiembre de 2005, en que se subrayaba que no podía darse una solución militar a los problemas a que se enfrentaban las instituciones federales de transición.	0
La comunidad internacional es cada vez más consciente de los problemas planteados por la utilización de la Internet con fines terroristas y se ha comenzado a debatir sobre las posibles medidas para resolverlos.	0
La Comisión entrevistó a varios testigos que confirmaron que tras los ataques conjuntos de los soldados del Gobierno y las milicias Janjaweed en la zona, se mantuvo detenidas a unas 30.000 personas en Kailek, en Darfur meridional, durante unos 50 días.	1
b) El suministro, la venta o la transferencia de armas y pertrechos a Al-Qaida, Osama bin Laden o los talibanes o a una célula, entidad afiliada o grupo escindido o derivado de ellos;	1
Si bien el impacto operativo de la plana mayor de Al-Qaida ha disminuido desde la muerte de Osama bin Laden y varios otros líderes clave, las redes de Al-Qaida siguen evolucionando y se han convertido en un fenómeno más complejo con la participación en todo el mundo de una amplia variedad de partidarios y combatientes activos.	1
África oriental ha sido víctima del terrorismo en el pasado y la amenaza del terrorismo en la región es alta, debido a la persistente inestabilidad política.	1
B. Dispersión de grupos de milicias en Ituri	1
Mi visita reciente a la región del Sahel ha fortalecido mi convicción en la importancia de examinar la paz, la seguridad, el desarrollo y los derechos humanos de una manera interconectada.	0
