ar	QuadClass
وتجرِّم جميع الدول الآن في قوانينها المحلية توفير الملاذ الآمن للإرهابيين ومَن يدعمونهم واستخدام أراضيها في ارتكاب أو تدبير أعمال إرهابية ضد دول أخرى أو مواطنيها.	1
195 - وقد أضافت قراءة المعلومات على هذا النحو من قبل بعض المصادر بعدا آخر للصراع.	0
وبعد الهجوم، توجه سكان المنطقة بأكملهم إلى كايلك.	1
ويقل سن بعض هؤلاء المجندين في العصبة من الجيش الماوي والمليشيا الماوية عن 18 سنة.	0
31- وتعتبر الدولة انتشار الديانة المسيحية تهديداً خطيراً للغاية، لأنها تناهض إيديولوجيا عبادة الشخصية الرسمية وتوفر قاعدة للتنظيم الاجتماعي والسياسي والتفاعل خارج فلك الدولة.	1
وترى هذه الدولة أن ذلك النشاط، في أشد أشكاله تطرفاً، غالبا ما يؤدي إلى التطرف المتسم بالعنف وإلى وقوع خسائر في الأرواح.	1
634- وواضح من المعلومات التي جمعتها اللجنة وتحققت منها أن الاغتصاب أو غيره من أشكال العنف الجنسي التي ارتكبتها ميليشيا الجنجويد وجنود الحكومة في دار فور كانت واسعة النطاق ومنتظمة ومن الممكن جدا لهذا السبب أن تعتبر هذه الأعمال جريمة ضد الإنسانية.	1
وعزلت النساء والفتيات الصغار عن الرجال، واحتجزن في منطقة حول المسجد، وبعدئذ اقتادهن المحتجزون لاغتصابهن.	1
وفي ذلك الاجتماع، اتفقت الأطراف على مواصلة التعاون بشأن المسائل المتصلة بإجراء عملية مسح للسكك الحديدية وعودة اللاجئين والمشردين داخليا.	4
452 - في المادة 31 من قانون الأمن الوطني، صدر أمر من المدير العام، بأنه يمكن لموظف الأمن إلقاء القبض على أحد الأشخاص، وأن يفتشه ويحتجزه ويحقق معه. وأمامه ثلاثة أيام يقدم خلالها إلى المحتجز أسباب اعتقاله واحتجازه.	1
"""ويسلّم مجلس الأمن بأنه لا يمكن هزم الإرهاب بالقوة العسكرية وتدابير إنفاذ القانون والعمليات الاستخباراتية وحدها، ويشدد على الحاجة إلى معالجة الظروف المؤدية إلى انتشار الإرهاب، بسبل منها على سبيل المثال لا الحصر ضرورة تكثيف الجهود المبذولة من أجل النجاح في منع نشوء نزاعات طويلة الأمد وحلها سلميا، وضرورة تعزيز سيادة القانون وحماية حقوق الإنسان والحريات الأساسية والحكم الرشيد والتسامح والشمول من أجل توفير بديل سليم لأولئك الذين يمكن أن يكونوا عرضة للتجنيد لأغراض إرهابية وللراديكالية المفضية إلى العنف."	4
"""ويؤكد مجلس الأمن كذلك من جديد ضرورة القيام، بجميع الوسائل ووفقا لميثاق الأمم المتحدة، بمكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية."	4
ويؤكد المجلس على ضرورة الالتزام دون تحفظ بعملية الاندماج في القوات المسلحة، تقيدا بروح الاتفاق الجامع والشامل.	4
وقُتل كثيرون وأصيب أكثر من 100 شخص بجراح.	1
ويعتقد أن هذه المليشيات تعمل أساسا تحت عباءة التنظيم القبلي().	0
وهذه الاتفاقيات تحظر التعذيب حظرا مطلقا، في الصراعات المسلحة الداخلية والدولية على حد سواء.	1
116- لا يزال فريق الرصد يرى في حظر السفر أحد الجزاءات الهامة ضد تنظيم القاعدة وحركة الطالبان، مشيرا في الوقت نفسه إلى البراعة التي يبديها الإرهابيون الذين يحاولون عبور الحدود الوطنية دون اكتشاف أمرهم.	2
284 - وفي بعض الدول، لا يزال تعريف الجرائم الإرهابية على نحو مبهم أو فضفاض يشكل تحديا أمام التنفيذ الفعال للقرار 1373 (2001).	1
فقد تعيد الجماعات المتشددة تركيز جهودها على بلدانها أو على بلدان أخرى، إذا ما أصبحت أفغانستان أقل جاذبية من حيث الأهداف التي تتوخاها تلك الجماعات.	1
14 - يقرر أنه يجوز للجنة، لدى تحديد ما إذا كان يتعين شطب أسماء من القائمة الموحدة، أن تنظر في أمور من جملتها، '1`ما إذا كان اسم الفرد أو الكيان قد أدرج في القائمة الموحدة بسبب خطأ في تحديد الهوية، أو '2`ما إذا أصبح الفرد أو الكيان غير مستوف المعايير المحددة في القرارات ذات الصلة، لا سيما القرار 1617 (2005)؛ ويجوز للجنة عند إجراء التقييم المذكور في النقطة '2` أعلاه أن تنظر في أمور من جملتها إن كان الفرد قد توفي أو ثبت فعليا أن الفرد أو الكيان قد قطع كل ارتباطاته، على النحو المحدد في القرار 1617 (2005)، بتنظيم القاعدة وأسامة بن لادن وحركة الطالبان ومن يؤيدهم، بما في ذلك جميع الأفراد والكيانات المدرجة أسماؤهم في القائمة الموحدة؛ 15 - يقرر تمديد فترة نظر اللجنة في الإشعارات المقدمة عملا بالفقرة 1 (أ) من القرار 1452 (2002) من 48 ساعة إلى ثلاثة أيام عمل؛	0
في 8 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدينة الشيخ مسكين فقتلتخمسة أشخاص منهم طفلان وامرأتان.	1
